ISO Index,Classification,QF,Aggregate,Resource_ID,Generating Unit Name / Description,Net Dependable Capacity (MW),PTO Area,Owner or QF ID,ISO Classification,Unit Type,Fuel Type,Zone,Demand Zone,Commercial Operating Date,Comments,River System,Nameplate Capacity (MW),Record Status A-Active Control Area Units AND C-Contract Units Outside Ctrl Area
67602,Non-Participating,Yes,No,CSCCOG_1_UNIT 1,SANTA CLARA COGEN UNIT 2,,PGAE,City of Santa Clara DBA Silicon Valley Power,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,NP15,CSC1,1981-01-01,,,3.5,A
67601,Non-Participating,Yes,No,CSCCOG_1_UNIT 1,SANTA CLARA COGEN UNIT 1,,PGAE,City of Santa Clara DBA Silicon Valley Power,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,NP15,CSC1,1981-01-01,,,3.5,A
92800,Participating Unit,Yes,Yes,GRNVLY_7_SCLAND,SANTA CRUZ LANDFILL GENERATING PLANT,3.04,PGAE,"Ameresco Santa Cruz, LLC",THERMAL,INTERNAL COMBUSTION,LANDFILL GAS,NP15,PGE3,2006-02-02,,,3.02,A
67900,Participating Unit,No,No,SARGNT_2_UNIT,SARGENT CANYON COGENERATION,57.1,PGAE,"Chevron Power Holdings, Inc.",COGENERATION,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,1991-10-07,"QF Conversion, was PGE QF 18C052",,45.0,A
68000,Participating Unit,Yes,Yes,SAUGUS_6_QF,SAUGUS AREA LUMPED UNITS,8.9,SCE,VARIOUS,HYDRO,HYDRO,WATER,SP15,SCE1,1987-01-01,,,9.33,A
68001,Non-Participating,Yes,No,SAUGUS_6_QF,CALLEGUAS MWD UNIT 2 (EAST PORTAL),,SCE,4022,HYDRO,,,SP15,SCE1,1984-10-01,,,1.25,A
68006,Non-Participating,Yes,No,SAUGUS_6_QF,UNITED WATER CONSERVATION DISTRICT,,SCE,4058,HYDRO,,,SP15,SCE1,1987-06-01,,,0.94,A
68005,Non-Participating,Yes,No,SAUGUS_6_QF,THE TERMO CO.,,SCE,2479,COGENERATION,,,SP15,SCE1,1996-06-07,,,0.19,A
68003,Non-Participating,Yes,No,SAUGUS_6_QF,CRIMSON RESOURCE MANAGEMENT,,SCE,2210,COGENERATION,,,SP15,SCE1,1986-06-24,,,0.16,A
59800,Participating Unit,Yes,No,SEARLS_7_ARGUS,"SEARLES VALLEY MINERALS OPERATIONS, INC. (ARGUS)",62.5,SCE,Searles Valley Minerals Inc.,COGENERATION,STEAM,COAL,SP15,SCE1,1983-04-01,Completed QF Conversion: 11/15/2013,,62.5,A
133500,Participating Unit,No,No,DEVERS_1_SEPV05,SEPV 5,2.0,SCE,"SEPV2, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2012-05-10,,,2.0,A
111000,Participating Unit,No,No,DEVERS_1_SOLAR1,SEPV8,12.0,SCE,"SEPV8, LLC",SOLAR,PHOTO VOLTAIC,SUN,NP15,PGE3,2013-06-01,,,12.0,A
111100,Participating Unit,No,No,DEVERS_1_SOLAR2,SEPV9,9.0,SCE,"SEPV9, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2013-06-01,,,9.0,A
102700,Participating Unit,No,No,DALYCT_1_FCELL,SF State Fuel Cell Station,1.6,PGAE,Pacific Gas and Electric Company,THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE2,2011-09-27,,,1.6,A
128700,Participating Unit,No,No,ALHMBR_1_ALHSLR,SG Alhambra,50.0,SDGE,Imperial Irrigation District,DYNAMIC SCHEDULED,PHOTO VOLTAIC,SUN,SP15,SDG1,2015-08-29,,,50.0,C
128800,Participating Unit,No,No,ARKANS_1_ARKSLR,SG Arkansas,50.0,SDGE,Imperial Irrigation District,DYNAMIC SCHEDULED,PHOTO VOLTAIC,SUN,SP15,SDG1,2015-08-29,,,50.0,C
128900,Participating Unit,No,No,SNORA_2_SNRSLR,SG Sorrento,50.0,SDGE,Imperial Irrigation District,DYNAMIC SCHEDULED,PHOTO VOLTAIC,SUN,SP15,SDG1,2015-08-29,,,50.0,C
92900,Participating Unit,No,No,BRDSLD_2_SHILO1,SHILOH I WIND PROJECT,150.0,PGAE,Shiloh I Wind Project LLC,WIND,WIND,WIND,NP15,PGE3,2006-03-30,,,150.0,A
89800,Participating Unit,No,Yes,MOORPK_7_UNITA1,SIMI VALLEY LANDFILL GAS GENERATION,2.49,SCE,WM Energy Solutions,BIOMASS,RECIPROCATING ENGINE,LANDFILL GAS,SP15,SCE1,2004-05-02,,,2.7,A
89802,Non-Participating,No,No,MOORPK_7_UNITA1,SIMI VALLEY LANDFILL UNIT 2,,SCE,WM Energy Solutions,BIOMASS,RECIPROCATING ENGINE,LANDFILL GAS,SP15,SCE1,,,,1.35,A
89801,Non-Participating,No,No,MOORPK_7_UNITA1,SIMI VALLEY LANDFILL UNIT 1,,SCE,WM Energy Solutions,BIOMASS,RECIPROCATING ENGINE,LANDFILL GAS,SP15,SCE1,,,,1.35,A
84800,Participating Unit,No,No,APLHIL_1_SLABCK,SLAB CREEK HYDRO,1.0,PGAE,SMUD,HYDRO,HYDRO,WATER,NP15,PGE3,,,,0.4,A
35000,Participating Unit,Yes,Yes,WRGHTP_7_AMENGY,SMALL QF AGGREGATION - LOS BANOS,2.5,PGAE,Pacific Gas & Electric Company,HYDRO,HYDRO,WATER,NP15,PGE3,1986-02-01,,,2.5,A
43407,Participating Unit,Yes,No,SPBURN_7_SNOWMT,SNOW MOUNTAIN HYDRO LLC (BURNEY CREEK),3.0,PGAE,Pacific Gas & Electric Company,HYDRO,HYDRO,WATER,NP15,PGE3,1990-03-28,PGE QF 13H016,,3.0,A
80400,Participating Unit,No,No,USWNDR_2_SMUD,SOLANO WIND,102.18,PGAE,SMUD,WIND,WIND,WIND,NP15,PGE3,1994-01-01,,,102.18,A
30400,Participating Unit,No,No,SOUTH_2_UNIT,SOUTH PH,7.1,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1979-01-01,,,7.1,A
69300,Participating Unit,No,No,COTTLE_2_FRNKNH,SOUTH SAN JOAQUIN ID (FRANKENHEIMER),5.3,PGAE,,HYDRO,HYDRO,WATER,NP15,PGE3,1983-02-12,,,8.75,A
69400,Participating Unit,No,No,VLYHOM_7_SSJID,SOUTH SAN JOAQUIN ID (WOODWARD),3.0,PGAE,,HYDRO,HYDRO,WATER,NP15,PGE3,1982-04-16,,,5.0,A
31100,Participating Unit,No,Yes,SPAULD_6_UNIT12,SPAULDING UNITS 1 & 2 (AGGREGATE),11.4,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1929-01-01,,South Yuba,11.4,A
31101,Non-Participating,No,No,SPAULD_6_UNIT 1,Spaulding Unit 1,7.0,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1929-01-01,,South Yuba,7.0,A
31102,Non-Participating,No,No,SPAULD_6_UNIT 2,Spaulding Unit 2,4.4,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1929-01-01,,South Yuba,4.4,A
126900,Participating Unit,No,No,SPIAND_1_ANDSN2,SPI Anderson 2,27.15,PGAE,Sierra Pacific Industries,BIOMASS,STEAM,WOOD WASTE,NP15,PGE2,2015-09-09,,,30.15,A
69600,Participating Unit,Yes,Yes,SPRGVL_2_QF,SPRINGVILLE AREA LUMPED UNITS,2.3,SCE,VARIOUS,VARIOUS,,WATER,SP15,SCE1,1909-01-01,,,2.28,A
69603,Non-Participating,Yes,No,SPRGVL_2_QF,ROYAL FARMS,,SCE,1007,BIOMASS,,,SP15,SCE1,1983-01-21,,,0.08,A
69601,Non-Participating,Yes,No,SPRGVL_2_QF,LOWER TULE RIVER IRRIGATION DIST.,,SCE,4028,HYDRO,,,SP15,SCE1,1989-12-03,,,1.5,A
69604,Non-Participating,Yes,No,SPRGVL_2_QF,ROYAL FARMS #2,,SCE,1087,BIOMASS,,,SP15,SCE1,1987-03-26,,,0.1,A
105800,Participating Unit,No,No,SBERDO_2_RTS005,SPVP005 Redlands RT Solar,2.5,SCE,Southern California Edison,SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2012-11-24,,,2.5,A
105900,Participating Unit,No,No,SBERDO_2_RTS007,SPVP007 Redlands RT Solar,2.5,SCE,Southern California Edison,SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2012-11-24,,,2.5,A
111700,Participating Unit,No,No,ETIWND_2_RTS010,SPVP010 Fontana RT Solar,1.5,SCE,Southern California Edison,SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2013-01-08,,,1.5,A
133900,Participating Unit,No,No,SBERDO_2_RTS011,SPVP011,3.5,SCE,Southern California Edison,SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2013-06-17,,,3.5,A
134000,Participating Unit,No,No,SBERDO_2_RTS013,SPVP013,3.5,SCE,Southern California Edison,SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2013-06-11,,,3.5,A
112700,Participating Unit,No,No,ETIWND_2_RTS015,SPVP015 Fontana RT Solar,3.0,SCE,Southern California Edison,SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2013-01-15,,,3.0,A
134100,Participating Unit,No,No,SBERDO_2_RTS016,SPVP016 Redlands RT Solar,1.5,SCE,Southern California Edison,SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2011-08-02,,,1.5,A
133600,Participating Unit,No,No,ETIWND_2_RTS017,SPVP017,3.5,SCE,Southern California Edison,SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2013-06-17,,,3.5,A
106000,Participating Unit,No,No,ETIWND_2_RTS018,SPVP018 Fontana RT Solar,1.5,SCE,Southern California Edison,SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2012-11-24,,,1.5,A
102200,Participating Unit,No,No,SBERDO_2_REDLND,SPVP022 Redlands RT Solar,2.0,SCE,Southern California Edison,SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2011-03-23,,,2.5,A
112800,Participating Unit,No,No,ETIWND_2_RTS023,SPVP023 Fontana RT Solar,2.5,SCE,Southern California Edison,SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2013-01-16,,,2.5,A
132800,Participating Unit,No,No,ETIWND_2_RTS026,SPVP026,6.0,SCE,Southern California Edison,SOLAR,PHOTO VOLTAIC,SUN,ZP26,PGE4,2016-02-05,,,6.0,A
132900,Participating Unit,No,No,ETIWND_2_RTS027,SPVP027,2.0,SCE,Southern California Edison,SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2013-06-17,,,2.0,A
133200,Participating Unit,No,No,VISTA_2_RTS028,SPVP028,3.5,SCE,Southern California Edison,SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2013-08-08,,,3.5,A
133800,Participating Unit,No,No,MIRLOM_2_RTS032,SPVP032,1.5,SCE,Southern California Edison,SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2013-06-17,,,1.5,A
133100,Participating Unit,No,No,MIRLOM_2_RTS033,SPVP033,1.0,SCE,Southern California Edison,SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2013-08-05,,,1.0,A
106100,Participating Unit,No,No,VESTAL_2_RTS042,SPVP042 Porterville Solar,5.0,SCE,Southern California Edison,SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2012-11-24,,,5.0,A
117500,Participating Unit,No,No,VALLEY_5_RTS044,SPVP044,8.0,SCE,Southern California Edison,SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2012-12-30,,,8.0,A
123200,Participating Unit,No,No,SBERDO_2_RTS048,SPVP048,5.0,SCE,Southern California Edison Company,SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2013-09-01,,,5.0,A
69700,Participating Unit,Yes,No,SRINTL_6_UNIT,SRI INTERNATIONAL,6.9,PGAE,Pacific Gas & Electric Company,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,1987-03-10,PGE QF 02C041,,6.9,A
70100,Participating Unit,Yes,No,KANAKA_1_UNIT,STS HYDROPOWER LTD. (KANAKA),2.5,PGAE,Pacific Gas & Electric Company,HYDRO,HYDRO,WATER,NP15,PGE3,1989-02-13,PGE QF 12H007,,2.5,A
31800,Participating Unit,No,Yes,LAWRNC_7_SUNYVL,SUNNYVALE LANDFILL GAS POWER GENERATION FACILITY,0.3,PGAE,City of Sunnyvale,BIOMASS,RECIPROCATING ENGINE,LANDFILL GAS,NP15,PGE3,1999-01-01,,,1.6,A
31801,Non-Participating,No,No,LAWRNC_7_SUNYVL,SUNNYVALE LANDFILL GAS UNIT 1,,PGAE,City of Sunnyvale,BIOMASS,RECIPROCATING ENGINE,LANDFILL GAS,NP15,PGE3,1999-01-01,,,0.8,A
31802,Non-Participating,No,No,LAWRNC_7_SUNYVL,SUNNYVALE LANDFILL GAS UNIT 2,,PGAE,City of Sunnyvale,BIOMASS,RECIPROCATING ENGINE,LANDFILL GAS,NP15,PGE3,1999-01-01,,,0.8,A
31900,Participating Unit,No,Yes,SUNRIS_2_PL1X3,SUNRISE POWER PROJECT (AGGREGATE),586.02,PGAE,Edison Mission Energy,THERMAL,COMBINED CYCLE,NATURAL GAS,ZP26,PGE4,2001-06-07,,,590.0,A
31901,Non-Participating,No,No,SUNRIS_2_UNIT 1,Sunrise Power Project Unit 1,164.0,PGAE,Edison Mission Energy,THERMAL,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,2001-06-07,,,173.33,A
31902,Non-Participating,No,No,SUNRIS_2_UNIT 2,Sunrise Power Project Unit 2,164.0,PGAE,Edison Mission Energy,THERMAL,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,2001-06-07,,,173.33,A
31903,Non-Participating,No,No,SUNRIS_2_UNIT 3,Sunrise Power Project Unit 3,272.0,PGAE,Edison Mission Energy,THERMAL,STEAM,NATURAL GAS,ZP26,PGE4,,,,266.0,A
32000,Participating Unit,No,Yes,SUTTER_2_PL1X3,SUTTER POWER PLANT AGGREGATE,525.0,PGAE,"Calpine Construction Finance Company, L.P.",PSEUDO TIE,COMBINED CYCLE,NATURAL GAS,NP15,PGE3,2001-05-04,,,572.0,C
32001,Non-Participating,No,No,SUTTER_2_CTG1,Sutter Power Plant Unit 1,186.0,PGAE,"Calpine Construction Finance Company, L.P.",THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,2001-05-04,,,186.0,C
32002,Non-Participating,No,No,SUTTER_2_CTG2,Sutter Power Plant Unit 2,186.0,PGAE,"Calpine Construction Finance Company, L.P.",THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,2001-05-04,,,186.0,C
32003,Non-Participating,No,No,SUTTER_2_STG,Sutter Power Plant Unit 3,200.0,PGAE,"Calpine Construction Finance Company, L.P.",THERMAL,STEAM,HEAT RECOVERY,NP15,PGE3,2001-05-04,,,200.0,C
90600,Participating Unit,No,No,CHILLS_7_UNITA1,SYCAMORE CANYON LANDFILL PLANT B,2.0,SDGE,Gas Recovery Systems,BIOMASS,RECIPROCATING ENGINE,LANDFILL GAS,SP15,SDG1,2004-07-14,,,3.0,A
70401,Participating Unit,No,No,SYCAMR_2_UNIT 1,SYCAMORE COGENERATION UNIT 1,85.0,SCE,"Chevron Power Holdings, Inc.",COGENERATION,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,1987-01-01,,,90.0,A
70402,Participating Unit,No,No,SYCAMR_2_UNIT 2,SYCAMORE COGENERATION UNIT 2,85.0,SCE,"Chevron Power Holdings, Inc.",COGENERATION,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,1987-01-01,,,90.0,A
70403,Participating Unit,No,No,SYCAMR_2_UNIT 3,SYCAMORE COGENERATION UNIT 3,85.0,SCE,"Chevron Power Holdings, Inc.",COGENERATION,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,1987-01-01,,,90.0,A
70404,Participating Unit,No,No,SYCAMR_2_UNIT 4,SYCAMORE COGENERATION UNIT 4,85.0,SCE,"Chevron Power Holdings, Inc.",COGENERATION,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,1987-01-01,,,90.0,A
120600,Participating Unit,Yes,No,ALLGNY_6_HYDRO1,Salmon Creek Hydroelectric Project,0.52,PGAE,"Salmon Creek Hydroelectric Company, LLC",HYDRO,HYDRO,WATER,NP15,PGE3,2014-12-03,,,0.54,A
118800,Participating Unit,No,No,HOLSTR_1_SOLAR,San Benito Smart Park,1.5,PGAE,"Enerparc CA1, LLC",SOLAR,PHOTO VOLTAIC,SUN,NP15,PGE3,2014-06-16,,,1.5,A
44622,Participating Unit,Yes,No,GARNET_2_WIND3,San Gorgonio East,12.67,SCE,"San Gorgonio Westwinds II, LLC",WIND,WIND,WIND,SP15,SCE1,1985-12-01,Formerly SCE QF 6094,,12.6,A
28800,Participating Unit,No,No,CRNEVL_6_SJQN 2,San Joaquin PH 2,3.2,PGAE,PGAE,HYDRO,HYDRO,WATER,NP15,PGE3,1917-01-01,,,3.2,A
28900,Participating Unit,No,No,CRNEVL_6_SJQN 3,San Joaquin PH 3,4.2,PGAE,PGAE,HYDRO,HYDRO,WATER,NP15,PGE3,1923-01-01,,,4.2,A
101500,Participating Unit,No,No,SMRCOS_6_LNDFIL,San Marcos Energy,1.5,SDGE,San Marcos Energy LLC,BIOMASS,RECIPROCATING ENGINE,LANDFILL GAS,SP15,SDG1,2011-05-20,,,1.6,A
67300,Participating Unit,Yes,No,SNDBAR_7_UNIT 1,Sand Bar Hydro,18.6,PGAE,Pacific Gas & Electric Company,HYDRO,HYDRO,WATER,NP15,PGE3,1986-05-19,PGE QF 16H003,Stanislaus River,18.6,A
101800,Participating Unit,No,No,AVENAL_6_SANDDG,Sand Drag Solar Project,19.0,PGAE,Sand Drag Solar Project,SOLAR,PHOTO VOLTAIC,SUN,NP15,PGE2,2011-08-05,,,19.0,A
76000,Participating Unit,No,No,ZOND_6_UNIT,Santa Clara Wind Project,17.1,PGAE,"Seawest Power Resources, LLC (formerly QFID 01W017)",WIND,WIND,WIND,NP15,PGE3,1985-12-30,,,24.1,A
99900,Participating Unit,No,No,PSWEET_1_STCRUZ,Santa Cruz Energy LLC,1.6,PGAE,Santa Cruz Energy LLC,BIOMASS,RECIPROCATING ENGINE,LANDFILL GAS,NP15,PGE3,2010-02-06,,,1.6,A
99800,Participating Unit,No,No,SISQUC_1_SMARIA,Santa Maria II LFG Power Plant,1.42,PGAE,"J&A-Santa Maria II, LLC",BIOMASS,RECIPROCATING ENGINE,LANDFILL GAS,NP15,PGE1,2010-09-27,,,1.48,A
130900,Participating Unit,No,No,ANZA_6_SOLAR1,Seville Solar One,20.0,SDGE,Seville Solar One LLC,SOLAR,PHOTO VOLTAIC,SUN,SP15,SDG1,2015-12-30,,,20.0,C
124400,Participating Unit,No,No,7STDRD_1_SOLAR1,Shafter Solar,20.0,PGAE,"Shafter Solar, LLC",SOLAR,PHOTO VOLTAIC,SUN,ZP26,PGE4,2015-06-04,,,20.0,A
103300,Participating Unit,No,No,BRDSLD_2_SHLO3A,Shiloh III - Phase A,102.5,PGAE,"Shiloh III Wind Project, LLC",WIND,WIND,WIND,NP15,PGE3,2011-12-22,,,100.0,A
106400,Participating Unit,No,No,BRDSLD_2_SHLO3B,Shiloh IV Wind Project,100.0,PGAE,"Shiloh IV Wind Project, LLC",WIND,WIND,WIND,NP15,PGE3,2012-12-07,,,100.0,A
97300,Participating Unit,No,No,BRDSLD_2_SHILO2,Shiloh Wind Project 2,150.0,PGAE,"Shiloh Wind Project 2, LLC",WIND,WIND,WIND,NP15,PGE3,2009-01-27,,,150.0,A
129800,Participating Unit,No,No,PLAINV_6_SOLAR3,Sierra Solar Greenworks LLC,20.0,SCE,Sierra Solar Greenworks LLC,SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2015-11-30,,,20.0,A
110200,Participating Unit,No,No,IVSLRP_2_SOLAR1,Silver Ridge Mount Signal,200.0,SDGE,Silver Ridge Mount Signal,SOLAR,PHOTO VOLTAIC,SUN,SP15,SDG1,2014-03-04,,,200.0,A
129500,Participating Unit,No,No,PRIMM_2_SOLAR1,Silver State South,250.0,SCE,"Silver State Solar Power South, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2016-08-23,,,250.0,A
117200,Participating Unit,Yes,No,JAWBNE_2_SRWND,Sky River,77.0,SCE,"Sky River, LLC",WIND,WIND,WIND,SP15,SCE1,2012-12-11,,,77.5,A
30000,Participating Unit,No,No,SLYCRK_1_UNIT 1,Sly Creek PH,13.0,PGAE,OWID,HYDRO,HYDRO,WATER,NP15,PGE3,1983-01-01,,SF Feather River,13.0,A
50800,Participating Unit,Yes,Yes,HUMBSB_1_QF,Small QF aggregation - Trinity,1.25,PGAE,Pacific Gas & Electric Company,HYDRO,HYDRO,WATER,NP15,PGE1,,,,1.25,A
113800,Participating Unit,No,No,USWNDR_2_SMUD2,Solano Wind Project Phase 3,127.8,PGAE,"Solano 3 Wind, LLC",WIND,WIND,WIND,NP15,PGE3,2012-04-18,,,127.8,A
117800,Participating Unit,No,No,SLSTR1_2_SOLAR1,Solar Star 1,310.0,SCE,"Solar Star California XIX, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2015-06-25,,,,A
117900,Participating Unit,No,No,SLSTR2_2_SOLAR2,Solar Star 2,276.0,SCE,"Solar Star California XX, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2015-06-19,,,276.0,A
138300,Participating Unit,No,No,BIGSKY_2_SOLAR6,Solverde 1,85.0,SCE,"Solverde 1, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2016-12-17,,,85.0,A
29700,Participating Unit,Yes,No,SPIFBD_1_PL1X2,Sonora,7.5,PGAE,Sierra Pacific Industries,BIOMASS,STEAM,WOOD WASTE,NP15,PGE3,2001-05-29,,,7.5,A
114900,Participating Unit,No,No,PEORIA_1_SOLAR,Sonora 1,1.5,PGAE,Fresh Air Energy IV,SOLAR,PHOTO VOLTAIC,SUN,NP15,PGE2,2013-12-23,,,1.5,A
100,Participating Unit,No,Yes,KERNRG_1_UNITS,South Belridge Cogen Facility,55.2,PGAE,AERA ENERGY LLC,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,1985-01-01,,,69.6,A
102,Non-Participating,Yes,No,KERNRG_1_UNITS,SOUTH BELRIDGE SECT. 32 UNIT 2,,PGAE,AERA ENERGY LLC,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,1985-01-01,,,20.0,A
103,Non-Participating,Yes,No,KERNRG_1_UNITS,SOUTH BELRIDGE SECT. 32 UNIT 3,,PGAE,AERA ENERGY LLC,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,1986-01-01,,,20.0,A
101,Non-Participating,Yes,No,KERNRG_1_UNITS,SOUTH BELRIDGE SECT. 32 UNIT 1,,PGAE,AERA ENERGY LLC,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,1985-01-01,,,20.0,A
202,Non-Participating,Yes,No,KERNRG_1_UNITS,LOST HILLS SECT. 13 UNIT 5,,PGAE,AERA ENERGY LLC,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,1985-01-01,,,3.2,A
203,Non-Participating,Yes,No,KERNRG_1_UNITS,LOST HILLS SECT. 13 UNIT 6,,PGAE,AERA ENERGY LLC,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,1985-01-01,,,3.2,A
201,Non-Participating,Yes,No,KERNRG_1_UNITS,LOST HILLS SECT. 13 UNIT 4,,PGAE,AERA ENERGY LLC,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,1985-01-01,,,3.2,A
123800,Participating Unit,No,No,SKERN_6_SOLAR1,South Kern Solar PV Plant,20.0,PGAE,"Algonquin SKIC 20 Solar, LLC",SOLAR,PHOTO VOLTAIC,SUN,ZP26,PGE3,2015-04-07,,,20.0,A
31000,Participating Unit,No,No,SPAULD_6_UNIT 3,Spaulding Unit 3,6.5,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1928-01-01,,South Yuba,6.5,A
31200,Participating Unit,No,Yes,SPICER_1_UNITS,Spicer Hydro Aggregate,6.0,PGAE,NCPA (MSS Agreement - S14),HYDRO,HYDRO,WATER,NP15,NCP1,1990-01-01,,,6.0,A
31201,Non-Participating,No,No,SPICER_1_UNIT 1,SPICER HYDRO UNIT 1,2.8,PGAE,NCPA (MSS Agreement - S14),HYDRO,HYDRO,WATER,NP15,NCP1,1990-01-01,Run-of-River Facility,,2.8,A
31202,Non-Participating,No,No,SPICER_1_UNIT 2,SPICER HYDRO UNIT 2,2.8,PGAE,NCPA (MSS Agreement - S14),HYDRO,HYDRO,WATER,NP15,NCP1,1990-01-01,Run-of-River Facility,,2.8,A
31203,Non-Participating,No,No,SPICER_1_UNIT 3,SPICER HYDRO UNIT 3,0.5,PGAE,NCPA (MSS Agreement - S14),HYDRO,HYDRO,WATER,NP15,NCP1,1990-01-01,Induction Generator. Run-of-River. Seldom Run.,,0.5,A
31300,Participating Unit,No,No,SPRGAP_1_UNIT 1,Spring Gap Unit 1,7.0,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1921-01-01,,,7.0,A
80700,Participating Unit,No,Yes,RVSIDE_6_SPRING,Springs Generation Project,36.0,SCE,City of Riverside (MSSA),PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,2002-06-13,,,38.0,A
80701,Non-Participating,No,No,RVSIDE_7_SPRGU1,Springs Generation Project Unit 1,11.0,SCE,City of Riverside (MSSA),PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,2002-06-03,,,9.5,A
80702,Non-Participating,No,No,RVSIDE_7_SPRGU2,Springs Generation Project Unit 2,11.0,SCE,City of Riverside (MSSA),PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,2002-06-06,,,9.5,A
80703,Non-Participating,No,No,RVSIDE_7_SPRGU3,Springs Generation Project Unit 3,11.0,SCE,City of Riverside (MSSA),PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,2002-06-06,,,9.5,A
80704,Non-Participating,No,No,RVSIDE_7_SPRGU4,Springs Generation Project Unit 4,11.0,SCE,City of Riverside (MSSA),PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,2002-06-13,,,9.5,A
67504,Participating Unit,Yes,No,SNCLRA_2_SPRHYD,Springville Hydroelectric Generator,1.0,SCE,Calleguas MWD,HYDRO,HYDRO,WATER,SP15,SCE1,1994-03-17,QF Conversion 4/19/2016. Formerly SCE QF 4152,,1.0,A
31400,Participating Unit,No,No,STANIS_7_UNIT 1,Stanislaus Unit 1,91.0,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1963-01-01,,Stanislaus River,91.0,A
63400,Participating Unit,No,No,COGNAT_1_UNIT,Stockton Biomas,48.0,PGAE,"DTE Stockton, LLC",BIOMASS,STEAM,WOOD WASTE,NP15,PGE3,2014-02-12,,,50.0,A
31500,Participating Unit,No,Yes,ELKCRK_6_STONYG,Stony Gorge Hydro,4.9,PGAE,City of Santa Clara DBA Silicon Valley Power,HYDRO,HYDRO,WATER,NP15,PGE3,1986-01-01,,,4.9,A
31502,Non-Participating,No,No,ELKCRK_6_STONYG,Stoney Gorge Unit 2,,PGAE,City of Santa Clara DBA Silicon Valley Power,HYDRO,HYDRO,WATER,NP15,PGE3,1986-01-01,,,2.45,A
