ISO Index,Classification,QF,Aggregate,Resource_ID,Name_Description,NetCap,PTO Area,Owner or QF ID,Fuel Type,Unit Type,ISO Classification,Zone,Demand Zone,Operating Date,River System,Nameplate Capacity,Status - A=Active; C - Contracted outside CAISO,Capacity Factor,Average Heat Rate
18900,Participating Unit,No,Yes,VESTAL_2_KERN,KERN RIVER PH 3 (AGGREGATE),36.8,SCE,SCE,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1907,,36.8,A,,
58703,Participating Unit,No,No,MIRLOM_7_MWDLKM,LAKE MATHEWS HYDRO RECOVERY PLANT,5,SCE,Metropolitan Water District,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1980,,4.9,A,,
20300,Participating Unit,No,Yes,CONTRL_1_LUNDY,LUNDY HYDRO PLANT (AGGREGATE),3,SCE,SCE,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1911,,3,A,,
20500,Participating Unit,No,No,BIGCRK_7_MAMRES,Mammoth Pool Reservoir FWG,1.25,SCE,SCE,WATER,HYDRO,HYDRO,SP15,SCE1,,,0.94,A,,
21500,Participating Unit,No,Yes,SBERDO_6_MILLCK,MILL CREEK HYDRO PROJECT (AGGREGATE),3.93,SCE,SCE,WATER,HYDRO,HYDRO,SP15,SCE1,,,3.61,A,,
21900,Participating Unit,No,Yes,MOJAVE_1_SIPHON,MOJAVE SIPHON PH (AGGREGATE),12.58,SCE,CDWR,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1996,,34.5,A,,
40704,Participating Unit,No,No,MIRLOM_2_CORONA,MWD Corona Hydroelectric Recovery Plant,2.85,SCE,MWD,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1987,,2.85,A,,
61603,Participating Unit,No,No,OLINDA_2_COYCRK,MWD Coyote Creek Hydroelectric Recovery Plant,3.13,SCE,MWD,WATER,HYDRO,HYDRO,SP15,SCE1,2/21/1979,,3.13,A,,
73204,Participating Unit,No,No,VALLEY_5_PERRIS,MWD Perris Hydroelectric Recovery Plant,7.94,SCE,MWD,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1983,,7.94,A,,
73205,Participating Unit,No,No,VALLEY_5_REDMTN,MWD Red Mountain Hydroelectric Recovery Plant,5.9,SCE,MWD,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1985,,5.9,A,,
56504,Participating Unit,No,No,CENTER_2_RHONDO,MWD Rio Hondo Hydroelectric Recovery Plant,1.91,SCE,MWD,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1984,,1.91,A,,
40705,Participating Unit,No,No,MIRLOM_2_TEMESC,MWD Temescal Hydroelectric Recovery Plant,2.85,SCE,MWD,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1987,,2.85,A,,
61604,Participating Unit,No,No,VILLPK_2_VALLYV,MWD Valley View Hydroelectric Recovery Plant,4.1,SCE,MWD,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1985,,4.1,A,,
61600,Participating Unit,Yes,Yes,OLINDA_2_QF,OLINDA AREA LUMPED UNITS,13.3,SCE,VARIOUS,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1984,,13.3,A,,
24000,Participating Unit,No,Yes,PADUA_2_ONTARO,ONTARIO/SIERRA HYDRO PROJECT (AGGREGATE),1.92,SCE,SCE,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1902,,1.97,A,,
62200,Participating Unit,Yes,Yes,PADUA_6_QF,PADUA AREA LUMPED UNITS,30.1,SCE,VARIOUS,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1984,,29,A,,
26900,Participating Unit,No,No,CONTRL_1_POOLE,Poole Unit 1,10.9,SCE,SCE,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1924,,10.9,A,,
64500,Participating Unit,Yes,Yes,RECTOR_2_QF,RECTOR AREA LUMPED UNITS,19.5,SCE,VARIOUS,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1984,,19.53,A,,
28500,Participating Unit,No,Yes,CONTRL_1_RUSHCK,RUSH CREEK PLANT (AGGREGATE),11.94,SCE,SCE,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1916,,11.5,A,,
58704,Participating Unit,No,No,PADUA_6_MWDSDM,SAN DIMAS HYDRO RECOVERY PLANT,9.9,SCE,Metropolitan Water Districe,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1981,,9.9,A,,
62207,Participating Unit,Yes,No,PADUA_7_SDIMAS,SAN DIMAS WASH HYDRO,1.05,SCE,SAN GABRIEL VALLEY MWD (formerly QFID 4011),WATER,HYDRO,HYDRO,SP15,SCE1,1/28/1986,,1.05,A,,
29100,Participating Unit,No,Yes,SBERDO_2_SNTANA,SANTA ANA RIVER PROJECT (AGGREGATE),6.95,SCE,SCE,WATER,HYDRO,HYDRO,SP15,SCE1,,,6.95,A,,
68000,Participating Unit,Yes,Yes,SAUGUS_6_QF,SAUGUS AREA LUMPED UNITS,8.9,SCE,VARIOUS,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1987,,9.33,A,,
67504,Participating Unit,Yes,No,SNCLRA_2_SPRHYD,Springville Hydroelectric Generator,1,SCE,Calleguas MWD,WATER,HYDRO,HYDRO,SP15,SCE1,3/17/1994,,1,A,,
32500,Participating Unit,No,Yes,SPRGVL_2_TULE,TULE PH (PG&E),6.4,SCE,PG&E,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1914,Tule,6.4,A,,
32600,Participating Unit,No,Yes,SPRGVL_2_TULESC,TULE PH (SCE),2.5,SCE,SCE,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1909,,2.52,A,,
58800,Participating Unit,Yes,No,LACIEN_2_VENICE,Venice Hydroelectric Recovery Plant,9.95,SCE,The Metropolitan Water District of Southern California,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1982,,10.14,A,,
73300,Participating Unit,Yes,Yes,VESTAL_6_QF,VESTAL AREA LUMPED UNITS,18.6,SCE,VARIOUS,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1989,,12.3,A,,
33100,Participating Unit,No,Yes,WARNE_2_UNIT,WARNE PH (AGGREGATE),76,SCE,CDWR,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1982,,78.2,A,,
44609,Participating Unit,Yes,No,GARNET_2_HYDRO,Whitewater Hydro,1.1,SCE,Desert Water Agency,WATER,HYDRO,HYDRO,SP15,SCE1,4/11/1986,,1,A,,
58705,Participating Unit,No,No,VILLPK_6_MWDYOR,YORBA LINDA HYDRO RECOVERY PLANT,5.1,SCE,Metropolitan Water Districe,WATER,HYDRO,HYDRO,SP15,SCE1,1/1/1981,,5.1,A,,
8000,Participating Unit,No,Yes,DMDVLY_1_UNITS,DIAMOND VALLEY P-G PLANT (AGGREGATE),21,SCE,MWD,WATER,PUMPED STORAGE,HYDRO,SP15,SCE1,1/1/2001,,39.6,A,,
2920,Participating Unit,No,No,EASTWD_7_UNIT,EASTWOOD PUMP-GEN,200,SCE,SCE,WATER,PUMPED STORAGE,HYDRO,SP15,SCE1,1/1/1987,,199,A,,
64900,Participating Unit,Yes,Yes,RHONDO_2_QF,RHONDO AREA LUMPED UNITS,5.1,SCE,VARIOUS,WATER,,VARIOUS,SP15,SCE1,1/1/1987,,5.12,A,,
69600,Participating Unit,Yes,Yes,SPRGVL_2_QF,SPRINGVILLE AREA LUMPED UNITS,2.3,SCE,VARIOUS,WATER,,VARIOUS,SP15,SCE1,1/1/1909,,2.28,A,,
107200,Participating Unit,Yes,No,ALT6DN_2_WIND7,Alta 2012 Alta Wind 7,168,SCE,"Alta Wind VII, LLC",WIND,WIND,WIND,SP15,SCE1,1/1/2013,,168,A,,
117300,Participating Unit,No,No,ALTA6E_2_WIND10,Alta Wind 10,138,SCE,"Alta Interconnection Management III, LLC",WIND,WIND,WIND,SP15,SCE1,,,138,A,,
117400,Participating Unit,No,No,ALTA6B_2_WIND11,Alta Wind 11,90,SCE,"Alta Interconnection Management III, LLC",WIND,WIND,WIND,SP15,SCE1,,,90,A,,
132600,Participating Unit,Yes,No,ALTWD_1_QF,Altwind,47,SCE,Difwind Farms Limited I,WIND,WIND,WIND,SP15,SCE1,12/18/1985,,47.08,A,,
35300,Participating Unit,Yes,Yes,ANTLPE_2_QF,ANTELOPE VALLEY AREA LUMPED UNITS,206.5,SCE,Southern California Edison,WIND,WIND,WIND,SP15,SCE1,1/1/1982,,206.5,A,,
134200,Participating Unit,No,No,DTCHWD_2_BT3WND,Brookfield Tehachapi 3,4.5,SCE,Coram Energy LLC,WIND,WIND,WIND,SP15,SCE1,4/22/1986,,4.5,A,,
134300,Participating Unit,No,No,DTCHWD_2_BT4WND,Brookfield Tehachapi 4,6.52,SCE,"Coram Tehachapi, L.P.",WIND,WIND,WIND,SP15,SCE1,4/22/1986,,7.1,A,,
4100,Participating Unit,No,No,CABZON_1_WINDA1,Cabazon Wind Project,41,SCE,"Cabazon Wind Partners, LLC",WIND,WIND,WIND,SP15,SCE1,8/31/2002,,41,A,,
132700,Participating Unit,No,No,ENWIND_2_WIND1,Cameron Ridge,47.1,SCE,"Cameron Ridge, LLC",WIND,WIND,WIND,SP15,SCE1,12/10/2014,,47.12,A,,
131500,Participating Unit,No,No,FLOWD_2_WIND1,Cameron Ridge 2,11.9,SCE,"Cameron Ridge II, LLC",WIND,WIND,WIND,SP15,SCE1,1/15/2016,,11.9,A,,
35311,Participating Unit,Yes,No,MIDWD_7_CORAMB,CELLC 7.5 MW Tehachapi Project,7.5,SCE,"Coram Energy, LLC",WIND,WIND,WIND,SP15,SCE1,12/1/1983,,7.5,A,,
103900,Participating Unit,No,Yes,BRODIE_2_WIND,Coram Brodie Wind Project,102,SCE,"Coram California Development, L.P.",WIND,WIND,WIND,SP15,SCE1,3/29/2012,,102,A,,
35309,Participating Unit,Yes,No,MIDWD_2_WIND2,Coram Energy,3,SCE,"Coram Energy, LLC",WIND,WIND,WIND,SP15,SCE1,12/6/1985,,3,A,,
100900,Participating Unit,No,No,ALTA3A_2_CPCE4,CPC East - Alta Wind IV,102,SCE,"Alta Wind IV, LLC",WIND,WIND,WIND,SP15,SCE1,3/12/2011,,102,A,,
101300,Participating Unit,No,No,ALTA3A_2_CPCE5,CPC East - Alta Wind V,168,SCE,"Alta Wind V, LLC",WIND,WIND,WIND,SP15,SCE1,4/21/2011,,168,A,,
103600,Participating Unit,No,No,ALTA3A_2_CPCE8,CPC East - Alta Wind VIII,150,SCE,"Alta Wind VIII, LLC",WIND,WIND,WIND,SP15,SCE1,2/1/2012,,150,A,,
107300,Participating Unit,No,No,ALT6DS_2_WIND9,CPC East Alta Wind IX,132,SCE,"Alta Wind IX, LLC",WIND,WIND,WIND,SP15,SCE1,1/1/2013,,132,A,,
104500,Participating Unit,No,No,ALTA4B_2_CPCW6,CPC West - Alta Wind 6,150,SCE,"Alta Wind VI, LLC",WIND,WIND,WIND,SP15,SCE1,5/9/2012,,150,A,,
100400,Participating Unit,No,No,ALTA4A_2_CPCW1,CPC West - Alta Wind I,150,SCE,"Alta Wind I, LLC",WIND,WIND,WIND,SP15,SCE1,12/29/2010,,150,A,,
100500,Participating Unit,No,No,ALTA4B_2_CPCW2,CPC West - Alta Wind II,150,SCE,"Alta Wind II, LLC",WIND,WIND,WIND,SP15,SCE1,12/29/2010,,150,A,,
100700,Participating Unit,No,No,ALTA4B_2_CPCW3,CPC West - Alta Wind III,150,SCE,"Alta Interconnection Management, LLC",WIND,WIND,WIND,SP15,SCE1,2/12/2011,,150,A,,
44600,Participating Unit,Yes,Yes,DEVERS_1_QF,DEVERS AREA LUMPED UNITS,155,SCE,Southern California Edison,WIND,WIND,WIND,SP15,SCE1,1/1/1983,,155,A,,
96600,Participating Unit,No,No,TIFFNY_1_DILLON,Dillon 1 Wind Project,45,SCE,Dillon Wind LLC,WIND,WIND,WIND,SP15,SCE1,4/18/2008,,45,A,,
44616,Participating Unit,Yes,No,GARNET_2_WIND5,Eastwind,3,SCE,"Yavi Energy, LLC",WIND,WIND,WIND,SP15,SCE1,1/7/1985,,3,A,,
127700,Participating Unit,No,Yes,CAPWD_1_QF,Edom Hills Wind Farm,19.55,SCE,"Edom Hills Project 1, LLC",WIND,WIND,WIND,SP15,SCE1,3/15/1985,,20,A,,
44604,Participating Unit,No,No,TRNSWD_1_QF,FPL Energy C Wind,38.97,SCE,"FPL Energy Cabazon Wind, LLC",WIND,WIND,WIND,SP15,SCE1,12/3/1984,,39,A,,
97500,Participating Unit,No,No,GARNET_1_WIND,GARNET WIND ENERGY CENTER,6.5,SCE,GARNET ENERGY CORPORATION,WIND,WIND,WIND,SP15,SCE1,6/2/2009,,6.5,A,,
122700,Participating Unit,No,No,GARNET_1_WINDS,Garnet Winds Aggregation,22.5,SCE,"Windpower Partners 1993, L.P.",WIND,WIND,WIND,SP15,SCE1,2/21/2011,,22.5,A,,
90500,Participating Unit,Yes,Yes,GARNET_1_UNITS,GREEN POWER WIND FACILITY (Aggregate),16.5,SCE,"FPL Energy Green Power Wind, LLC",WIND,WIND,WIND,SP15,SCE1,7/1/1975,,16.5,A,,
126400,Participating Unit,No,No,GARNET_2_WIND2,Karen Avenue Wind Farm,11.7,SCE,Energy Development & Construction Corp.,WIND,WIND,WIND,SP15,SCE1,8/1/2015,,11.7,A,,
107000,Participating Unit,No,No,MANZNA_2_WIND,Manzana Wind,189,SCE,Manzana Wind,WIND,WIND,WIND,SP15,SCE1,12/20/2012,,189,A,,
22900,Participating Unit,No,No,MTWIND_1_UNIT 1,Mountain View I,44.4,SCE,"Mountain View Power Partners, L.L.C.",WIND,WIND,WIND,SP15,SCE1,3/24/2001,,44.4,A,,
23000,Participating Unit,No,No,MTWIND_1_UNIT 2,Mountain View II,22.2,SCE,"Mountain View Power Partners, L.L.C.",WIND,WIND,WIND,SP15,SCE1,9/17/2001,,22.2,A,,
89100,Participating Unit,No,No,MTWIND_1_UNIT 3,Mountain View III,22.44,SCE,Mountain View III Power Partners,WIND,WIND,WIND,SP15,SCE1,12/15/2003,,22.44,A,,
104600,Participating Unit,No,No,BLAST_1_WIND,Mountain View IV Wind,49,SCE,"Mountain View Power Partners IV, LLC",WIND,WIND,WIND,SP15,SCE1,2/23/2012,,49,A,,
106500,Participating Unit,No,No,JAWBNE_2_NSRWND,North Sky River Wind Project,160,SCE,"North Sky River Energy, LLC",WIND,WIND,WIND,SP15,SCE1,12/7/2012,,162,A,,
91000,Participating Unit,No,No,VINCNT_2_WESTWD,OASIS POWER PLANT,60,SCE,"OASIS POWER PARTNERS, LLC",WIND,WIND,WIND,SP15,SCE1,3/31/2005,,60,A,,
24400,Participating Unit,No,No,PWEST_1_UNIT,PACIFIC WEST I,2.1,SCE,"Phoenix Wind Power, LLC",WIND,WIND,WIND,SP15,SCE1,,,2.1,A,,
44617,Participating Unit,Yes,No,VENWD_1_WIND3,Painted Hills Wind Park,19.04,SCE,Painted Hills Wind Developers,WIND,WIND,WIND,SP15,SCE1,12/1/1985,,19.05,A,,
122500,Participating Unit,Yes,No,GARNET_2_WIND1,Phoenix,11.2,SCE,"San Gorgonio Westwinds II, LLC",WIND,WIND,WIND,SP15,SDG1,1/26/2015,,11.78,A,,
35315,Participating Unit,Yes,No,ENWIND_2_WIND2,Ridgetop 1,65,SCE,"Ridgetop Energy, LLC",WIND,WIND,WIND,SP15,SCE1,12/31/1983,,65,A,,
122100,Participating Unit,No,No,RTREE_2_WIND1,Rising Tree 1,79.2,SCE,Rising Tree Wind Farm LLC,WIND,WIND,WIND,SP15,SCE1,1/12/2015,,79.2,A,,
122200,Participating Unit,No,No,RTREE_2_WIND2,Rising Tree 2,19.8,SCE,Rising Tree Wind Farm II LLC,WIND,WIND,WIND,SP15,SCE1,1/12/2015,,19.8,A,,
125900,Participating Unit,No,No,RTREE_2_WIND3,Rising Tree 3,99,SCE,Rising Tree Wind Farm III LLC,WIND,WIND,WIND,SP15,SCE1,6/25/2015,,99,A,,
44622,Participating Unit,Yes,No,GARNET_2_WIND3,San Gorgonio East,12.67,SCE,"San Gorgonio Westwinds II, LLC",WIND,WIND,WIND,SP15,SCE1,12/1/1985,,12.6,A,,
117200,Participating Unit,Yes,No,JAWBNE_2_SRWND,Sky River,77,SCE,"Sky River, LLC",WIND,WIND,WIND,SP15,SCE1,12/11/2012,,77.5,A,,
73600,Participating Unit,Yes,Yes,VINCNT_2_QF,VINCENT AREA LUMPED UNITS,238.9,SCE,Southern California Edison,WIND,WIND,WIND,SP15,SCE1,1/1/1985,,238.9,A,,
33500,Participating Unit,No,No,WHTWTR_1_WINDA1,Whitewater Hill Wind Project,61.5,SCE,"Whitewater Hill Wind Partners, LLC",WIND,WIND,WIND,SP15,SCE1,8/31/2002,,61.5,A,,
35303,Participating Unit,No,No,ARBWD_6_QF,Wind Resource II,19.95,SCE,"CalWind Resources, Incorporated",WIND,WIND,WIND,SP15,SCE1,3/29/1991,,20,A,,
73613,Participating Unit,Yes,No,TEHAPI_2_WIND1,Wind Wall Monolith 1,16.9,SCE,"AES Tehachapi Wind, LLC",WIND,WIND,WIND,SP15,SCE1,11/13/1985,,17,A,,
73614,Participating Unit,Yes,No,TEHAPI_2_WIND2,Wind Wall Monolith 2,21.68,SCE,"AES Tehachapi Wind, LLC",WIND,WIND,WIND,SP15,SCE1,12/5/1986,,22.5,A,,
118600,Participating Unit,Yes,No,MIDWD_6_WNDLND,Windland Refresh I,7.45,SCE,"Windland Refresh, LLC",WIND,WIND,WIND,SP15,SCE1,6/3/2014,,7.46,A,,
134400,Participating Unit,No,No,VENWD_1_WIND1,Windpark Unlimited 1,9.43,SCE,"Energy Unlimited PH, Inc.",WIND,WIND,WIND,SP15,SCE1,12/31/1985,,9.44,A,,
134500,Participating Unit,No,No,VENWD_1_WIND2,Windpark Unlimited 2,16.05,SCE,"Energy Unlimited PH, Inc.",WIND,WIND,WIND,SP15,SCE1,12/31/1985,,16.06,A,,
104000,Participating Unit,No,Yes,WNDSTR_2_WIND,Windstar I,120,SCE,"Windstar Energy, LLC",WIND,WIND,WIND,SP15,SCE1,1/28/2012,,120,A,,
35325,Participating Unit,Yes,No,NZWIND_6_WDSTR,Windstream 39,6.2,SCE,"Windstream Operations, LLC",WIND,WIND,WIND,SP15,SCE1,2/1/1984,,6.24,A,,
35326,Participating Unit,Yes,No,NZWIND_6_WDSTR2,Windstream 40,6.9,SCE,"Windstream Operations, LLC",WIND,WIND,WIND,SP15,SCE1,9/1/1984,,6.93,A,,
35327,Participating Unit,Yes,No,NZWIND_6_WDSTR3,Windstream 41,6,SCE,"Windstream Operations, LLC",WIND,WIND,WIND,SP15,SCE1,12/1/1984,,6.02,A,,
35328,Participating Unit,Yes,No,NZWIND_6_WDSTR4,Windstream 6042,6.77,SCE,"Windstream Operations, LLC",WIND,WIND,WIND,SP15,SCE1,10/17/1985,,6.77,A,,
35324,Participating Unit,Yes,No,NZWIND_2_WDSTR5,Windstream 6111,6.31,SCE,"Windstream Operations, LLC",WIND,WIND,WIND,SP15,SCE1,1/24/1986,,6.5,A,,
44620,Participating Unit,No,No,GARNET_2_WIND4,Windustries,9.8,SCE,"San Gorgonio Westwinds II - Windustries, LLC",WIND,WIND,WIND,SP15,SCE1,11/24/1985,,9.8,A,,
89200,Participating Unit,No,No,BUCKWD_7_WINTCV,WINTEC V FACILITY,1.32,SCE,"Wintec Energy, Ltd.",WIND,WIND,WIND,SP15,SCE1,12/30/2003,,1.32,A,,
107100,Participating Unit,No,No,GARNET_1_WT3WND,"WKN Wagner, LLC",6,SCE,"Wagner Wind, LLC",WIND,WIND,WIND,SP15,SCE1,12/24/2012,,6,A,,
117100,Participating Unit,Yes,No,OAKWD_6_ZEPHWD,Zephyr Park,3.5,SCE,"Oak Creek Wind Power, LLC",WIND,WIND,WIND,SP15,SCE1,2/7/2014,,4.2,A,,
7500,Participating Unit,No,Yes,PANDOL_6_UNIT,"Covanta Delano, Inc.",49,SCE,"Covanta Delano, Inc.",WOOD WASTE,STEAM,BIOMASS,SP15,SCE1,1/1/1990,,58,A,0.603,
36300,Participating Unit,Yes,Yes,BARRE_2_QF,BARRE AREA LUMPED UNITS,0.2,SCE,VARIOUS,,,VARIOUS,SP15,SCE1,1/1/1994,,0.37,A,,
73800,Participating Unit,Yes,Yes,VISTA_6_QF,VISTA AREA LUMPED UNITS,0.6,SCE,VARIOUS,,,VARIOUS,SP15,SCE1,1/1/1983,,0.46,A,,
13700,Participating Unit,No,No,CSCGNR_1_UNIT 1,Gianera GT 1,24.75,PGAE,City of Santa Clara DBA Silicon Valley Power,NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,CSC1,1/1/1987,,24.75,A,,32.75949367
13800,Participating Unit,No,No,CSCGNR_1_UNIT 2,Gianera GT 2,24.75,PGAE,City of Santa Clara DBA Silicon Valley Power,NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,CSC1,1/1/1986,,24.75,A,,32.75949367
32000,Participating Unit,No,Yes,SUTTER_2_PL1X3,SUTTER POWER PLANT AGGREGATE,525,PGAE,"Calpine Construction Finance Company, L.P.",NATURAL GAS,COMBINED CYCLE,PSEUDO TIE,NP15,PGE3,5/4/2001,,572,C,,24.45833333
67600,Participating Unit,No,Yes,CSCCOG_1_UNIT 1,SANTA CLARA COGEN,7,PGAE,City of Santa Clara DBA Silicon Valley Power,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,NP15,CSC1,1/1/1981,,7,A,,20.32924971
61900,Participating Unit,No,No,OROVIL_6_UNIT,OROVILLE COGEN,7.5,PGAE,"Oroville Cogeneration, LP",NATURAL GAS,COMBUSTION TURBINE,COGENERATION,NP15,PGE3,12/18/1989,,7.5,A,,17.26745022
19700,Participating Unit,No,No,LODI25_2_UNIT 1,LODI GAS TURBINE,25.3,PGAE,NCPA (MSS Agreement - S14),NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,NCP1,1/1/1986,,25.4,A,,15.85352336
32400,Participating Unit,Yes,No,UNCHEM_1_UNIT,CONTRA COSTA CARBON PLANT,19,PGAE,ConocoPhillips Co. (formerly Tosco),PETROLEUM COKE,STEAM,COGENERATION,NP15,PGE3,1/1/1983,,20,A,,14.68
26400,Participating Unit,No,No,PITTSP_7_UNIT 5,Pittsburg Unit 5,312,PGAE,Mirant,NATURAL GAS,STEAM,THERMAL,NP15,PGE3,1/1/1960,,320,A,,13.96515008
26500,Participating Unit,No,No,PITTSP_7_UNIT 6,Pittsburg Unit 6,317,PGAE,Mirant,NATURAL GAS,STEAM,THERMAL,NP15,PGE3,1/1/1961,,325,A,,13.96515008
26600,Participating Unit,No,No,PITTSP_7_UNIT 7,Pittsburg Unit 7,530,PGAE,Mirant,NATURAL GAS,STEAM,THERMAL,NP15,PGE3,1/1/1972,,712,A,,13.96515008
95800,Participating Unit,No,Yes,PALALT_7_COBUG,Cooperatively Owned Back Up Generator,4.5,PGAE,NCPA (MSS Agreement - S14),NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,NCP1,10/15/2007,,4.8,A,,13.8123968
13900,Participating Unit,No,No,GILRPP_1_PL3X4,Gilroy Energy Center Unit 3,46.2,PGAE,CALPINE,NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,PGE3,2/28/2002,,49.9,A,,13.8123968
14000,Participating Unit,No,Yes,GILRPP_1_PL1X2,GILROY ENERGY CENTER UNITS 1 & 2 (AGGREGATE),95.4,PGAE,CALPINE,NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,PGE3,1/29/2002,,99.8,A,,13.8123968
14400,Participating Unit,No,Yes,GWFPWR_1_UNITS,GWF HEP PEAKER PLANT (AGGREGATE),98.46,PGAE,"GWF Energy, LLC",NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,PGE3,8/27/2001,,96,A,,13.8123968
82700,Participating Unit,No,Yes,LECEF_1_UNITS,LOS ESTEROS ENERGY FACILITY (AGGREGATE),294,PGAE,Calpine,NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,PGE3,7/31/2013,,319.6,A,,13.8123968
32800,Participating Unit,No,No,VACADX_1_UNITA1,Vaca Dixon Peaker Plant,50.61,PGAE,"CalPeak Power - Vaca Dixon, LLC",NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,PGE3,6/21/2002,,48.49,A,,13.8123968
24600,Participating Unit,No,Yes,PNOCHE_1_PL1X2,WELLHEAD - PANOCHE PEAKER,49.97,PGAE,Wellhead Power Panoche,NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,PGE3,6/14/2005,,49.35,A,,13.8123968
400,Participating Unit,No,No,ALMEGT_1_UNIT 1,Alameda GT Unit 1,23.8,PGAE,NCPA (MSS Agreement - S14),NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,NCP1,1/1/1986,,25.4,A,,13.39780787
500,Participating Unit,No,No,ALMEGT_1_UNIT 2,Alameda GT Unit 2,25.4,PGAE,NCPA (MSS Agreement - S14),NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,NCP1,1/1/1986,,25.4,A,,13.39780787
93200,Participating Unit,Yes,Yes,FELLOW_7_QFUNTS,FELLOW QF UNIT AGGREGATE,10.5,PGAE,Pacific Gas & Electric Company,NATURAL GAS,VARIOUS,THERMAL,ZP26,PGE4,6/1/2006,,17.25,A,,12.99839663
34000,Participating Unit,No,No,YUBACT_6_UNITA1,Yuba City Energy Center,46,PGAE,"Yuba City Energy Center, LLC",NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,PGE3,7/26/2002,,49.9,A,,12.75305614
22500,Participating Unit,No,No,MOSSLD_7_UNIT 6,Moss Landing 6,754,PGAE,"Dynegy Moss Landing, LLC",NATURAL GAS,STEAM,THERMAL,NP15,PGE3,1/1/1967,,702,A,,11.62
22600,Participating Unit,No,No,MOSSLD_7_UNIT 7,Moss Landing 7,755,PGAE,"Dynegy Moss Landing, LLC",NATURAL GAS,STEAM,THERMAL,NP15,PGE3,1/1/1968,,702,A,,11.62
7600,Participating Unit,No,Yes,DELTA_2_PL1X4,DELTA ENERGY CENTER (AGGREGATE),880,PGAE,"Delta Energy Center, LLC",NATURAL GAS,COMBINED CYCLE,THERMAL,NP15,PGE3,6/17/2002,,943.5,A,,11.61122627
81900,Participating Unit,No,No,LMBEPK_2_UNITA3,GOOSE HAVEN ENERGY CENTER,48,PGAE,Goose Haven Energy Center LLC (Calpine),NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,PGE3,1/6/2003,,49.9,A,,11.58009817
82200,Participating Unit,No,No,LMBEPK_2_UNITA1,LAMBIE ENERGY CENTER,48,PGAE,Lambie Energy Center LLC (Calpine),NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,PGE3,1/6/2003,,49.9,A,,11.49390919
112900,Participating Unit,No,Yes,RUSCTY_2_UNITS,Russell City Energy Center,620,PGAE,"Russell City Energy Company, LLC",NATURAL GAS,COMBINED CYCLE,THERMAL,NP15,PGE3,8/8/2013,,600,A,,11.45077034
27500,Participating Unit,No,Yes,REDBLF_6_UNIT,RED BLUFF PEAKER PLANT,44,PGAE,"California Power Holdings, LLC",NATURAL GAS,RECIPROCATING ENGINE,PEAKER,NP15,PGE3,8/11/2001,,44,A,,11.38836979
19800,Participating Unit,No,No,STIGCT_2_LODI,Lodi Steam Injected Gas Turbine,49.9,PGAE,NCPA (MSS Agreement - S14),NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,NCP1,1/1/1996,,51.2,A,,11.38
81700,Participating Unit,No,No,LMBEPK_2_UNITA2,CREED ENERGY CENTER,48,PGAE,Creed Energy Center LLC (Calpine),NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,PGE3,1/6/2003,,49.9,A,,11.37826087
