TSMachine,UnitType,EDMargCostMW,FuelType,BusNum,BusName,ID,Status,MW,Mvar,VoltSet,AGC,AVR,MWMin,MWMax,MvarMin,MvarMax,CostModel,PartFact
GENROU,GT (Gas Turbine),16.54,NG (Natural Gas),7359,THOMPSONS 13,1,Closed,224.57,86.67,1.04,YES,YES,67.56,225.2,-25,114.63,Cubic,225.2
GENROU,GT (Gas Turbine),16.54,NG (Natural Gas),7360,THOMPSONS 14,1,Closed,224.57,52.95,1.04,YES,YES,67.56,225.2,-25,114.63,Cubic,225.2
GENROU,GT (Gas Turbine),15.68,NG (Natural Gas),7361,THOMPSONS 15,1,Closed,102.41,32.4,1.04,YES,YES,30.81,102.7,-11.4,52.27,Cubic,102.7
GENROU,GT (Gas Turbine),15.71,NG (Natural Gas),7369,CHANNELVIEW 1 3,1,Closed,106.97,32.85,1.04,YES,YES,32.18,107.27,-11.91,54.6,Cubic,107.27
GENROU,GT (Gas Turbine),15.71,NG (Natural Gas),7370,CHANNELVIEW 1 4,1,Closed,106.97,26.39,1.04,YES,YES,32.18,107.27,-11.91,54.6,Cubic,107.27
GENROU,GT (Gas Turbine),15.71,NG (Natural Gas),7371,CHANNELVIEW 1 5,1,Closed,106.97,31.59,1.04,YES,YES,32.18,107.27,-11.91,54.6,Cubic,107.27
GENROU,GT (Gas Turbine),15.71,NG (Natural Gas),7372,CHANNELVIEW 1 6,1,Closed,106.97,33.74,1.04,YES,YES,32.18,107.27,-11.91,54.6,Cubic,107.27
GENROU,GT (Gas Turbine),15.71,NG (Natural Gas),7373,CHANNELVIEW 1 7,1,Closed,106.97,54.6,1.04,YES,YES,32.18,107.27,-11.91,54.6,Cubic,107.27
GENROU,GT (Gas Turbine),15.71,NG (Natural Gas),7374,CHANNELVIEW 1 8,1,Closed,106.97,41.49,1.04,YES,YES,32.18,107.27,-11.91,54.6,Cubic,107.27
GENROU,GT (Gas Turbine),16.25,NG (Natural Gas),7375,CHANNELVIEW 1 9,1,Closed,183.15,40.55,1.04,YES,YES,55.1,183.66,-20.39,93.48,Cubic,183.66
GENROU,GT (Gas Turbine),16.25,NG (Natural Gas),7376,CHANNELVIEW 1 10,1,Closed,183.15,44.01,1.04,YES,YES,55.1,183.66,-20.39,93.48,Cubic,183.66
GENROU,GT (Gas Turbine),16.25,NG (Natural Gas),7377,CHANNELVIEW 1 11,1,Closed,183.15,56.14,1.04,YES,YES,55.1,183.66,-20.39,93.48,Cubic,183.66
GENROU,GT (Gas Turbine),16.25,NG (Natural Gas),7378,CHANNELVIEW 1 12,1,Closed,183.15,45.67,1.04,YES,YES,55.1,183.66,-20.39,93.48,Cubic,183.66
GENROU,GT (Gas Turbine),16.25,NG (Natural Gas),7379,CHANNELVIEW 1 13,1,Closed,183.15,49.27,1.04,YES,YES,55.1,183.66,-20.39,93.48,Cubic,183.66
GENROU,GT (Gas Turbine),18.75,NG (Natural Gas),7389,WILLIS 1 0,1,Closed,541.28,276.29,1.04,YES,YES,162.84,542.8,-60.25,276.29,Cubic,542.8
GENROU,GT (Gas Turbine),15.47,NG (Natural Gas),7400,HOUSTON 6 0,1,Closed,71.8,-7.99,1,YES,YES,21.6,72,-7.99,36.65,Cubic,72
GENROU,GT (Gas Turbine),15.47,NG (Natural Gas),7400,HOUSTON 6 0,2,Closed,71.8,-7.99,1,YES,YES,21.6,72,-7.99,36.65,Cubic,72
GENROU,GT (Gas Turbine),15.47,NG (Natural Gas),7400,HOUSTON 6 0,3,Closed,71.8,-7.99,1,YES,YES,21.6,72,-7.99,36.65,Cubic,72
GENROU,GT (Gas Turbine),15.47,NG (Natural Gas),7400,HOUSTON 6 0,4,Closed,71.8,-7.99,1,YES,YES,21.6,72,-7.99,36.65,Cubic,72
GENROU,GT (Gas Turbine),15.97,NG (Natural Gas),7400,HOUSTON 6 0,5,Closed,143.6,-15.98,1,YES,YES,43.2,144,-15.98,73.3,Cubic,144
GENROU,GT (Gas Turbine),18.08,NG (Natural Gas),7400,HOUSTON 6 0,6,Closed,445.15,-49.55,1,YES,YES,133.92,446.4,-49.55,227.22,Cubic,446.4
GENROU,GT (Gas Turbine),17,NG (Natural Gas),7406,POINT COMFORT 1 0,1,Closed,62.92,32.12,1.04,YES,YES,18.93,63.1,-7,32.12,Cubic,63.1
GENROU,GT (Gas Turbine),18.9,NG (Natural Gas),7406,POINT COMFORT 1 0,2,Closed,309.13,157.79,1.04,YES,YES,93,310,-34.41,157.79,Cubic,310
GENROU,GT (Gas Turbine),17.3,NG (Natural Gas),7414,VICTORIA 1 0,1,Closed,102.11,52.12,1.03,YES,YES,30.72,102.4,-11.37,52.12,Cubic,102.4
GENROU,GT (Gas Turbine),15.58,NG (Natural Gas),7419,LA PORTE 0,1,Closed,87.95,12.12,1,YES,YES,26.46,88.2,-9.79,44.89,Cubic,88.2
GENROU,GT (Gas Turbine),15.58,NG (Natural Gas),7419,LA PORTE 0,2,Closed,87.95,12.12,1,YES,YES,26.46,88.2,-9.79,44.89,Cubic,88.2
GENROU,GT (Gas Turbine),15,NG (Natural Gas),7422,ALVIN 0,1,Closed,2.07,3.46,1.04,YES,YES,2.04,6.8,-0.75,3.46,Cubic,6.8
GENROU,GT (Gas Turbine),15.86,NG (Natural Gas),7422,ALVIN 0,10,Closed,52.33,50.12,1.04,YES,YES,51.66,172.2,-19.11,87.65,Cubic,172.2
GENROU,GT (Gas Turbine),15.86,NG (Natural Gas),7422,ALVIN 0,11,Closed,52.33,50.12,1.04,YES,YES,51.66,172.2,-19.11,87.65,Cubic,172.2
GENROU,GT (Gas Turbine),15.55,NG (Natural Gas),7422,ALVIN 0,2,Closed,34.19,50.12,1.04,YES,YES,33.75,112.5,-12.49,57.26,Cubic,112.5
GENROU,GT (Gas Turbine),15.55,NG (Natural Gas),7422,ALVIN 0,3,Closed,34.19,50.12,1.04,YES,YES,33.75,112.5,-12.49,57.26,Cubic,112.5
GENROU,GT (Gas Turbine),15.55,NG (Natural Gas),7422,ALVIN 0,4,Closed,34.19,50.12,1.04,YES,YES,33.75,112.5,-12.49,57.26,Cubic,112.5
GENROU,GT (Gas Turbine),15.55,NG (Natural Gas),7422,ALVIN 0,5,Closed,34.19,50.12,1.04,YES,YES,33.75,112.5,-12.49,57.26,Cubic,112.5
GENROU,GT (Gas Turbine),15.95,NG (Natural Gas),7422,ALVIN 0,6,Closed,58.07,50.12,1.04,YES,YES,57.33,191.1,-21.21,97.27,Cubic,191.1
GENROU,GT (Gas Turbine),15.86,NG (Natural Gas),7422,ALVIN 0,7,Closed,52.33,50.12,1.04,YES,YES,51.66,172.2,-19.11,87.65,Cubic,172.2
GENROU,GT (Gas Turbine),15.86,NG (Natural Gas),7422,ALVIN 0,8,Closed,52.33,50.12,1.04,YES,YES,51.66,172.2,-19.11,87.65,Cubic,172.2
GENROU,GT (Gas Turbine),15.86,NG (Natural Gas),7422,ALVIN 0,9,Closed,52.33,50.12,1.04,YES,YES,51.66,172.2,-19.11,87.65,Cubic,172.2
GENROU,GT (Gas Turbine),15.49,NG (Natural Gas),7428,FREEPORT 2 0,1,Closed,30.55,27.28,1.04,YES,YES,30.16,100.52,-11.16,51.16,Cubic,100.52
GENROU,GT (Gas Turbine),15.64,NG (Natural Gas),7428,FREEPORT 2 0,10,Closed,39.5,27.28,1.04,YES,YES,39,130,-14.43,66.17,Cubic,130
GENROU,GT (Gas Turbine),15.64,NG (Natural Gas),7428,FREEPORT 2 0,11,Closed,39.5,27.28,1.04,YES,YES,39,130,-14.43,66.17,Cubic,130
GENROU,GT (Gas Turbine),15.49,NG (Natural Gas),7428,FREEPORT 2 0,2,Closed,30.55,27.28,1.04,YES,YES,30.16,100.52,-11.16,51.16,Cubic,100.52
GENROU,GT (Gas Turbine),15.49,NG (Natural Gas),7428,FREEPORT 2 0,3,Closed,30.55,27.28,1.04,YES,YES,30.16,100.52,-11.16,51.16,Cubic,100.52
GENROU,GT (Gas Turbine),15.49,NG (Natural Gas),7428,FREEPORT 2 0,4,Closed,30.55,27.28,1.04,YES,YES,30.16,100.52,-11.16,51.16,Cubic,100.52
GENROU,GT (Gas Turbine),15.49,NG (Natural Gas),7428,FREEPORT 2 0,5,Closed,30.55,27.28,1.04,YES,YES,30.16,100.52,-11.16,51.16,Cubic,100.52
GENROU,GT (Gas Turbine),15.49,NG (Natural Gas),7428,FREEPORT 2 0,6,Closed,30.55,27.28,1.04,YES,YES,30.16,100.52,-11.16,51.16,Cubic,100.52
GENROU,GT (Gas Turbine),15.35,NG (Natural Gas),7428,FREEPORT 2 0,7,Closed,22.79,27.28,1.04,YES,YES,22.5,75,-8.33,38.17,Cubic,75
GENROU,GT (Gas Turbine),0,NG (Natural Gas),7428,FREEPORT 2 0,8,Open,0,0,1.04,YES,YES,24.3,81,-8.99,41.23,Cubic,81
GENROU,GT (Gas Turbine),15.03,NG (Natural Gas),7428,FREEPORT 2 0,9,Closed,3.56,5.96,1.04,YES,YES,3.51,11.7,-1.3,5.96,Cubic,11.7
,PV (Photovoltaic),0,SUN (Solar),8024,LUFKIN 1 1,1,Closed,33,0,1.04,NO,YES,13.2,44,0,0,Cubic,44
GENROU,GT (Gas Turbine),0,NG (Natural Gas),8033,SHIRO 3,1,Open,0,0,1.04,YES,YES,70.48,234.93,-26.08,119.58,Cubic,234.93
GENROU,GT (Gas Turbine),0,NG (Natural Gas),8034,SHIRO 4,1,Open,0,0,1.04,YES,YES,70.48,234.93,-26.08,119.58,Cubic,234.93
GENROU,GT (Gas Turbine),0,NG (Natural Gas),8035,SHIRO 5,1,Open,0,0,1.04,YES,YES,70.48,234.93,-26.08,119.58,Cubic,234.93
GENROU,GT (Gas Turbine),0,NG (Natural Gas),8036,SHIRO 6,1,Open,0,0,1.04,YES,YES,70.48,234.93,-26.08,119.58,Cubic,234.93
GENROU,GT (Gas Turbine),19.63,NG (Natural Gas),8046,FAIRFIELD 1 3,1,Closed,172.19,-19.17,1.01,YES,YES,51.8,172.67,-19.17,87.89,Cubic,172.67
GENROU,GT (Gas Turbine),0,NG (Natural Gas),8047,FAIRFIELD 1 4,1,Open,0,0,1.01,YES,YES,51.8,172.67,-19.17,87.89,Cubic,172.67
GENROU,GT (Gas Turbine),19.63,NG (Natural Gas),8048,FAIRFIELD 1 5,1,Closed,172.19,87.89,1.04,YES,YES,51.8,172.67,-19.17,87.89,Cubic,172.67
GENROU,GT (Gas Turbine),19.63,NG (Natural Gas),8049,FAIRFIELD 1 6,1,Closed,172.19,-19.17,1.01,YES,YES,51.8,172.67,-19.17,87.89,Cubic,172.67
GENROU,GT (Gas Turbine),0,NG (Natural Gas),8050,FAIRFIELD 1 7,1,Open,0,0,1.01,YES,YES,51.8,172.67,-19.17,87.89,Cubic,172.67
GENROU,GT (Gas Turbine),0,NG (Natural Gas),8051,FAIRFIELD 1 8,1,Open,0,0,1.01,YES,YES,51.8,172.67,-19.17,87.89,Cubic,172.67
GENROU,ST (Steam Turbine),0,BIT (Bituminous Coal),8060,FAIRFIELD 2 3,1,Open,0,0,1,YES,YES,178.02,593.4,-72.39,276.52,Cubic,593.4
GENROU,ST (Steam Turbine),0,BIT (Bituminous Coal),8061,FAIRFIELD 2 4,1,Open,0,0,1,YES,YES,178.02,593.4,-72.39,276.52,Cubic,593.4
GENROU,ST (Steam Turbine),0,BIT (Bituminous Coal),8070,JEWETT 1 3,1,Open,0,0,1,YES,YES,277.47,924.9,-112.84,431,Cubic,924.9
GENROU,ST (Steam Turbine),22.3,BIT (Bituminous Coal),8071,JEWETT 1 4,1,Closed,922.32,-81.81,1,YES,YES,277.47,924.9,-112.84,431,Cubic,924.9
GENROU,GT (Gas Turbine),16.82,NG (Natural Gas),8077,MT. ENTERPRISE 3,1,Closed,234.24,11.1,1.03,YES,YES,70.47,234.9,-26.07,119.56,Cubic,234.9
GENROU,GT (Gas Turbine),16.82,NG (Natural Gas),8078,MT. ENTERPRISE 4,1,Closed,234.24,9.48,1.03,YES,YES,70.47,234.9,-26.07,119.56,Cubic,234.9
GENROU,GT (Gas Turbine),16.82,NG (Natural Gas),8079,MT. ENTERPRISE 5,1,Closed,234.24,10.99,1.03,YES,YES,70.47,234.9,-26.07,119.56,Cubic,234.9
GENROU,GT (Gas Turbine),16.82,NG (Natural Gas),8080,MT. ENTERPRISE 6,1,Closed,234.24,10.4,1.03,YES,YES,70.47,234.9,-26.07,119.56,Cubic,234.9
GENROU,ST (Steam Turbine),0,BIT (Bituminous Coal),8087,FRANKLIN 5,1,Open,0,0,1.04,YES,YES,269.31,897.7,-109.52,418.33,Cubic,897.7
GENROU,ST (Steam Turbine),22.19,BIT (Bituminous Coal),8088,FRANKLIN 6,1,Closed,895.19,157.09,1.04,YES,YES,269.31,897.7,-109.52,418.33,Cubic,897.7
,PV (Photovoltaic),0,SUN (Solar),8099,CUSHING 1 2,1,Closed,85.5,0,1.04,NO,YES,34.2,114,0,0,Cubic,114
GENROU,ST (Steam Turbine),0,BIT (Bituminous Coal),8115,JACKSONVILLE 1 3,1,Open,0,0,1.04,YES,YES,3,10,-1.22,4.66,Cubic,10
GENROU,ST (Steam Turbine),0,BIT (Bituminous Coal),8116,JACKSONVILLE 1 4,1,Open,0,0,1.04,YES,YES,105.51,351.7,-42.91,163.89,Cubic,351.7
GENROU,ST (Steam Turbine),22.88,BIT (Bituminous Coal),8117,JACKSONVILLE 1 5,1,Closed,227.51,90.76,1.04,YES,YES,105.51,351.7,-42.91,163.89,Cubic,351.7
GENROU,ST (Steam Turbine),19.18,BIT (Bituminous Coal),8129,MOUNT PLEASANT 1 3,1,Closed,658.16,-38.52,1.03,YES,YES,198,660,-80.52,307.56,Cubic,660
GENROU,ST (Steam Turbine),19.18,BIT (Bituminous Coal),8130,MOUNT PLEASANT 1 4,1,Closed,658.16,-4.37,1.03,YES,YES,198,660,-80.52,307.56,Cubic,660
GENROU,ST (Steam Turbine),19.18,BIT (Bituminous Coal),8131,MOUNT PLEASANT 1 5,1,Closed,658.16,-27.45,1.03,YES,YES,198,660,-80.52,307.56,Cubic,660
GENROU,ST (Steam Turbine),0,BIT (Bituminous Coal),8147,TRINIDAD 1 0,1,Open,0,0,1.03,YES,YES,1.2,4,-0.49,1.86,Cubic,4
GENROU,ST (Steam Turbine),0,BIT (Bituminous Coal),8147,TRINIDAD 1 0,2,Open,0,0,1.03,YES,YES,71.79,239.3,-29.19,111.51,Cubic,239.3
GENROU,GT (Gas Turbine),0,NG (Natural Gas),8152,BRYAN 2 0,1,Open,0,0,1,YES,YES,6.6,22,-2.44,11.2,Cubic,22
GENROU,ST (Steam Turbine),0,BIT (Bituminous Coal),8155,BREMOND 0,1,Open,0,0,1,YES,YES,52.38,174.6,-21.3,81.36,Cubic,174.6
GENROU,ST (Steam Turbine),19.36,BIT (Bituminous Coal),8155,BREMOND 0,2,Closed,174.11,-21.3,1,YES,YES,52.38,174.6,-21.3,81.36,Cubic,174.6
GENROU,GT (Gas Turbine),0,NG (Natural Gas),8158,BRYAN 1 0,1,Open,0,0,1,YES,YES,31.5,105,-11.65,53.44,Cubic,105
GENROU,GT (Gas Turbine),0,NG (Natural Gas),8158,BRYAN 1 0,2,Open,0,0,1,YES,YES,29.46,98.2,-10.9,49.98,Cubic,98.2
