wkt_geom,name,Number,Substation Longitude,Substation Latitude
PointZ (-95.6655540000000002 30.15555366129790116 0),PINEHURST 0,7090,-95.665554,30.15555366
PointZ (-95.34646800000000155 29.54031387685170174 0),PEARLAND 2 0,7091,-95.346468,29.54031388
PointZ (-95.41249799999999937 29.72918606741840009 0),HOUSTON 47 0,7092,-95.412498,29.72918607
PointZ (-95.55665399999999465 29.73569843272209923 0),HOUSTON 79 0,7093,-95.556654,29.73569843
PointZ (-95.42266700000000412 29.82270017666170148 0),HOUSTON 49 0,7094,-95.422667,29.82270018
PointZ (-96.03010000000000446 28.7823798261070003 0),WADSWORTH 0,7095,-96.0301,28.78237983
PointZ (-96.01210000000000377 28.78553500992390113 0),WADSWORTH 1,7096,-96.0121,28.78553501
PointZ (-96.01210000000000377 28.77764685428470059 0),WADSWORTH 2,7097,-96.0121,28.77764685
PointZ (-96.03549999999999898 28.78064442147789848 0),WADSWORTH 3,7098,-96.0355,28.78064442
PointZ (-96.03549999999999898 28.77748908400259964 0),WADSWORTH 4,7099,-96.0355,28.77748908
PointZ (-95.27053700000000447 29.70914508445670066 0),HOUSTON 18 0,7100,-95.270537,29.70914508
PointZ (-95.64602700000000368 29.68884280602910053 0),HOUSTON 88 0,7101,-95.646027,29.68884281
PointZ (-95.58222600000000568 30.09052531846679912 0),TOMBALL 1 0,7102,-95.582226,30.09052532
PointZ (-95.30531000000000574 29.73856273361040081 0),HOUSTON 22 0,7103,-95.30531,29.73856273
PointZ (-95.12165600000000154 29.71380551989729923 0),DEER PARK 0,7104,-95.121656,29.71380552
PointZ (-95.11445600000000411 29.71818271757090102 0),DEER PARK 1,7105,-95.114456,29.71818272
PointZ (-95.11445600000000411 29.71192950829919965 0),DEER PARK 2,7106,-95.114456,29.71192951
PointZ (-95.12381600000000503 29.7174948797721008 0),DEER PARK 3,7107,-95.123816,29.71749488
PointZ (-95.12381600000000503 29.7162442605093986 0),DEER PARK 4,7108,-95.123816,29.71624426
PointZ (-95.12381600000000503 29.71499362566590108 0),DEER PARK 5,7109,-95.123816,29.71499363
PointZ (-95.12381600000000503 29.71374297524189956 0),DEER PARK 6,7110,-95.123816,29.71374298
PointZ (-95.12381600000000503 29.71249230923779905 0),DEER PARK 7,7111,-95.123816,29.71249231
PointZ (-95.12381600000000503 29.71124162765419996 0),DEER PARK 8,7112,-95.123816,29.71124163
PointZ (-95.12381600000000503 29.70999093049140072 0),DEER PARK 9,7113,-95.123816,29.70999093
PointZ (-95.12381600000000503 29.70874021774960028 0),DEER PARK 10,7114,-95.123816,29.70874022
PointZ (-95.12381600000000503 29.70748948942949852 0),DEER PARK 11,7115,-95.123816,29.70748949
PointZ (-96.05150500000000591 29.62772721557900013 0),WALLIS 0,7116,-96.051505,29.62772722
PointZ (-95.48639300000000674 29.911454263369599 0),HOUSTON 67 0,7117,-95.486393,29.91145426
PointZ (-95.46708900000000142 30.05494475004480037 0),SPRING 4 0,7118,-95.467089,30.05494475
PointZ (-95.22618400000000349 29.65602662270639911 0),SOUTH HOUSTON 0,7119,-95.226184,29.65602662
PointZ (-95.63464899999999602 29.71913899316989927 0),HOUSTON 3 0,7120,-95.634649,29.71913899
PointZ (-95.63680899999999951 29.71657524166500153 0),HOUSTON 3 1,7121,-95.636809,29.71657524
PointZ (-95.63680899999999951 29.71532461094500022 0),HOUSTON 3 2,7122,-95.636809,29.71532461
PointZ (-96.56517300000000148 28.42012803235320106 0),SEADRIFT 0,7123,-96.565173,28.42012803
PointZ (-95.36399000000000115 29.79034531806140151 0),HOUSTON 34 0,7124,-95.36399,29.79034532
PointZ (-95.63169600000000514 29.56323848575209823 0),SUGAR LAND 2 0,7125,-95.631696,29.56323849
PointZ (-95.62737599999999816 29.56073340161659857 0),SUGAR LAND 2 1,7126,-95.627376,29.5607334
PointZ (-95.63169600000000514 29.55509672838390145 0),SUGAR LAND 2 2,7127,-95.631696,29.55509673
PointZ (-95.50140799999999786 30.3208169965784009 0),CONROE 7 0,7128,-95.501408,30.320817
PointZ (-96.51261200000000429 28.82222348486470054 0),LOLITA 0,7129,-96.512612,28.82222348
PointZ (-95.05262700000000109 29.71677054822760056 0),LAPORTE 0,7130,-95.052627,29.71677055
PointZ (-95.04542700000000366 29.72239817251800176 0),LAPORTE 1,7131,-95.045427,29.72239817
PointZ (-95.04542700000000366 29.71677053917850131 0),LAPORTE 2,7132,-95.045427,29.71677054
PointZ (-95.05478700000000458 29.72108508331659849 0),LAPORTE 3,7133,-95.054787,29.72108508
PointZ (-95.05478700000000458 29.71983450878580157 0),LAPORTE 4,7134,-95.054787,29.71983451
PointZ (-95.05478700000000458 29.71858391867289839 0),LAPORTE 5,7135,-95.054787,29.71858392
PointZ (-95.05478700000000458 29.7173333129785 0),LAPORTE 6,7136,-95.054787,29.71733331
PointZ (-95.05478700000000458 29.71608269170290129 0),LAPORTE 7,7137,-95.054787,29.71608269
PointZ (-95.05478700000000458 29.71483205484650014 0),LAPORTE 8,7138,-95.054787,29.71483205
PointZ (-95.05478700000000458 29.71358140240980106 0),LAPORTE 9,7139,-95.054787,29.7135814
PointZ (-95.05478700000000458 29.71233073439299943 0),LAPORTE 10,7140,-95.054787,29.71233073
PointZ (-95.05478700000000458 29.71108005079659975 0),LAPORTE 11,7141,-95.054787,29.71108005
PointZ (-95.05478700000000458 29.70982935162109939 0),LAPORTE 12,7142,-95.054787,29.70982935
PointZ (-95.18616099999999847 30.15623869589530059 0),NEW CANEY 0,7143,-95.186161,30.1562387
PointZ (-95.24879300000000626 29.67856478053580105 0),HOUSTON 14 0,7144,-95.248793,29.67856478
PointZ (-95.23860000000000525 29.94658530144100084 0),HOUSTON 2 0,7145,-95.2386,29.9465853
PointZ (-95.24075999999999453 29.94402738168220068 0),HOUSTON 2 1,7146,-95.24076,29.94402738
PointZ (-95.54263000000000261 29.64407042484570098 0),HOUSTON 78 0,7147,-95.54263,29.64407042
PointZ (-95.38892699999999536 29.88411755095659927 0),HOUSTON 40 0,7148,-95.388927,29.88411755
PointZ (-96.78515699999999811 28.68450891477870002 0),BLOOMINGTON 0,7149,-96.785157,28.68450891
PointZ (-95.35307199999999739 30.45896211054609992 0),WILLIS 2 0,7150,-95.353072,30.45896211
PointZ (-95.34227199999999414 30.4620652283754012 0),WILLIS 2 1,7151,-95.342272,30.46206523
PointZ (-95.42974599999999441 29.72877524557920026 0),HOUSTON 51 0,7152,-95.429746,29.72877525
PointZ (-96.180925000000002 28.61078211477229871 0),PALACIOS 0,7153,-96.180925,28.61078211
PointZ (-95.41269099999999526 30.18321505889279877 0),CONROE 4 0,7154,-95.412691,30.18321506
PointZ (-95.43116399999999544 29.68195291019300086 0),HOUSTON 52 0,7155,-95.431164,29.68195291
PointZ (-95.37964599999999393 30.05718370055160094 0),SPRING 2 0,7156,-95.379646,30.0571837
PointZ (-95.37532600000000116 30.05593733759269881 0),SPRING 2 1,7157,-95.375326,30.05593734
PointZ (-95.15434299999999723 30.04811924417479929 0),KINGWOOD 1 0,7158,-95.154343,30.04811924
PointZ (-95.5233999999999952 29.93171704424809931 0),HOUSTON 5 0,7159,-95.5234,29.93171704
PointZ (-95.51619999999999777 29.93670864507599916 0),HOUSTON 5 1,7160,-95.5162,29.93670865
PointZ (-95.51619999999999777 29.93046909362909958 0),HOUSTON 5 2,7161,-95.5162,29.93046909
PointZ (-95.52555999999999869 29.93477442213509931 0),HOUSTON 5 3,7162,-95.52556,29.93477442
PointZ (-95.52555999999999869 29.9335265188878985 0),HOUSTON 5 4,7163,-95.52556,29.93352652
PointZ (-95.52555999999999869 29.93227859999040064 0),HOUSTON 5 5,7164,-95.52556,29.9322786
PointZ (-95.52555999999999869 29.93103066544329849 0),HOUSTON 5 6,7165,-95.52556,29.93103067
PointZ (-95.52555999999999869 29.92978271524669864 0),HOUSTON 5 7,7166,-95.52556,29.92978272
PointZ (-95.52555999999999869 29.928534749400999 0),HOUSTON 5 8,7167,-95.52556,29.92853475
PointZ (-95.52555999999999869 29.92728676790679998 0),HOUSTON 5 9,7168,-95.52556,29.92728677
PointZ (-95.52555999999999869 29.9260387707644 0),HOUSTON 5 10,7169,-95.52556,29.92603877
PointZ (-95.52555999999999869 29.92479075797420052 0),HOUSTON 5 11,7170,-95.52556,29.92479076
PointZ (-94.91582900000000222 29.38700561956549961 0),TEXAS CITY 1 0,7171,-94.915829,29.38700562
PointZ (-94.91150899999999524 29.38763297058499901 0),TEXAS CITY 1 1,7172,-94.911509,29.38763297
PointZ (-95.21742199999999912 30.04241419808780122 0),KINGWOOD 2 0,7173,-95.217422,30.0424142
PointZ (-95.12701300000000515 29.56854227668290136 0),HOUSTON 8 0,7174,-95.127013,29.56854228
PointZ (-95.52459899999999493 30.03713624387480152 0),SPRING 7 0,7175,-95.524599,30.03713624
PointZ (-95.52027900000000216 30.03526631513669898 0),SPRING 7 1,7176,-95.520279,30.03526632
PointZ (-95.52459899999999493 30.03090300409780156 0),SPRING 7 2,7177,-95.524599,30.030903
PointZ (-95.39127200000000073 29.92970329364250048 0),HOUSTON 41 0,7178,-95.391272,29.92970329
PointZ (-95.47101499999999419 29.5329159322699013 0),FRESNO 0,7179,-95.471015,29.53291593
PointZ (-95.4133329999999944 29.79075110339169896 0),HOUSTON 48 0,7180,-95.413333,29.7907511
PointZ (-95.44901900000000694 29.87711693646649991 0),HOUSTON 58 0,7181,-95.449019,29.87711694
PointZ (-96.00861500000000603 29.78893791128529855 0),PATTISON 0,7182,-96.008615,29.78893791
PointZ (-95.53093699999999444 29.69684365439659857 0),HOUSTON 77 0,7183,-95.530937,29.69684365
PointZ (-95.55382799999999577 29.46777646401350026 0),MISSOURI CITY 2 0,7184,-95.553828,29.46777646
PointZ (-95.54950800000000299 29.46903016479620163 0),MISSOURI CITY 2 1,7185,-95.549508,29.46903016
PointZ (-95.38815999999999917 29.71166832020360005 0),HOUSTON 4 0,7186,-95.38816,29.71166832
PointZ (-95.38096000000000174 29.71479497600670072 0),HOUSTON 4 1,7187,-95.38096,29.71479498
PointZ (-95.38096000000000174 29.70228775275700173 0),HOUSTON 4 2,7188,-95.38096,29.70228775
PointZ (-95.39032000000000266 29.715357758619799 0),HOUSTON 4 3,7189,-95.39032,29.71535776
PointZ (-95.39032000000000266 29.71410711273220073 0),HOUSTON 4 4,7190,-95.39032,29.71410711
PointZ (-95.39032000000000266 29.71285645126440045 0),HOUSTON 4 5,7191,-95.39032,29.71285645
PointZ (-95.39032000000000266 29.7116057742167996 0),HOUSTON 4 6,7192,-95.39032,29.71160577
PointZ (-95.39032000000000266 29.71035508158979965 0),HOUSTON 4 7,7193,-95.39032,29.71035508
PointZ (-95.39032000000000266 29.70910437338400101 0),HOUSTON 4 8,7194,-95.39032,29.70910437
PointZ (-95.39032000000000266 29.70785364959959907 0),HOUSTON 4 9,7195,-95.39032,29.70785365
PointZ (-95.39032000000000266 29.70660291023699884 0),HOUSTON 4 10,7196,-95.39032,29.70660291
PointZ (-95.39032000000000266 29.70535215529670126 0),HOUSTON 4 11,7197,-95.39032,29.70535216
PointZ (-95.67790399999999806 30.05736485667189939 0),TOMBALL 2 0,7198,-95.677904,30.05736486
PointZ (-95.66512400000000582 29.99278646098930068 0),CYPRESS 1 0,7199,-95.665124,29.99278646
PointZ (-95.66080399999999884 29.99278646098930068 0),CYPRESS 1 1,7200,-95.660804,29.99278646
PointZ (-95.66512400000000582 29.98655042903779844 0),CYPRESS 1 2,7201,-95.665124,29.98655043
PointZ (-96.05655400000000554 30.09058692215889863 0),HEMPSTEAD 0,7202,-96.056554,30.09058692
PointZ (-95.67446900000000198 29.14303972538199972 0),WEST COLUMBIA 0,7203,-95.674469,29.14303973
PointZ (-94.90670000000000073 29.66626721912750142 0),BAYTOWN 1 0,7204,-94.9067,29.66626722
PointZ (-94.8995000000000033 29.67002088993169906 0),BAYTOWN 1 1,7205,-94.8995,29.67002089
PointZ (-94.8995000000000033 29.66564158465369871 0),BAYTOWN 1 2,7206,-94.8995,29.66564158
PointZ (-94.90886000000000422 29.66745588934950106 0),BAYTOWN 1 3,7207,-94.90886,29.66745589
PointZ (-94.90886000000000422 29.66620464714110028 0),BAYTOWN 1 4,7208,-94.90886,29.66620465
PointZ (-94.90886000000000422 29.6649533893678985 0),BAYTOWN 1 5,7209,-94.90886,29.66495339
PointZ (-94.90886000000000422 29.66370211603049967 0),BAYTOWN 1 6,7210,-94.90886,29.66370212
PointZ (-94.90886000000000422 29.66245082712899972 0),BAYTOWN 1 7,7211,-94.90886,29.66245083
PointZ (-94.90886000000000422 29.66119952266409854 0),BAYTOWN 1 8,7212,-94.90886,29.66119952
PointZ (-95.0287270000000035 29.29915983271170177 0),SANTA FE 1 0,7213,-95.028727,29.29915983
PointZ (-95.33153299999999319 29.66187491365240092 0),HOUSTON 27 0,7214,-95.331533,29.66187491
PointZ (-95.49736000000000047 30.17326855621109871 0),SPRING 5 0,7215,-95.49736,30.17326856
PointZ (-95.40748299999999915 29.76654512969500033 0),HOUSTON 46 0,7216,-95.407483,29.76654513
PointZ (-95.31072699999999998 29.76880419793440069 0),HOUSTON 23 0,7217,-95.310727,29.7688042
PointZ (-95.68278999999999712 30.30243329698560117 0),MONTGOMERY 0,7218,-95.68279,30.3024333
PointZ (-96.07641800000000387 29.40390278805820046 0),HUNGERFORD 0,7219,-96.076418,29.40390279
PointZ (-95.58239000000000374 29.6658641121406994 0),HOUSTON 84 0,7220,-95.58239,29.66586411
PointZ (-95.58121699999999521 29.69155726494020087 0),HOUSTON 83 0,7221,-95.581217,29.69155726
PointZ (-95.31467499999999404 29.71619733904750049 0),HOUSTON 24 0,7222,-95.314675,29.71619734
PointZ (-95.52760100000000421 29.98345699218430127 0),HOUSTON 76 0,7223,-95.527601,29.98345699
PointZ (-95.41254800000000103 29.70240930097720167 0),HOUSTON 43 0,7224,-95.412548,29.7024093
PointZ (-95.57716800000000035 29.85360448084449914 0),HOUSTON 81 0,7225,-95.577168,29.85360448
PointZ (-95.37509599999999921 29.65048165833290028 0),HOUSTON 35 0,7226,-95.375096,29.65048166
PointZ (-95.65560000000000684 29.8231135719411995 0),HOUSTON 90 0,7227,-95.6556,29.82311357
PointZ (-95.65127999999999986 29.8224889243915996 0),HOUSTON 90 1,7228,-95.65128,29.82248892
PointZ (-95.65560000000000684 29.81749159442579966 0),HOUSTON 90 2,7229,-95.6556,29.81749159
PointZ (-95.96263399999999422 29.46064467511289919 0),BEASLEY 0,7230,-95.962634,29.46064468
PointZ (-95.11576999999999771 29.60609030637510131 0),HOUSTON 7 0,7231,-95.11577,29.60609031
PointZ (-94.97650699999999802 29.35876940123329959 0),LA MARQUE 0,7232,-94.976507,29.3587694
PointZ (-95.92866399999999771 30.07585470607250144 0),WALLER 0,7233,-95.928664,30.07585471
PointZ (-95.29352099999999837 30.10232483897110001 0),PORTER 0,7234,-95.293521,30.10232484
PointZ (-95.74402999999999508 29.92996225404510113 0),CYPRESS 2 0,7235,-95.74403,29.92996225
PointZ (-95.34981200000000001 29.98343960312420009 0),HOUSTON 30 0,7236,-95.349812,29.9834396
PointZ (-95.95167700000000366 29.58741821340879952 0),FULSHEAR 0,7237,-95.951677,29.58741821
PointZ (-94.72444099999999878 30.0647538161259007 0),LIBERTY 0,7238,-94.724441,30.06475382
PointZ (-94.59402099999999791 29.85918012711359992 0),WINNIE 0,7239,-94.594021,29.85918013
PointZ (-95.47169599999999434 29.6496637051908003 0),HOUSTON 63 0,7240,-95.471696,29.64966371
PointZ (-95.50815099999999802 29.76685011258939895 0),HOUSTON 70 0,7241,-95.508151,29.76685011
PointZ (-95.43759400000000426 29.91235431977460024 0),HOUSTON 55 0,7242,-95.437594,29.91235432
PointZ (-95.05358699999999317 29.92788020219660083 0),CROSBY 0,7243,-95.053587,29.9278802
PointZ (-95.35780200000000661 29.47644671420309948 0),MANVEL 0,7244,-95.357802,29.47644671
PointZ (-95.43539599999999723 30.00325198703859897 0),HOUSTON 54 0,7245,-95.435396,30.00325199
PointZ (-95.64763399999999649 29.90359787593060048 0),HOUSTON 89 0,7246,-95.647634,29.90359788
PointZ (-95.66406200000000126 29.25548095364889889 0),DAMON 0,7247,-95.664062,29.25548095
PointZ (-95.51969200000000626 29.73066815054770018 0),HOUSTON 74 0,7248,-95.519692,29.73066815
PointZ (-95.32528800000000047 29.79393891210740009 0),HOUSTON 26 0,7249,-95.325288,29.79393891
PointZ (-95.35621000000000436 29.74737300641049842 0),HOUSTON 32 0,7250,-95.35621,29.74737301
PointZ (-95.83013300000000356 30.04263296801279992 0),HOCKLEY 0,7251,-95.830133,30.04263297
PointZ (-95.43928800000000479 29.16234708952629973 0),ANGLETON 0,7252,-95.439288,29.16234709
PointZ (-95.42848800000000153 29.16391891114109924 0),ANGLETON 1,7253,-95.428488,29.16391891
PointZ (-95.3681399999999968 30.36863631177540057 0),CONROE 3 0,7254,-95.36814,30.36863631
PointZ (-95.38770200000000443 29.74034485782980042 0),HOUSTON 39 0,7255,-95.387702,29.74034486
PointZ (-95.45709300000000042 29.57915893887630077 0),HOUSTON 59 0,7256,-95.457093,29.57915894
PointZ (-95.27613900000000058 29.5552910642216986 0),PEARLAND 1 0,7257,-95.276139,29.55529106
PointZ (-95.45000899999999433 29.73445236281969883 0),HOUSTON 56 0,7258,-95.450009,29.73445236
PointZ (-95.22200100000000589 29.58069763977249877 0),HOUSTON 13 0,7259,-95.222001,29.58069764
PointZ (-95.0472910000000013 29.82691755719249826 0),CHANNELVIEW 2 0,7260,-95.047291,29.82691756
PointZ (-95.82845000000000368 28.77901341797990042 0),BAY CITY 0,7261,-95.82845,28.77901342
PointZ (-95.81765000000000043 28.77901341797990042 0),BAY CITY 1,7262,-95.81765,28.77901342
PointZ (-95.03860000000000241 29.61561490966949961 0),PASADENA 3 0,7263,-95.0386,29.61561491
PointZ (-95.03140000000000498 29.61749270699059977 0),PASADENA 3 1,7264,-95.0314,29.61749271
PointZ (-95.03140000000000498 29.6112332352176999 0),PASADENA 3 2,7265,-95.0314,29.61123324
PointZ (-95.0407600000000059 29.61680418027309969 0),PASADENA 3 3,7266,-95.04076,29.61680418
PointZ (-95.0407600000000059 29.61555230846310138 0),PASADENA 3 4,7267,-95.04076,29.61555231
PointZ (-95.0407600000000059 29.6143004211047014 0),PASADENA 3 5,7268,-95.04076,29.61430042
PointZ (-95.0407600000000059 29.6130485181983012 0),PASADENA 3 6,7269,-95.04076,29.61304852
PointZ (-95.0407600000000059 29.61179659974429867 0),PASADENA 3 7,7270,-95.04076,29.6117966
PointZ (-95.97350199999999631 29.84471600249409917 0),BROOKSHIRE 0,7271,-95.973502,29.844716
PointZ (-95.32062100000000271 29.61308056681680156 0),HOUSTON 25 0,7272,-95.320621,29.61308057
PointZ (-94.99365400000000648 29.39355733921999914 0),TEXAS CITY 2 0,7273,-94.993654,29.39355734
PointZ (-97.18788200000000188 28.65303913167459982 0),VICTORIA 3 0,7274,-97.187882,28.65303913
PointZ (-97.17708199999999863 28.66093667517279897 0),VICTORIA 3 1,7275,-97.177082,28.66093668
PointZ (-95.37595299999999554 29.82534387409669918 0),HOUSTON 36 0,7276,-95.375953,29.82534387
PointZ (-96.48081000000000529 29.01148859466789887 0),GANADO 0,7277,-96.48081,29.01148859
PointZ (-94.91249999999999432 29.81970278509610139 0),MONT BELVIEU 0,7278,-94.9125,29.81970279
PointZ (-94.90529999999999688 29.82032745005680141 0),MONT BELVIEU 1,7279,-94.9053,29.82032745
PointZ (-94.91465999999999781 29.81901564404569882 0),MONT BELVIEU 2,7280,-94.91466,29.81901564
PointZ (-94.91465999999999781 29.81776629156640013 0),MONT BELVIEU 3,7281,-94.91466,29.81776629
PointZ (-94.99007699999999943 29.74476549230439915 0),BAYTOWN 3 0,7282,-94.990077,29.74476549
PointZ (-94.982877000000002 29.74976644480869936 0),BAYTOWN 3 1,7283,-94.982877,29.74976644
PointZ (-94.99223700000000292 29.74532810230219937 0),BAYTOWN 3 2,7284,-94.992237,29.7453281
PointZ (-94.99223700000000292 29.74407782995389837 0),BAYTOWN 3 3,7285,-94.992237,29.74407783
PointZ (-94.99223700000000292 29.74282754201579948 0),BAYTOWN 3 4,7286,-94.992237,29.74282754
PointZ (-94.99223700000000292 29.74157723848840007 0),BAYTOWN 3 5,7287,-94.992237,29.74157724
PointZ (-94.99223700000000292 29.74032691937199857 0),BAYTOWN 3 6,7288,-94.992237,29.74032692
PointZ (-94.99223700000000292 29.73907658466699999 0),BAYTOWN 3 7,7289,-94.992237,29.73907658
PointZ (-95.51346399999999903 30.11969136361859967 0),SPRING 6 0,7290,-95.513464,30.11969136
PointZ (-95.28261700000000189 30.0129369004681017 0),HUMBLE 2 0,7291,-95.282617,30.0129369
PointZ (-95.49245799999999917 29.94912419069749987 0),HOUSTON 69 0,7292,-95.492458,29.94912419
PointZ (-95.12747799999999643 29.36070297457640166 0),SANTA FE 2 0,7293,-95.127478,29.36070297
PointZ (-94.51112100000000282 29.4958996765105006 0),PORT BOLIVAR 0,7294,-94.511121,29.49589968
PointZ (-95.39660700000000304 29.99368396255080071 0),HOUSTON 42 0,7295,-95.396607,29.99368396
PointZ (-95.59943699999999467 29.77234328981240097 0),HOUSTON 85 0,7296,-95.599437,29.77234329
PointZ (-95.42928899999999715 29.63078636762989859 0),HOUSTON 50 0,7297,-95.429289,29.63078637
PointZ (-95.4708090000000027 29.82440241570689921 0),HOUSTON 62 0,7298,-95.470809,29.82440242
PointZ (-96.3755079999999964 29.38803722501110016 0),EAGLE LAKE 0,7299,-96.375508,29.38803723
PointZ (-95.33521100000000104 30.21749792923190014 0),CONROE 2 0,7300,-95.335211,30.21749793
PointZ (-95.13249999999999318 29.53488143128150156 0),WEBSTER 0,7301,-95.1325,29.53488143
PointZ (-95.72594800000000248 28.92364057410129874 0),SWEENY 0,7302,-95.725948,28.92364057
PointZ (-96.34486800000000528 28.84842072414869918 0),BLESSING 0,7303,-96.344868,28.84842072
PointZ (-96.05029999999999291 29.27052952591209944 0),WHARTON 1 0,7304,-96.0503,29.27052953
PointZ (-96.03230000000000643 29.27523994157600029 0),WHARTON 1 1,7305,-96.0323,29.27523994
PointZ (-96.03230000000000643 29.26110801500540148 0),WHARTON 1 2,7306,-96.0323,29.26110802
PointZ (-96.05570000000000164 29.27351280158979918 0),WHARTON 1 3,7307,-96.0557,29.2735128
PointZ (-96.05570000000000164 29.27037248985590168 0),WHARTON 1 4,7308,-96.0557,29.27037249
PointZ (-96.05570000000000164 29.26723208164879964 0),WHARTON 1 5,7309,-96.0557,29.26723208
PointZ (-96.05570000000000164 29.26409157697479912 0),WHARTON 1 6,7310,-96.0557,29.26409158
PointZ (-96.05570000000000164 29.26095097584040161 0),WHARTON 1 7,7311,-96.0557,29.26095098
PointZ (-95.46504299999999432 29.03944859667389977 0),LAKE JACKSON 0,7312,-95.465043,29.0394486
PointZ (-95.45424300000000528 29.03944859667389977 0),LAKE JACKSON 1,7313,-95.454243,29.0394486
PointZ (-96.2439420000000041 29.97776227671139893 0),BELLVILLE 0,7314,-96.243942,29.97776228
PointZ (-95.82785599999999704 29.84697022626950158 0),KATY 4 0,7315,-95.827856,29.84697023
PointZ (-95.38326299999999947 29.60501611615709905 0),HOUSTON 38 0,7316,-95.383263,29.60501612
PointZ (-95.18853300000000672 29.50818158244860001 0),FRIENDSWOOD 0,7317,-95.188533,29.50818158
PointZ (-95.26533899999999733 29.61603854122639845 0),HOUSTON 17 0,7318,-95.265339,29.61603854
PointZ (-95.48476200000000347 30.00207492786540087 0),HOUSTON 66 0,7319,-95.484762,30.00207493
PointZ (-95.32399999999999807 28.96602749112679831 0),FREEPORT 1 0,7320,-95.324,28.96602749
PointZ (-95.30599999999999739 28.9707518726241986 0),FREEPORT 1 1,7321,-95.306,28.97075187
PointZ (-95.30599999999999739 28.96287776656679824 0),FREEPORT 1 2,7322,-95.306,28.96287777
PointZ (-95.3294000000000068 28.96901961732649866 0),FREEPORT 1 3,7323,-95.3294,28.96901962
PointZ (-95.3294000000000068 28.96586999521019834 0),FREEPORT 1 4,7324,-95.3294,28.96587
PointZ (-95.3294000000000068 28.96272027725330034 0),FREEPORT 1 5,7325,-95.3294,28.96272028
PointZ (-95.3294000000000068 28.95957046346250152 0),FREEPORT 1 6,7326,-95.3294,28.95957046
PointZ (-95.88169999999999504 29.2529074619883005 0),NEWGULF 0,7327,-95.8817,29.25290746
PointZ (-95.86369999999999436 29.25604830444660109 0),NEWGULF 1,7328,-95.8637,29.2560483
PointZ (-95.88710000000000377 29.2496094608327013 0),NEWGULF 2,7329,-95.8871,29.24960946
PointZ (-95.45730500000000518 29.69839034095179997 0),HOUSTON 60 0,7330,-95.457305,29.69839034
PointZ (-95.20307800000000498 29.71770542360179945 0),PASADENA 1 0,7331,-95.203078,29.71770542
PointZ (-95.19587799999999334 29.71770542360179945 0),PASADENA 1 1,7332,-95.195878,29.71770542
PointZ (-95.20307800000000498 29.70957613807780007 0),PASADENA 1 2,7333,-95.203078,29.70957614
PointZ (-95.20523799999999426 29.7163922707442012 0),PASADENA 1 3,7334,-95.205238,29.71639227
PointZ (-95.20523799999999426 29.71514163774470063 0),PASADENA 1 4,7335,-95.205238,29.71514164
PointZ (-95.56436800000000176 29.61429534959309962 0),STAFFORD 0,7336,-95.564368,29.61429535
PointZ (-96.6807150000000064 29.03139873737719867 0),EDNA 0,7337,-96.680715,29.03139874
PointZ (-95.3005590000000069 29.6806168463942015 0),HOUSTON 21 0,7338,-95.300559,29.68061685
PointZ (-95.80341099999999699 29.37881864449470015 0),NEEDVILLE 0,7339,-95.803411,29.37881864
PointZ (-96.0987130000000036 29.78421303615069959 0),SEALY 0,7340,-96.098713,29.78421304
PointZ (-95.82525099999999441 29.73687896271849951 0),KATY 3 0,7341,-95.825251,29.73687896
PointZ (-95.82093100000000163 29.73625377695289984 0),KATY 3 1,7342,-95.820931,29.73625378
PointZ (-95.82525099999999441 29.73312778288810065 0),KATY 3 2,7343,-95.825251,29.73312778
PointZ (-95.37858400000000358 29.8550255519640011 0),HOUSTON 37 0,7344,-95.378584,29.85502555
PointZ (-95.27303000000000566 29.63887700521090096 0),HOUSTON 19 0,7345,-95.27303,29.63887701
PointZ (-95.62390000000000612 29.47089082977380059 0),THOMPSONS 0,7346,-95.6239,29.47089083
PointZ (-95.61669999999999447 29.47778578044859898 0),THOMPSONS 1,7347,-95.6167,29.47778578
PointZ (-95.61669999999999447 29.47214448071050086 0),THOMPSONS 2,7348,-95.6167,29.47214448
PointZ (-95.6260599999999954 29.47709630138210102 0),THOMPSONS 3,7349,-95.62606,29.4770963
PointZ (-95.6260599999999954 29.4758426980733006 0),THOMPSONS 4,7350,-95.62606,29.4758427
PointZ (-95.6260599999999954 29.47458907926149863 0),THOMPSONS 5,7351,-95.62606,29.47458908
PointZ (-95.6260599999999954 29.47333544494690116 0),THOMPSONS 6,7352,-95.62606,29.47333544
PointZ (-95.6260599999999954 29.47208179513020099 0),THOMPSONS 7,7353,-95.62606,29.4720818
PointZ (-95.6260599999999954 29.47082812981150113 0),THOMPSONS 8,7354,-95.62606,29.47082813
PointZ (-95.6260599999999954 29.46957444899139844 0),THOMPSONS 9,7355,-95.62606,29.46957445
PointZ (-95.6260599999999954 29.46832075267030149 0),THOMPSONS 10,7356,-95.62606,29.46832075
PointZ (-95.6260599999999954 29.46706704084870054 0),THOMPSONS 11,7357,-95.62606,29.46706704
PointZ (-95.6260599999999954 29.46581331352669864 0),THOMPSONS 12,7358,-95.62606,29.46581331
PointZ (-95.6260599999999954 29.4645595707049992 0),THOMPSONS 13,7359,-95.62606,29.46455957
PointZ (-95.6260599999999954 29.46330581238390067 0),THOMPSONS 14,7360,-95.62606,29.46330581
