TSMachine,MargCost $/MWh,MVABase,MWMax,BusNum,FuelType,BusName,ID,Status,MW,Mvar,VoltSet,AGC,AVR,MWMin,MvarMin,MvarMax,CostModel,PartFact,Fuel Cost $/MBTU,Heat Rate MBTU/MWh
GENSAL,0,8.66,8.4,77291,WAT (Water),GREAT FALLS 10 1,3,Closed,8.4,-0.41,1.0192,NO,YES,4.04,-0.41,3.23,Cubic,8.4,0,
GENSAL,0,10.53,8.4,77291,WAT (Water),GREAT FALLS 10 1,2,Closed,8.4,-0.41,1.0192,NO,YES,3.02,-0.41,3.23,Cubic,8.4,0,
,0,9.16,9,20516,SUN (Solar),LINCOLN 3 3,2,Closed,8.39,0,1.00769,NO,YES,1.98,0,0,Cubic,9,0,
,0,14.84,11.8,30337,SUN (Solar),FALLON 6 4,1,Closed,8.38,0,1.01834,NO,YES,3.34,0,0,Cubic,11.8,0,
GENROU,16.15,10.7,8.4,23479,NG (Natural Gas),MODESTO 12 7,1,Closed,8.37,4.28,1.02214,YES,YES,4.1,-0.93,4.28,Cubic,8.4,3.519,4.589371981
,0,11.8,10.3,30319,SUN (Solar),CRESCENT VALLEY 2,1,Closed,8.34,0,1.01792,NO,YES,2.9,0,0,Cubic,10.3,0,
GENSAL,0,12.17,10.2,20372,WAT (Water),BROWNS VALLEY 1,2,Closed,8.33,3.92,1.041,NO,YES,1.62,-0.5,3.92,Cubic,10.2,0,
GENROU,14.88,9.24,8.27,23495,NG (Natural Gas),CHOWCHILLA 2 1,3,Closed,8.23,4.21,1.0192,YES,YES,3.62,-0.92,4.21,Cubic,8.27,4.02,3.701492537
,0,8.22,8.22,30287,SUN (Solar),FALLON 3 1,4,Closed,8.22,0,1.0192,NO,YES,2.15,0,0,Cubic,8.23,0,
GENSAL,0,16.02,12.8,10842,WAT (Water),LAKEBAY 2 1,2,Closed,8.22,4.92,1.038,NO,YES,3.12,-0.63,4.92,Cubic,12.8,0,
GENSAL,0,8.59,8.4,77291,WAT (Water),GREAT FALLS 10 1,6,Closed,8.2,-0.41,1.0192,NO,YES,2.02,-0.41,3.23,Cubic,8.4,0,
GENROU,13.68,9.21,8.2,53303,NG (Natural Gas),FARMINGTON 6 1,2,Closed,8.17,-0.91,1.0143,YES,YES,2.94,-0.91,4.17,Cubic,8.2,3.646,3.752057049
GENROU,16.73,9.42,8.2,53303,NG (Natural Gas),FARMINGTON 6 1,1,Closed,8.17,-0.91,1.0143,YES,YES,3.83,-0.91,4.17,Cubic,8.2,3.646,4.588590236
GENROU,16.42,8.2,8.2,53303,NG (Natural Gas),FARMINGTON 6 1,3,Closed,8.17,-0.91,1.0143,YES,YES,1.97,-0.91,4.17,Cubic,8.2,3.646,4.503565551
GENSAL,0,13.4,10,40719,WAT (Water),PEORIA 8 1,2,Closed,8.16,3.84,1.0192,NO,YES,1.56,-0.49,3.84,Cubic,10,0,
,0,11.36,11.1,26093,SUN (Solar),BORON 3 2,2,Closed,8.15,0,1.01697,NO,YES,2.32,0,0,Cubic,11.1,0,
GENSAL,0,9.34,9.3,53223,WAT (Water),FARMINGTON 5 3,1,Closed,8.14,-0.46,1.01724,NO,YES,3.7,-0.46,3.57,Cubic,9.3,0,
GENSAL,0,13.46,12,13578,WAT (Water),ESTACADA 2 3,2,Closed,8.08,3.63,1.034,NO,YES,3.87,-0.59,4.61,Cubic,12,0,
,0,10.31,8.22,30287,SUN (Solar),FALLON 3 1,2,Closed,8.08,0,1.0192,NO,YES,2.29,0,0,Cubic,8.23,0,
,0,14.75,13.75,20496,SUN (Solar),QUINCY 3 1,4,Closed,8.06,0,1.04,NO,YES,1.67,0,0,Cubic,13.75,0,
GENSAL,0,12.81,12.5,74228,WAT (Water),KUNA 2 1,2,Closed,8.06,4.8,1.042,NO,YES,1.96,-0.61,4.8,Cubic,12.5,0,
GENSAL,0,21.78,15,74199,WAT (Water),HAGERMAN 1 1,2,Closed,8.04,-0.74,1.0192,NO,YES,2.97,-0.74,5.76,Cubic,15,0,
GENSAL,0,11.56,10,10778,WAT (Water),SPOKANE 20 1,1,Closed,8.03,-0.49,1.0192,NO,YES,3.14,-0.49,3.84,Cubic,10,0,
,0,12.01,10,23438,SUN (Solar),HURON 1,1,Closed,8.02,0,1.0192,NO,YES,4.86,0,0,Cubic,10,0,
,0,9.68,9.6,30326,SUN (Solar),BOULDER CITY 3 1,1,Closed,8.01,0,1.0192,NO,YES,3.18,0,0,Cubic,9.6,0,
GENSAL,0,8.45,8,74268,WAT (Water),IDAHO FALLS 8 1,3,Closed,8,-0.39,1.02165,NO,YES,2.5,-0.39,3.07,Cubic,8,0,
GENSAL,0,14.53,9.9,40954,WAT (Water),PHOENIX 76 2,1,Closed,7.96,3.8,1.053,NO,YES,4.01,-0.49,3.8,Cubic,9.9,0,
GENSAL,0,13.49,10.2,23295,WAT (Water),AUBERRY 1 5,2,Closed,7.94,3.92,1.047,NO,YES,2.83,-0.5,3.92,Cubic,10.2,0,
,0,9.2,9.1,30445,SUN (Solar),RENO 24 1,2,Closed,7.93,0,1.04,NO,YES,1.54,0,0,Cubic,9.1,0,
,0,13.96,11.8,30280,SUN (Solar),FALLON 2 3,1,Closed,7.91,0,1.0302,NO,YES,4.64,0,0,Cubic,11.8,0,
GENSAL,0,13.8,11,26227,WAT (Water),SANTA CLARITA 5 8,1,Closed,7.88,4.22,1.04124,NO,YES,4.82,-0.54,4.22,Cubic,11,0,
GENSAL,0,9.73,7.87,23278,WAT (Water),JACKSON 2 2,3,Closed,7.87,-0.39,1.02263,NO,YES,2.27,-0.39,3.02,Cubic,7.87,0,
,0,10,10,28829,SUN (Solar),CALIPATRIA 3 4,1,Closed,7.86,0,1.01584,NO,YES,3.99,0,0,Cubic,10,0,
GENSAL,0,12.62,9.8,28915,WAT (Water),WINTERHAVEN 2,1,Closed,7.81,-0.48,1.02165,NO,YES,4.57,-0.48,3.76,Cubic,9.8,0,
,0,11.27,11,40977,SUN (Solar),DATELAND 3 3,1,Closed,7.8,0,1.0124,NO,YES,1.34,0,0,Cubic,11,0,
GENSAL,0,18.18,16.5,28915,WAT (Water),WINTERHAVEN 2,4,Closed,7.8,-0.81,1.02165,NO,YES,1.85,-0.81,6.34,Cubic,16.5,0,
GENSAL,0,11.76,10.1,26227,WAT (Water),SANTA CLARITA 5 8,2,Closed,7.8,3.88,1.04124,NO,YES,4.7,-0.49,3.88,Cubic,10.1,0,
,0,10.62,9.5,60802,SUN (Solar),MOSCA 2,1,Closed,7.74,0,1.0192,NO,YES,3.63,0,0,Cubic,9.5,0,
,0,15.95,14.85,11035,SUN (Solar),LONGVIEW 4 1,2,Closed,7.71,0,1.04,NO,YES,2.57,0,0,Cubic,14.85,0,
GENROU,16.36,8.18,7.73,20528,NG (Natural Gas),RED BLUFF 3 1,5,Closed,7.7,3.94,1.0192,YES,YES,2.22,-0.86,3.94,Cubic,7.73,3.744,4.36965812
GENROU,15.62,11.6,7.73,20528,NG (Natural Gas),RED BLUFF 3 1,3,Closed,7.7,3.94,1.0192,YES,YES,3.57,-0.86,3.94,Cubic,7.73,3.744,4.172008547
GENROU,15.11,9.01,7.73,20528,NG (Natural Gas),RED BLUFF 3 1,6,Closed,7.7,3.94,1.0192,YES,YES,2.95,-0.86,3.94,Cubic,7.73,3.744,4.035790598
,0,18.95,15,30269,SUN (Solar),RENO 20 2,1,Closed,7.69,0,1.00502,NO,YES,3.14,0,0,Cubic,15,0,
,0,12.6,12.6,40966,SUN (Solar),TUCSON 54 1,1,Closed,7.63,0,1.04,NO,YES,2.7,0,0,Cubic,12.6,0,
GENSAL,0,10,10,20445,WAT (Water),OROVILLE 5 10,1,Closed,7.62,-0.49,1.01563,NO,YES,1.49,-0.49,3.84,Cubic,10,0,
GENSAL,0,11,11,13659,WAT (Water),IDLEYLD PARK 4 4,2,Closed,7.6,-0.54,1.02116,NO,YES,2.24,-0.54,4.22,Cubic,11,0,
,0,10.31,8,25918,SUN (Solar),BAKERSFIELD 25 1,1,Closed,7.56,0,1.0192,NO,YES,2.7,0,0,Cubic,8,0,
,0,30.6,25,23390,SUN (Solar),STOCKTON 15 2,4,Closed,7.56,0,1.0192,NO,YES,4.12,0,0,Cubic,25,0,
,0,12.68,10,53264,SUN (Solar),LA MESA 5 3,1,Closed,7.55,0,1.0024,NO,YES,4.58,0,0,Cubic,10,0,
,0,9.5,9.5,60803,SUN (Solar),MOSCA 3,1,Closed,7.54,0,1.04,NO,YES,2.36,0,0,Cubic,9.5,0,
GENROU,18.36,8.81,7.57,53236,BIT (Bituminous Coal),TYRONE 1,2,Closed,7.54,-0.92,1.0192,YES,YES,2.91,-0.92,3.53,Cubic,7.57,2.317,7.924039707
GENROU,18.6,7.57,7.57,53236,BIT (Bituminous Coal),TYRONE 1,1,Closed,7.54,-0.92,1.0192,YES,YES,2.42,-0.92,3.53,Cubic,7.57,2.317,8.027621925
,0,12.13,10,13614,WND (Wind),ECHO 1,4,Closed,7.52,-1.44,1.0192,NO,YES,3.73,-1.44,2.13,Cubic,10,0,
GENROU,23.71,50.91,40,70144,NG (Natural Gas),CHEYENNE 7 10,1,Closed,7.5,20.36,1.039,YES,YES,6.92,-4.44,20.36,Cubic,40,5.121,4.629955087
,0,7.5,7.5,53264,SUN (Solar),LA MESA 5 3,2,Closed,7.5,0,1.0024,NO,YES,3.36,0,0,Cubic,7.5,0,
,0,7.67,7.5,13549,SUN (Solar),DEXTER 2 2,1,Closed,7.5,0,1.0192,NO,YES,2.64,0,0,Cubic,7.5,0,
,0,8.27,7.5,10940,SUN (Solar),ABERDEEN 2 4,1,Closed,7.5,0,1.03897,NO,YES,3.46,0,0,Cubic,7.5,0,
,0,8.1,7.5,10939,SUN (Solar),ABERDEEN 2 3,1,Closed,7.5,0,1.03897,NO,YES,1.23,0,0,Cubic,7.5,0,
GENSAL,0,12.7,12.7,74265,WAT (Water),PONDERAY 2,1,Closed,7.49,-0.62,1.03488,NO,YES,1.56,-0.62,4.88,Cubic,12.7,0,
,0,11.81,11.4,20496,SUN (Solar),QUINCY 3 1,1,Closed,7.48,0,1.04,NO,YES,4.26,0,0,Cubic,11.4,0,
GENSAL,0,9.75,9.5,26206,WAT (Water),KERNVILLE 2,4,Closed,7.48,-0.47,1.0192,NO,YES,2.51,-0.47,3.65,Cubic,9.5,0,
GENROU,16.07,8.38,7.5,50366,NG (Natural Gas),OREM 6 11,1,Closed,7.47,3.82,1.02214,YES,YES,3.27,-0.83,3.82,Cubic,7.5,3.503,4.587496432
GENROU,16.79,10.72,7.5,40710,NG (Natural Gas),TEMPE 8 3,1,Closed,7.47,-0.83,1.0192,YES,YES,1.13,-0.83,3.82,Cubic,7.5,3.66,4.587431694
GENROU,18.53,7.66,7.5,40709,NG (Natural Gas),TEMPE 8 2,1,Closed,7.47,-0.83,1.0192,YES,YES,1.97,-0.83,3.82,Cubic,7.5,4.04,4.586633663
GENROU,18.79,8.4,7.5,40708,NG (Natural Gas),TEMPE 8 1,1,Closed,7.47,-0.83,1.0192,YES,YES,2.56,-0.83,3.82,Cubic,7.5,4.097,4.586282646
,0,10.27,10.05,30398,SUN (Solar),RENO 23 1,2,Closed,7.46,0,1.04,NO,YES,2.4,0,0,Cubic,10.05,0,
,0,9,9,13521,WND (Wind),WASCO 2 6,1,Closed,7.46,-1.3,1.02527,NO,YES,4.21,-1.3,1.92,Cubic,9,0,
,0,15,10,74214,SUN (Solar),LEWISTON 4 2,2,Closed,7.46,0,1.0192,NO,YES,3.63,0,0,Cubic,10,0,
GENSAL,0,10.61,9.3,53223,WAT (Water),FARMINGTON 5 3,2,Closed,7.44,-0.46,1.01724,NO,YES,1.98,-0.46,3.57,Cubic,9.3,0,
GENROU,15.25,9.41,7.44,29044,NG (Natural Gas),BREA 3 1,4,Closed,7.41,3.79,1.04,YES,YES,1.37,-0.83,3.79,Cubic,7.44,3.453,4.416449464
GENROU,15.33,7.44,7.44,29044,NG (Natural Gas),BREA 3 1,3,Closed,7.41,3.79,1.04,YES,YES,2,-0.83,3.79,Cubic,7.44,3.453,4.439617724
GENROU,15.84,9.04,7.44,29044,NG (Natural Gas),BREA 3 1,1,Closed,7.41,3.79,1.04,YES,YES,1.3,-0.83,3.79,Cubic,7.44,3.453,4.587315378
,0,7.51,7.4,25957,WND (Wind),TEHACHAPI 4 1,1,Closed,7.4,-1.07,1.01724,NO,YES,1.01,-1.07,1.58,Cubic,7.4,0,
GENSAL,0,8.78,8.5,26222,WAT (Water),SANTA CLARITA 5 3,1,Closed,7.39,3.26,1.04124,NO,YES,3.53,-0.42,3.26,Cubic,8.5,0,
GENROU,21.7,56.33,50.4,60844,NG (Natural Gas),FORT LUPTON 3 1,2,Closed,7.36,13.95,1.039,YES,YES,6.62,-5.59,25.65,Cubic,50.4,4.423,4.906172281
GENROU,23.6,44.88,33.33,70141,NG (Natural Gas),CHEYENNE 7 7,1,Closed,7.35,16.97,1.039,YES,YES,6.86,-3.7,16.97,Cubic,33.33,5.106,4.622013318
GENSAL,0,10.79,9.6,77270,WAT (Water),WOLF CREEK 1,4,Closed,7.33,-0.47,1.01724,NO,YES,3.89,-0.47,3.69,Cubic,9.6,0,
GENROU,18.67,47.55,42.6,77290,NG (Natural Gas),GREAT FALLS 9 1,1,Closed,7.31,16.58,1.04,YES,YES,6.6,-4.73,21.68,Cubic,42.6,4.03,4.632754342
,0,7.35,7.3,29034,WND (Wind),NORTH PALM SPRINGS 5 2,1,Closed,7.3,-1.05,1.01724,NO,YES,2.73,-1.05,1.55,Cubic,7.3,0,
GENSAL,0,17.32,12,70182,WAT (Water),SINCLAIR 1,1,Closed,7.28,-0.59,1.01773,NO,YES,2.4,-0.59,4.61,Cubic,12,0,
,0,13.94,10,41017,WND (Wind),KINGMAN 4 1,1,Closed,7.28,-1.44,1.04,NO,YES,1.16,-1.44,2.13,Cubic,10,0,
,0,13.05,9.6,30327,SUN (Solar),BOULDER CITY 3 2,3,Closed,7.27,0,1.0192,NO,YES,4.2,0,0,Cubic,9.6,0,
,0,15,10,77231,WND (Wind),FAIRFIELD 6 1,2,Closed,7.23,-1.44,1.0192,NO,YES,1.88,-1.44,2.13,Cubic,10,0,
GENSAL,0,9.4,9.4,10914,WAT (Water),BEVERLY 10,1,Closed,7.23,-0.46,1.01321,NO,YES,1.45,-0.46,3.61,Cubic,9.4,0,
,0,12.65,10,77251,WND (Wind),SHAWMUT 3,1,Closed,7.22,-1.44,1.01949,NO,YES,3.74,-1.44,2.13,Cubic,10,0,
GENSAL,0,10,10,20526,WAT (Water),BURNEY 4 2,2,Closed,7.2,3.84,1.045,NO,YES,2.77,-0.49,3.84,Cubic,10,0,
,0,9.48,8.58,13549,SUN (Solar),DEXTER 2 2,4,Closed,7.18,0,1.0192,NO,YES,1.9,0,0,Cubic,8.58,0,
GENROU,15.99,7.2,7.2,28771,NG (Natural Gas),DESERT HOT SPRINGS 4 10,1,Closed,7.17,3.66,1.02508,YES,YES,2.31,-0.8,3.66,Cubic,7.2,3.486,4.586919105
,0,13.99,12,28732,SUN (Solar),HOLTVILLE 2 3,1,Closed,7.16,0,1.04141,NO,YES,3.79,0,0,Cubic,12,0,
,0,8.76,8.22,30287,SUN (Solar),FALLON 3 1,3,Closed,7.15,0,1.0192,NO,YES,3.14,0,0,Cubic,8.23,0,
GENSAL,0,12.4,12.1,20505,WAT (Water),COLFAX 3 2,1,Closed,7.1,-0.59,1.01626,NO,YES,3.91,-0.59,4.65,Cubic,12.1,0,
,0,11.57,9.6,30326,SUN (Solar),BOULDER CITY 3 1,2,Closed,7.09,0,1.0192,NO,YES,2.5,0,0,Cubic,9.6,0,
GENROU,29.35,46.69,40,70110,BIT (Bituminous Coal),GILLETTE 4 1,1,Closed,7.04,-4.88,1.01724,YES,YES,6.45,-4.88,18.64,Cubic,40,3.655,8.030095759
GENSAL,0,10.03,7.87,23278,WAT (Water),JACKSON 2 2,2,Closed,7.04,-0.39,1.02263,NO,YES,3.51,-0.39,3.02,Cubic,7.87,0,
GENSAL,0,7,7,26206,WAT (Water),KERNVILLE 2,2,Closed,7,-0.34,1.0192,NO,YES,2.5,-0.34,2.69,Cubic,7,0,
,0,10,10,77250,WND (Wind),SHAWMUT 2,1,Closed,7,-1.44,1.01949,NO,YES,3.41,-1.44,2.13,Cubic,10,0,
GENSAL,0,7,7,20413,WAT (Water),ALTA 1 4,1,Closed,7,2.69,1.0421,NO,YES,0.73,-0.34,2.69,Cubic,7,0,
GENSAL,0,10,10,13653,WAT (Water),LOWELL 5 4,1,Closed,6.99,-0.49,1.02165,NO,YES,3.35,-0.49,3.84,Cubic,10,0,
GENROU,14.89,9.59,7,50387,BIT (Bituminous Coal),DELTA 2 5,2,Closed,6.97,3.26,1.05945,YES,YES,3.14,-0.85,3.26,Cubic,7,2.144,6.944962687
GENSAL,0,8.63,7.95,13587,WAT (Water),LOWELL 4 8,1,Closed,6.96,-0.39,1.02067,NO,YES,2.9,-0.39,3.05,Cubic,7.95,0,
,0,11.64,10,28963,SUN (Solar),DAGGETT 5,2,Closed,6.93,0,1.04767,NO,YES,2.9,0,0,Cubic,10,0,
GENSAL,0,20.5,14,26226,WAT (Water),SANTA CLARITA 5 7,1,Closed,6.93,5.38,1.04124,NO,YES,1.4,-0.69,5.38,Cubic,14,0,
,0,8.79,8.62,25954,WND (Wind),MOJAVE 5 10,2,Closed,6.92,-1.24,1.02622,NO,YES,2.52,-1.24,1.84,Cubic,8.63,0,
GENSAL,0,11.22,10,20415,WAT (Water),HORNBROOK 1,1,Closed,6.84,3.84,1.02018,NO,YES,1.05,-0.49,3.84,Cubic,10,0,
,0,8.22,8.22,30287,SUN (Solar),FALLON 3 1,1,Closed,6.84,0,1.0192,NO,YES,1.78,0,0,Cubic,8.23,0,
GENROU,17.41,6.99,6.85,53269,NG (Natural Gas),ALBUQUERQUE 30 4,2,Closed,6.82,3.49,1.03551,YES,YES,3.02,-0.76,3.49,Cubic,6.85,3.437,5.065464068
GENROU,15.76,8.65,6.85,53269,NG (Natural Gas),ALBUQUERQUE 30 4,1,Closed,6.82,3.49,1.03551,YES,YES,3.35,-0.76,3.49,Cubic,6.85,3.437,4.585394239
GENROU,25.84,42.46,33.33,70144,NG (Natural Gas),CHEYENNE 7 10,2,Closed,6.81,16.97,1.039,YES,YES,6.32,-3.7,16.97,Cubic,33.33,5.121,5.045889475
GENSAL,0,8.35,8.25,74333,WAT (Water),HAGERMAN 6 3,1,Closed,6.8,0.78,1.029,NO,YES,1.73,-0.4,3.17,Cubic,8.25,0,
GENSAL,0,9.87,8.4,77291,WAT (Water),GREAT FALLS 10 1,5,Closed,6.76,-0.41,1.0192,NO,YES,3.09,-0.41,3.23,Cubic,8.4,0,
,0,11.11,10,40921,SUN (Solar),TUCSON 53 2,1,Closed,6.67,0,1.02488,NO,YES,1.65,0,0,Cubic,10,0,
,0,7.35,6.67,28830,SUN (Solar),CALIPATRIA 3 5,2,Closed,6.67,0,1.01441,NO,YES,1.03,0,0,Cubic,6.67,0,
,0,9.21,6.67,28830,SUN (Solar),CALIPATRIA 3 5,1,Closed,6.67,0,1.01441,NO,YES,2.92,0,0,Cubic,6.67,0,
,0,12.76,10.5,80100,SUN (Solar),EL PASO 38 1,1,Closed,6.67,0,1.04,NO,YES,1.14,0,0,Cubic,10.5,0,
GENSAL,0,9.39,7.5,70166,WAT (Water),ALCOVA 2 6,2,Closed,6.66,0.15,1.02939,NO,YES,2.36,-0.37,2.88,Cubic,7.5,0,
,0,22.4,16,28755,SUN (Solar),HOLTVILLE 3 1,1,Closed,6.66,0,1.0192,NO,YES,3.76,0,0,Cubic,16,0,
GENSAL,0,11.2,11,74317,WAT (Water),GRACE 2 1,1,Closed,6.64,4.22,1.04,NO,YES,2.73,-0.54,4.22,Cubic,11,0,
,0,12.11,9,20517,SUN (Solar),LINCOLN 3 4,1,Closed,6.64,0,1.00769,NO,YES,1.62,0,0,Cubic,9,0,
GENSAL,0,10.69,9.6,77270,WAT (Water),WOLF CREEK 1,2,Closed,6.63,-0.47,1.01724,NO,YES,3.85,-0.47,3.69,Cubic,9.6,0,
GENSAL,0,12,8,11054,WAT (Water),FORD 2 1,1,Closed,6.59,3.07,1.01822,NO,YES,1.55,-0.39,3.07,Cubic,8,0,
,0,20.92,18.9,74226,WND (Wind),HAGERMAN 2 1,2,Closed,6.55,-2.72,1.0192,NO,YES,2.19,-2.72,4.03,Cubic,18.9,0,
,0,11.85,11.8,30435,SUN (Solar),GERLACH 1,1,Closed,6.54,0,1.04,NO,YES,1.7,0,0,Cubic,11.8,0,
GENSAL,0,8.37,7.5,10925,WAT (Water),NORTH BEND 3 2,2,Closed,6.52,-0.37,1.01567,NO,YES,0.84,-0.37,2.88,Cubic,7.5,0,
GENROU,21.38,44.87,38,60635,NG (Natural Gas),FOUNTAIN 3 2,5,Closed,6.52,-4.22,1.03047,YES,YES,5.96,-4.22,19.34,Cubic,38,4.001,5.343664084
GENSAL,0,11.38,8.5,60784,WAT (Water),LYONS 3 2,1,Closed,6.5,3.26,1.035,NO,YES,1.64,-0.42,3.26,Cubic,8.5,0,
GENSAL,0,8,8,53224,WAT (Water),FARMINGTON 5 4,2,Closed,6.42,-0.39,1.01724,NO,YES,2.28,-0.39,3.07,Cubic,8,0,
,0,9.47,7.5,13687,SUN (Solar),VALE 2 1,1,Closed,6.41,0,1.0192,NO,YES,2.86,0,0,Cubic,7.5,0,
GENSAL,0,11.52,10,23272,WAT (Water),PINECREST 1,1,Closed,6.4,-0.49,1.0192,NO,YES,1.36,-0.49,3.84,Cubic,10,0,
GENSAL,0,12.58,9.9,40954,WAT (Water),PHOENIX 76 2,2,Closed,6.36,3.8,1.053,NO,YES,3.31,-0.49,3.8,Cubic,9.9,0,
GENSAL,0,9,9,74332,WAT (Water),HAGERMAN 6 2,2,Closed,6.36,1.95,1.029,NO,YES,3.31,-0.44,3.46,Cubic,9,0,
GENSAL,0,10.53,10,74284,WAT (Water),PRESTON 2 1,1,Closed,6.33,3.84,1.04,NO,YES,2.4,-0.49,3.84,Cubic,10,0,
GENSAL,0,8.13,7.9,28862,WAT (Water),SAN BERNARDINO 10 3,1,Closed,6.33,3.03,1.01728,NO,YES,2.26,-0.39,3.03,Cubic,7.9,0,
GENSAL,0,7.2,7.2,60799,WAT (Water),KREMMLING 2 3,1,Closed,6.32,-0.35,1.02116,NO,YES,1.88,-0.35,2.76,Cubic,7.2,0,
GENSAL,0,11.6,11.4,60809,WAT (Water),MONTROSE 4 6,1,Closed,6.31,-0.56,1.01179,NO,YES,2.08,-0.56,4.38,Cubic,11.4,0,
GENSAL,0,9.45,7.2,20372,WAT (Water),BROWNS VALLEY 1,1,Closed,6.31,2.76,1.041,NO,YES,3.51,-0.35,2.76,Cubic,7.2,0,
,0,9.92,8.58,13548,SUN (Solar),DEXTER 2 1,2,Closed,6.29,0,1.0192,NO,YES,3.55,0,0,Cubic,8.58,0,
GENSAL,0,14.34,10,74284,WAT (Water),PRESTON 2 1,2,Closed,6.27,3.84,1.04,NO,YES,2.41,-0.49,3.84,Cubic,10,0,
GENSAL,0,8.98,8,11054,WAT (Water),FORD 2 1,3,Closed,6.19,3.07,1.01822,NO,YES,3.41,-0.39,3.07,Cubic,8,0,
,0,13.71,11.5,28858,SUN (Solar),CALIPATRIA 4 1,1,Closed,6.15,0,1.0192,NO,YES,3.57,0,0,Cubic,11.5,0,
GENSAL,0,7.65,7.2,60799,WAT (Water),KREMMLING 2 3,2,Closed,6.05,-0.35,1.02116,NO,YES,3.58,-0.35,2.76,Cubic,7.2,0,
,0,10.23,9.1,30447,SUN (Solar),RENO 24 3,1,Closed,6.05,0,1.04,NO,YES,1.2,0,0,Cubic,9.1,0,
GENSAL,0,10.12,8,13586,WAT (Water),LOWELL 4 7,1,Closed,6,-0.39,1.01568,NO,YES,3.21,-0.39,3.07,Cubic,8,0,
,0,11.2,8.62,25947,WND (Wind),MOJAVE 5 3,1,Closed,5.97,-1.24,1.02622,NO,YES,3.46,-1.24,1.84,Cubic,8.63,0,
GENSAL,0,19.2,12.8,11009,WAT (Water),SHELTON 4 3,2,Closed,5.97,-0.63,1.02366,NO,YES,1.4,-0.63,4.92,Cubic,12.8,0,
GENSAL,0,12,8,11054,WAT (Water),FORD 2 1,2,Closed,5.96,3.07,1.01822,NO,YES,0.83,-0.39,3.07,Cubic,8,0,
GENSAL,0,11.03,10,13652,WAT (Water),LOWELL 5 3,1,Closed,5.95,-0.49,1.02165,NO,YES,2.09,-0.49,3.84,Cubic,10,0,
,0,9.6,9.6,30327,SUN (Solar),BOULDER CITY 3 2,1,Closed,5.89,0,1.0192,NO,YES,1.8,0,0,Cubic,9.6,0,
GENSAL,0,8.98,8.07,23456,WAT (Water),TRACY 8 7,1,Closed,5.85,-0.4,1.01198,NO,YES,2.05,-0.4,3.1,Cubic,8.07,0,
,0,12.27,10.95,25957,WND (Wind),TEHACHAPI 4 1,2,Closed,5.83,-1.58,1.01724,NO,YES,2.03,-1.58,2.33,Cubic,10.95,0,
GENSAL,0,8.07,8.07,23456,WAT (Water),TRACY 8 7,2,Closed,5.83,-0.4,1.01198,NO,YES,2.79,-0.4,3.1,Cubic,8.07,0,
,0,10.43,9.7,77207,WND (Wind),TWO DOT 2,1,Closed,5.79,2.07,1.042,NO,YES,2.08,-1.4,2.07,Cubic,9.7,0,
GENSAL,0,8.07,8.07,23455,WAT (Water),TRACY 8 6,1,Closed,5.79,-0.4,1.02018,NO,YES,2.48,-0.4,3.1,Cubic,8.07,0,
,0,8.58,8.58,13549,SUN (Solar),DEXTER 2 2,2,Closed,5.78,0,1.0192,NO,YES,3.03,0,0,Cubic,8.58,0,
GENSAL,0,9.54,6.6,20412,WAT (Water),ALTA 1 3,1,Closed,5.78,2.53,1.0421,NO,YES,0.8,-0.32,2.53,Cubic,6.6,0,
GENSAL,0,10.7,9,74332,WAT (Water),HAGERMAN 6 2,1,Closed,5.73,1.95,1.029,NO,YES,2.45,-0.44,3.46,Cubic,9,0,
GENSAL,0,9.84,7.95,13586,WAT (Water),LOWELL 4 7,2,Closed,5.7,-0.39,1.01568,NO,YES,3.51,-0.39,3.05,Cubic,7.95,0,
GENSAL,0,7.02,7,74228,WAT (Water),KUNA 2 1,1,Closed,5.65,2.69,1.042,NO,YES,1.5,-0.34,2.69,Cubic,7,0,
,0,9.35,9.35,29046,WND (Wind),NORTH PALM SPRINGS 7 1,2,Closed,5.63,-1.35,1.0192,NO,YES,1.46,-1.35,1.99,Cubic,9.35,0,
,0,7.5,7.5,25991,SUN (Solar),LANCASTER 8 2,1,Closed,5.56,0,1.0192,NO,YES,1.97,0,0,Cubic,7.5,0,
GENROU,20.95,51.15,38,60635,NG (Natural Gas),FOUNTAIN 3 2,3,Closed,5.5,-4.22,1.03047,YES,YES,4.94,-4.22,19.34,Cubic,38,4.001,5.236190952
GENSAL,0,7,7,20315,WAT (Water),CAMINO 8,1,Closed,5.48,-0.34,1.02018,NO,YES,0.96,-0.34,2.69,Cubic,7,0,
GENSAL,0,8.4,8.4,77291,WAT (Water),GREAT FALLS 10 1,1,Closed,5.48,-0.41,1.0192,NO,YES,2.58,-0.41,3.23,Cubic,8.4,0,
GENSAL,0,6.93,6.93,74245,WAT (Water),RUPERT 2 2,1,Closed,5.43,-0.34,1.0192,NO,YES,0.93,-0.34,2.66,Cubic,6.93,0,
,0,10.12,9,40833,SUN (Solar),GOLDEN VALLEY 3 2,1,Closed,5.43,0,1.04396,NO,YES,1.84,0,0,Cubic,9,0,
GENSAL,0,8.74,7.25,74318,WAT (Water),GRACE 2 2,1,Closed,5.41,2.78,1.046,NO,YES,3.43,-0.36,2.78,Cubic,7.25,0,
