TSMachine,MargCost $/MWh,MVABase,MWMax,BusNum,FuelType,BusName,ID,Status,MW,Mvar,VoltSet,AGC,AVR,MWMin,MvarMin,MvarMax,CostModel,PartFact,Fuel Cost $/MBTU,Heat Rate MBTU/MWh
,0.0,7.5,7.5,532641,SUN (Solar),LA MESA 5 3,2,Closed,7.5,0.0,1.0024,NO,YES,3.36,0.0,0.0,Cubic,7.5,0.0,
,0.0,7.67,7.5,135491,SUN (Solar),DEXTER 2 2,1,Closed,7.5,0.0,1.0192,NO,YES,2.64,0.0,0.0,Cubic,7.5,0.0,
,0.0,8.27,7.5,109401,SUN (Solar),ABERDEEN 2 4,1,Closed,7.5,0.0,1.03897,NO,YES,3.46,0.0,0.0,Cubic,7.5,0.0,
,0.0,8.1,7.5,109391,SUN (Solar),ABERDEEN 2 3,1,Closed,7.5,0.0,1.03897,NO,YES,1.23,0.0,0.0,Cubic,7.5,0.0,
GENSAL,0.0,12.7,12.7,742651,WAT (Water),PONDERAY 2,1,Closed,7.49,-0.62,1.03488,NO,YES,1.56,-0.62,4.88,Cubic,12.7,0.0,
,0.0,11.81,11.4,204961,SUN (Solar),QUINCY 3 1,1,Closed,7.48,0.0,1.04,NO,YES,4.26,0.0,0.0,Cubic,11.4,0.0,
GENSAL,0.0,9.75,9.5,262061,WAT (Water),KERNVILLE 2,4,Closed,7.48,-0.47,1.0192,NO,YES,2.51,-0.47,3.65,Cubic,9.5,0.0,
GENROU,16.07,8.38,7.5,503661,NG (Natural Gas),OREM 6 11,1,Closed,7.47,3.82,1.02214,YES,YES,3.27,-0.83,3.82,Cubic,7.5,3.503,4.587496432
GENROU,16.79,10.72,7.5,407101,NG (Natural Gas),TEMPE 8 3,1,Closed,7.47,-0.83,1.0192,YES,YES,1.13,-0.83,3.82,Cubic,7.5,3.66,4.587431694
GENROU,18.53,7.66,7.5,407091,NG (Natural Gas),TEMPE 8 2,1,Closed,7.47,-0.83,1.0192,YES,YES,1.97,-0.83,3.82,Cubic,7.5,4.04,4.586633663
GENROU,18.79,8.4,7.5,407081,NG (Natural Gas),TEMPE 8 1,1,Closed,7.47,-0.83,1.0192,YES,YES,2.56,-0.83,3.82,Cubic,7.5,4.097,4.586282646
,0.0,10.27,10.05,303981,SUN (Solar),RENO 23 1,2,Closed,7.46,0.0,1.04,NO,YES,2.4,0.0,0.0,Cubic,10.05,0.0,
,0.0,9.0,9.0,135211,WND (Wind),WASCO 2 6,1,Closed,7.46,-1.3,1.02527,NO,YES,4.21,-1.3,1.92,Cubic,9.0,0.0,
,0.0,15.0,10.0,742141,SUN (Solar),LEWISTON 4 2,2,Closed,7.46,0.0,1.0192,NO,YES,3.63,0.0,0.0,Cubic,10.0,0.0,
GENSAL,0.0,10.61,9.3,532231,WAT (Water),FARMINGTON 5 3,2,Closed,7.44,-0.46,1.01724,NO,YES,1.98,-0.46,3.57,Cubic,9.3,0.0,
GENROU,15.25,9.41,7.44,290441,NG (Natural Gas),BREA 3 1,4,Closed,7.41,3.79,1.04,YES,YES,1.37,-0.83,3.79,Cubic,7.44,3.453,4.416449464
GENROU,15.33,7.44,7.44,290441,NG (Natural Gas),BREA 3 1,3,Closed,7.41,3.79,1.04,YES,YES,2.0,-0.83,3.79,Cubic,7.44,3.453,4.439617724
GENROU,15.84,9.04,7.44,290441,NG (Natural Gas),BREA 3 1,1,Closed,7.41,3.79,1.04,YES,YES,1.3,-0.83,3.79,Cubic,7.44,3.453,4.587315378
,0.0,7.51,7.4,259571,WND (Wind),TEHACHAPI 4 1,1,Closed,7.4,-1.07,1.01724,NO,YES,1.01,-1.07,1.58,Cubic,7.4,0.0,
GENSAL,0.0,8.78,8.5,262221,WAT (Water),SANTA CLARITA 5 3,1,Closed,7.39,3.26,1.04124,NO,YES,3.53,-0.42,3.26,Cubic,8.5,0.0,
GENROU,21.7,56.33,50.4,608441,NG (Natural Gas),FORT LUPTON 3 1,2,Closed,7.36,13.95,1.039,YES,YES,6.62,-5.59,25.65,Cubic,50.4,4.423,4.906172281
GENROU,23.6,44.88,33.33,701411,NG (Natural Gas),CHEYENNE 7 7,1,Closed,7.35,16.97,1.039,YES,YES,6.86,-3.7,16.97,Cubic,33.33,5.106,4.622013318
GENSAL,0.0,10.79,9.6,772701,WAT (Water),WOLF CREEK 1,4,Closed,7.33,-0.47,1.01724,NO,YES,3.89,-0.47,3.69,Cubic,9.6,0.0,
GENROU,18.67,47.55,42.6,772901,NG (Natural Gas),GREAT FALLS 9 1,1,Closed,7.31,16.58,1.04,YES,YES,6.6,-4.73,21.68,Cubic,42.6,4.03,4.632754342
,0.0,7.35,7.3,290341,WND (Wind),NORTH PALM SPRINGS 5 2,1,Closed,7.3,-1.05,1.01724,NO,YES,2.73,-1.05,1.55,Cubic,7.3,0.0,
GENSAL,0.0,17.32,12.0,701821,WAT (Water),SINCLAIR 1,1,Closed,7.28,-0.59,1.01773,NO,YES,2.4,-0.59,4.61,Cubic,12.0,0.0,
,0.0,13.94,10.0,410171,WND (Wind),KINGMAN 4 1,1,Closed,7.28,-1.44,1.04,NO,YES,1.16,-1.44,2.13,Cubic,10.0,0.0,
,0.0,13.05,9.6,303271,SUN (Solar),BOULDER CITY 3 2,3,Closed,7.27,0.0,1.0192,NO,YES,4.2,0.0,0.0,Cubic,9.6,0.0,
,0.0,15.0,10.0,772311,WND (Wind),FAIRFIELD 6 1,2,Closed,7.23,-1.44,1.0192,NO,YES,1.88,-1.44,2.13,Cubic,10.0,0.0,
GENSAL,0.0,9.4,9.4,109141,WAT (Water),BEVERLY 10,1,Closed,7.23,-0.46,1.01321,NO,YES,1.45,-0.46,3.61,Cubic,9.4,0.0,
,0.0,12.65,10.0,772511,WND (Wind),SHAWMUT 3,1,Closed,7.22,-1.44,1.01949,NO,YES,3.74,-1.44,2.13,Cubic,10.0,0.0,
GENSAL,0.0,10.0,10.0,205261,WAT (Water),BURNEY 4 2,2,Closed,7.2,3.84,1.045,NO,YES,2.77,-0.49,3.84,Cubic,10.0,0.0,
,0.0,9.48,8.58,135491,SUN (Solar),DEXTER 2 2,4,Closed,7.18,0.0,1.0192,NO,YES,1.9,0.0,0.0,Cubic,8.58,0.0,
GENROU,15.99,7.2,7.2,287711,NG (Natural Gas),DESERT HOT SPRINGS 4 10,1,Closed,7.17,3.66,1.02508,YES,YES,2.31,-0.8,3.66,Cubic,7.2,3.486,4.586919105
,0.0,13.99,12.0,287321,SUN (Solar),HOLTVILLE 2 3,1,Closed,7.16,0.0,1.04141,NO,YES,3.79,0.0,0.0,Cubic,12.0,0.0,
,0.0,8.76,8.22,302871,SUN (Solar),FALLON 3 1,3,Closed,7.15,0.0,1.0192,NO,YES,3.14,0.0,0.0,Cubic,8.23,0.0,
GENSAL,0.0,12.4,12.1,205051,WAT (Water),COLFAX 3 2,1,Closed,7.1,-0.59,1.01626,NO,YES,3.91,-0.59,4.65,Cubic,12.1,0.0,
,0.0,11.57,9.6,303261,SUN (Solar),BOULDER CITY 3 1,2,Closed,7.09,0.0,1.0192,NO,YES,2.5,0.0,0.0,Cubic,9.6,0.0,
GENROU,29.35,46.69,40.0,701101,BIT (Bituminous Coal),GILLETTE 4 1,1,Closed,7.04,-4.88,1.01724,YES,YES,6.45,-4.88,18.64,Cubic,40.0,3.655,8.030095759
GENSAL,0.0,10.03,7.87,232781,WAT (Water),JACKSON 2 2,2,Closed,7.04,-0.39,1.02263,NO,YES,3.51,-0.39,3.02,Cubic,7.87,0.0,
GENSAL,0.0,7.0,7.0,262061,WAT (Water),KERNVILLE 2,2,Closed,7.0,-0.34,1.0192,NO,YES,2.5,-0.34,2.69,Cubic,7.0,0.0,
,0.0,10.0,10.0,772501,WND (Wind),SHAWMUT 2,1,Closed,7.0,-1.44,1.01949,NO,YES,3.41,-1.44,2.13,Cubic,10.0,0.0,
GENSAL,0.0,7.0,7.0,204131,WAT (Water),ALTA 1 4,1,Closed,7.0,2.69,1.0421,NO,YES,0.73,-0.34,2.69,Cubic,7.0,0.0,
GENSAL,0.0,10.0,10.0,136531,WAT (Water),LOWELL 5 4,1,Closed,6.99,-0.49,1.02165,NO,YES,3.35,-0.49,3.84,Cubic,10.0,0.0,
GENROU,14.89,9.59,7.0,503871,BIT (Bituminous Coal),DELTA 2 5,2,Closed,6.97,3.26,1.05945,YES,YES,3.14,-0.85,3.26,Cubic,7.0,2.144,6.944962687
GENSAL,0.0,8.63,7.95,135871,WAT (Water),LOWELL 4 8,1,Closed,6.96,-0.39,1.02067,NO,YES,2.9,-0.39,3.05,Cubic,7.95,0.0,
,0.0,11.64,10.0,289631,SUN (Solar),DAGGETT 5,2,Closed,6.93,0.0,1.04767,NO,YES,2.9,0.0,0.0,Cubic,10.0,0.0,
GENSAL,0.0,20.5,14.0,262261,WAT (Water),SANTA CLARITA 5 7,1,Closed,6.93,5.38,1.04124,NO,YES,1.4,-0.69,5.38,Cubic,14.0,0.0,
,0.0,8.79,8.62,259541,WND (Wind),MOJAVE 5 10,2,Closed,6.92,-1.24,1.02622,NO,YES,2.52,-1.24,1.84,Cubic,8.63,0.0,
GENSAL,0.0,11.22,10.0,204151,WAT (Water),HORNBROOK 1,1,Closed,6.84,3.84,1.02018,NO,YES,1.05,-0.49,3.84,Cubic,10.0,0.0,
,0.0,8.22,8.22,302871,SUN (Solar),FALLON 3 1,1,Closed,6.84,0.0,1.0192,NO,YES,1.78,0.0,0.0,Cubic,8.23,0.0,
GENROU,17.41,6.99,6.85,532691,NG (Natural Gas),ALBUQUERQUE 30 4,2,Closed,6.82,3.49,1.03551,YES,YES,3.02,-0.76,3.49,Cubic,6.85,3.437,5.065464068
GENROU,15.76,8.65,6.85,532691,NG (Natural Gas),ALBUQUERQUE 30 4,1,Closed,6.82,3.49,1.03551,YES,YES,3.35,-0.76,3.49,Cubic,6.85,3.437,4.585394239
GENROU,25.84,42.46,33.33,701441,NG (Natural Gas),CHEYENNE 7 10,2,Closed,6.81,16.97,1.039,YES,YES,6.32,-3.7,16.97,Cubic,33.33,5.121,5.045889475
GENSAL,0.0,8.35,8.25,743331,WAT (Water),HAGERMAN 6 3,1,Closed,6.8,0.78,1.029,NO,YES,1.73,-0.4,3.17,Cubic,8.25,0.0,
GENSAL,0.0,9.87,8.4,772911,WAT (Water),GREAT FALLS 10 1,5,Closed,6.76,-0.41,1.0192,NO,YES,3.09,-0.41,3.23,Cubic,8.4,0.0,
,0.0,11.11,10.0,409211,SUN (Solar),TUCSON 53 2,1,Closed,6.67,0.0,1.02488,NO,YES,1.65,0.0,0.0,Cubic,10.0,0.0,
,0.0,7.35,6.67,288301,SUN (Solar),CALIPATRIA 3 5,2,Closed,6.67,0.0,1.01441,NO,YES,1.03,0.0,0.0,Cubic,6.67,0.0,
,0.0,9.21,6.67,288301,SUN (Solar),CALIPATRIA 3 5,1,Closed,6.67,0.0,1.01441,NO,YES,2.92,0.0,0.0,Cubic,6.67,0.0,
,0.0,12.76,10.5,801001,SUN (Solar),EL PASO 38 1,1,Closed,6.67,0.0,1.04,NO,YES,1.14,0.0,0.0,Cubic,10.5,0.0,
GENSAL,0.0,9.39,7.5,701661,WAT (Water),ALCOVA 2 6,2,Closed,6.66,0.15,1.02939,NO,YES,2.36,-0.37,2.88,Cubic,7.5,0.0,
,0.0,22.4,16.0,287551,SUN (Solar),HOLTVILLE 3 1,1,Closed,6.66,0.0,1.0192,NO,YES,3.76,0.0,0.0,Cubic,16.0,0.0,
GENSAL,0.0,11.2,11.0,743171,WAT (Water),GRACE 2 1,1,Closed,6.64,4.22,1.04,NO,YES,2.73,-0.54,4.22,Cubic,11.0,0.0,
,0.0,12.11,9.0,205171,SUN (Solar),LINCOLN 3 4,1,Closed,6.64,0.0,1.00769,NO,YES,1.62,0.0,0.0,Cubic,9.0,0.0,
GENSAL,0.0,10.69,9.6,772701,WAT (Water),WOLF CREEK 1,2,Closed,6.63,-0.47,1.01724,NO,YES,3.85,-0.47,3.69,Cubic,9.6,0.0,
GENSAL,0.0,12.0,8.0,110541,WAT (Water),FORD 2 1,1,Closed,6.59,3.07,1.01822,NO,YES,1.55,-0.39,3.07,Cubic,8.0,0.0,
,0.0,20.92,18.9,742261,WND (Wind),HAGERMAN 2 1,2,Closed,6.55,-2.72,1.0192,NO,YES,2.19,-2.72,4.03,Cubic,18.9,0.0,
,0.0,11.85,11.8,304351,SUN (Solar),GERLACH 1,1,Closed,6.54,0.0,1.04,NO,YES,1.7,0.0,0.0,Cubic,11.8,0.0,
GENSAL,0.0,8.37,7.5,109251,WAT (Water),NORTH BEND 3 2,2,Closed,6.52,-0.37,1.01567,NO,YES,0.84,-0.37,2.88,Cubic,7.5,0.0,
GENROU,21.38,44.87,38.0,606351,NG (Natural Gas),FOUNTAIN 3 2,5,Closed,6.52,-4.22,1.03047,YES,YES,5.96,-4.22,19.34,Cubic,38.0,4.001,5.343664084
GENSAL,0.0,11.38,8.5,607841,WAT (Water),LYONS 3 2,1,Closed,6.5,3.26,1.035,NO,YES,1.64,-0.42,3.26,Cubic,8.5,0.0,
GENSAL,0.0,8.0,8.0,532241,WAT (Water),FARMINGTON 5 4,2,Closed,6.42,-0.39,1.01724,NO,YES,2.28,-0.39,3.07,Cubic,8.0,0.0,
,0.0,9.47,7.5,136871,SUN (Solar),VALE 2 1,1,Closed,6.41,0.0,1.0192,NO,YES,2.86,0.0,0.0,Cubic,7.5,0.0,
GENSAL,0.0,11.52,10.0,232721,WAT (Water),PINECREST 1,1,Closed,6.4,-0.49,1.0192,NO,YES,1.36,-0.49,3.84,Cubic,10.0,0.0,
GENSAL,0.0,12.58,9.9,409541,WAT (Water),PHOENIX 76 2,2,Closed,6.36,3.8,1.053,NO,YES,3.31,-0.49,3.8,Cubic,9.9,0.0,
GENSAL,0.0,9.0,9.0,743321,WAT (Water),HAGERMAN 6 2,2,Closed,6.36,1.95,1.029,NO,YES,3.31,-0.44,3.46,Cubic,9.0,0.0,
GENSAL,0.0,10.53,10.0,742841,WAT (Water),PRESTON 2 1,1,Closed,6.33,3.84,1.04,NO,YES,2.4,-0.49,3.84,Cubic,10.0,0.0,
GENSAL,0.0,8.13,7.9,288621,WAT (Water),SAN BERNARDINO 10 3,1,Closed,6.33,3.03,1.01728,NO,YES,2.26,-0.39,3.03,Cubic,7.9,0.0,
GENSAL,0.0,7.2,7.2,607991,WAT (Water),KREMMLING 2 3,1,Closed,6.32,-0.35,1.02116,NO,YES,1.88,-0.35,2.76,Cubic,7.2,0.0,
GENSAL,0.0,11.6,11.4,608091,WAT (Water),MONTROSE 4 6,1,Closed,6.31,-0.56,1.01179,NO,YES,2.08,-0.56,4.38,Cubic,11.4,0.0,
GENSAL,0.0,9.45,7.2,203721,WAT (Water),BROWNS VALLEY 1,1,Closed,6.31,2.76,1.041,NO,YES,3.51,-0.35,2.76,Cubic,7.2,0.0,
,0.0,9.92,8.58,135481,SUN (Solar),DEXTER 2 1,2,Closed,6.29,0.0,1.0192,NO,YES,3.55,0.0,0.0,Cubic,8.58,0.0,
GENSAL,0.0,14.34,10.0,742841,WAT (Water),PRESTON 2 1,2,Closed,6.27,3.84,1.04,NO,YES,2.41,-0.49,3.84,Cubic,10.0,0.0,
GENSAL,0.0,8.98,8.0,110541,WAT (Water),FORD 2 1,3,Closed,6.19,3.07,1.01822,NO,YES,3.41,-0.39,3.07,Cubic,8.0,0.0,
,0.0,13.71,11.5,288581,SUN (Solar),CALIPATRIA 4 1,1,Closed,6.15,0.0,1.0192,NO,YES,3.57,0.0,0.0,Cubic,11.5,0.0,
GENSAL,0.0,7.65,7.2,607991,WAT (Water),KREMMLING 2 3,2,Closed,6.05,-0.35,1.02116,NO,YES,3.58,-0.35,2.76,Cubic,7.2,0.0,
,0.0,10.23,9.1,304471,SUN (Solar),RENO 24 3,1,Closed,6.05,0.0,1.04,NO,YES,1.2,0.0,0.0,Cubic,9.1,0.0,
GENSAL,0.0,10.12,8.0,135861,WAT (Water),LOWELL 4 7,1,Closed,6.0,-0.39,1.01568,NO,YES,3.21,-0.39,3.07,Cubic,8.0,0.0,
,0.0,11.2,8.62,259471,WND (Wind),MOJAVE 5 3,1,Closed,5.97,-1.24,1.02622,NO,YES,3.46,-1.24,1.84,Cubic,8.63,0.0,
GENSAL,0.0,19.2,12.8,110091,WAT (Water),SHELTON 4 3,2,Closed,5.97,-0.63,1.02366,NO,YES,1.4,-0.63,4.92,Cubic,12.8,0.0,
GENSAL,0.0,12.0,8.0,110541,WAT (Water),FORD 2 1,2,Closed,5.96,3.07,1.01822,NO,YES,0.83,-0.39,3.07,Cubic,8.0,0.0,
GENSAL,0.0,11.03,10.0,136521,WAT (Water),LOWELL 5 3,1,Closed,5.95,-0.49,1.02165,NO,YES,2.09,-0.49,3.84,Cubic,10.0,0.0,
,0.0,9.6,9.6,303271,SUN (Solar),BOULDER CITY 3 2,1,Closed,5.89,0.0,1.0192,NO,YES,1.8,0.0,0.0,Cubic,9.6,0.0,
GENSAL,0.0,8.98,8.07,234561,WAT (Water),TRACY 8 7,1,Closed,5.85,-0.4,1.01198,NO,YES,2.05,-0.4,3.1,Cubic,8.07,0.0,
,0.0,12.27,10.95,259571,WND (Wind),TEHACHAPI 4 1,2,Closed,5.83,-1.58,1.01724,NO,YES,2.03,-1.58,2.33,Cubic,10.95,0.0,
GENSAL,0.0,8.07,8.07,234561,WAT (Water),TRACY 8 7,2,Closed,5.83,-0.4,1.01198,NO,YES,2.79,-0.4,3.1,Cubic,8.07,0.0,
,0.0,10.43,9.7,772071,WND (Wind),TWO DOT 2,1,Closed,5.79,2.07,1.042,NO,YES,2.08,-1.4,2.07,Cubic,9.7,0.0,
GENSAL,0.0,8.07,8.07,234551,WAT (Water),TRACY 8 6,1,Closed,5.79,-0.4,1.02018,NO,YES,2.48,-0.4,3.1,Cubic,8.07,0.0,
,0.0,8.58,8.58,135491,SUN (Solar),DEXTER 2 2,2,Closed,5.78,0.0,1.0192,NO,YES,3.03,0.0,0.0,Cubic,8.58,0.0,
GENSAL,0.0,9.54,6.6,204121,WAT (Water),ALTA 1 3,1,Closed,5.78,2.53,1.0421,NO,YES,0.8,-0.32,2.53,Cubic,6.6,0.0,
GENSAL,0.0,10.7,9.0,743321,WAT (Water),HAGERMAN 6 2,1,Closed,5.73,1.95,1.029,NO,YES,2.45,-0.44,3.46,Cubic,9.0,0.0,
GENSAL,0.0,9.84,7.95,135861,WAT (Water),LOWELL 4 7,2,Closed,5.7,-0.39,1.01568,NO,YES,3.51,-0.39,3.05,Cubic,7.95,0.0,
GENSAL,0.0,7.02,7.0,742281,WAT (Water),KUNA 2 1,1,Closed,5.65,2.69,1.042,NO,YES,1.5,-0.34,2.69,Cubic,7.0,0.0,
,0.0,9.35,9.35,290461,WND (Wind),NORTH PALM SPRINGS 7 1,2,Closed,5.63,-1.35,1.0192,NO,YES,1.46,-1.35,1.99,Cubic,9.35,0.0,
,0.0,7.5,7.5,259911,SUN (Solar),LANCASTER 8 2,1,Closed,5.56,0.0,1.0192,NO,YES,1.97,0.0,0.0,Cubic,7.5,0.0,
GENROU,20.95,51.15,38.0,606351,NG (Natural Gas),FOUNTAIN 3 2,3,Closed,5.5,-4.22,1.03047,YES,YES,4.94,-4.22,19.34,Cubic,38.0,4.001,5.236190952
GENSAL,0.0,7.0,7.0,203151,WAT (Water),CAMINO 8,1,Closed,5.48,-0.34,1.02018,NO,YES,0.96,-0.34,2.69,Cubic,7.0,0.0,
GENSAL,0.0,8.4,8.4,772911,WAT (Water),GREAT FALLS 10 1,1,Closed,5.48,-0.41,1.0192,NO,YES,2.58,-0.41,3.23,Cubic,8.4,0.0,
GENSAL,0.0,6.93,6.93,742451,WAT (Water),RUPERT 2 2,1,Closed,5.43,-0.34,1.0192,NO,YES,0.93,-0.34,2.66,Cubic,6.93,0.0,
,0.0,10.12,9.0,408331,SUN (Solar),GOLDEN VALLEY 3 2,1,Closed,5.43,0.0,1.04396,NO,YES,1.84,0.0,0.0,Cubic,9.0,0.0,
GENSAL,0.0,8.74,7.25,743181,WAT (Water),GRACE 2 2,1,Closed,5.41,2.78,1.046,NO,YES,3.43,-0.36,2.78,Cubic,7.25,0.0,
GENSAL,0.0,8.09,8.0,772001,WAT (Water),GREAT FALLS 6 1,3,Closed,5.32,-0.39,1.0192,NO,YES,0.87,-0.39,3.07,Cubic,8.0,0.0,
GENSAL,0.0,8.3,6.7,203971,WAT (Water),FOLSOM 3 2,2,Closed,5.31,-0.33,1.0192,NO,YES,1.35,-0.33,2.57,Cubic,6.7,0.0,
GENSAL,0.0,9.31,6.9,109661,WAT (Water),PACKWOOD 1,2,Closed,5.28,-0.34,1.02214,NO,YES,0.81,-0.34,2.65,Cubic,6.9,0.0,
,0.0,7.5,7.5,259691,WND (Wind),TEHACHAPI 5 4,2,Closed,5.27,1.6,1.045,NO,YES,1.52,-1.08,1.6,Cubic,7.5,0.0,
GENSAL,0.0,7.99,7.2,136131,WAT (Water),PROSPECT 3,1,Closed,5.26,-0.35,1.02116,NO,YES,1.1,-0.35,2.76,Cubic,7.2,0.0,
GENSAL,0.0,11.25,7.5,742221,WAT (Water),BOISE 14 5,1,Closed,5.26,2.88,1.02508,NO,YES,2.34,-0.37,2.88,Cubic,7.5,0.0,
,0.0,10.12,8.58,135491,SUN (Solar),DEXTER 2 2,5,Closed,5.17,0.0,1.0192,NO,YES,2.45,0.0,0.0,Cubic,8.58,0.0,
,0.0,9.0,9.0,290561,SUN (Solar),TWENTYNINE PALMS 3 3,1,Closed,5.17,0.0,1.01972,NO,YES,2.27,0.0,0.0,Cubic,9.0,0.0,
GENSAL,0.0,10.31,10.2,232961,WAT (Water),AUBERRY 1 6,1,Closed,5.07,-0.5,1.02704,NO,YES,2.79,-0.5,3.92,Cubic,10.2,0.0,
GENSAL,0.0,8.0,8.0,742681,WAT (Water),IDAHO FALLS 8 1,1,Closed,5.03,-0.39,1.02165,NO,YES,1.04,-0.39,3.07,Cubic,8.0,0.0,
,0.0,8.71,6.67,288291,SUN (Solar),CALIPATRIA 3 4,2,Closed,5.01,0.0,1.01584,NO,YES,1.25,0.0,0.0,Cubic,6.67,0.0,
GENSAL,0.0,7.6,7.6,203701,WAT (Water),MONTGOMERY CREEK 2 6,1,Closed,4.98,0.84,1.02606,NO,YES,2.98,-0.37,2.92,Cubic,7.6,0.0,
GENSAL,0.0,12.1,12.1,203841,WAT (Water),FORBESTOWN 1 3,1,Closed,4.8,-0.59,1.02174,NO,YES,1.96,-0.59,4.65,Cubic,12.1,0.0,
,0.0,8.18,6.9,259701,WND (Wind),TEHACHAPI 5 5,1,Closed,4.64,1.47,1.045,NO,YES,2.08,-0.99,1.47,Cubic,6.9,0.0,
GENSAL,0.0,8.22,6.7,203971,WAT (Water),FOLSOM 3 2,1,Closed,4.62,-0.33,1.0192,NO,YES,2.22,-0.33,2.57,Cubic,6.7,0.0,
,0.0,8.8,8.0,533011,SUN (Solar),DEMING 4 2,1,Closed,4.59,0.0,1.0192,NO,YES,0.9,0.0,0.0,Cubic,8.0,0.0,
GENSAL,0.0,10.88,9.3,532241,WAT (Water),FARMINGTON 5 4,1,Closed,4.59,-0.46,1.01724,NO,YES,0.99,-0.46,3.57,Cubic,9.3,0.0,
GENSAL,0.0,8.0,8.0,772001,WAT (Water),GREAT FALLS 6 1,1,Closed,4.35,-0.39,1.0192,NO,YES,1.43,-0.39,3.07,Cubic,8.0,0.0,
GENSAL,0.0,6.67,6.6,262061,WAT (Water),KERNVILLE 2,1,Closed,4.32,-0.32,1.0192,NO,YES,1.3,-0.32,2.53,Cubic,6.6,0.0,
GENSAL,0.0,8.35,8.25,743331,WAT (Water),HAGERMAN 6 3,2,Closed,4.14,0.78,1.029,NO,YES,2.42,-0.4,3.17,Cubic,8.25,0.0,
GENSAL,0.0,6.94,6.8,203711,WAT (Water),MONTGOMERY CREEK 2 7,1,Closed,3.98,-0.33,1.02606,NO,YES,0.75,-0.33,2.61,Cubic,6.8,0.0,
GENROU,23.19,7.53,7.5,701671,NG (Natural Gas),GILLETTE 6 1,3,Closed,3.73,-0.83,1.02214,YES,YES,3.62,-0.83,3.82,Cubic,7.5,5.135,4.516066212
GENSAL,0.0,6.93,6.93,742481,WAT (Water),RUPERT 2 5,1,Closed,3.4,-0.34,1.0192,NO,YES,0.91,-0.34,2.66,Cubic,6.93,0.0,
GENROU,27.45,8.33,7.5,701671,NG (Natural Gas),GILLETTE 6 1,2,Closed,3.36,-0.83,1.02214,YES,YES,3.25,-0.83,3.82,Cubic,7.5,5.135,5.345666991
GENROU,24.89,9.63,7.5,701671,NG (Natural Gas),GILLETTE 6 1,9,Closed,3.28,-0.83,1.02214,YES,YES,3.17,-0.83,3.82,Cubic,7.5,5.135,4.847127556
GENROU,23.53,7.5,7.5,701671,NG (Natural Gas),GILLETTE 6 1,1,Closed,2.97,-0.83,1.02214,YES,YES,2.86,-0.83,3.82,Cubic,7.5,5.135,4.582278481
GENROU,19.08,10.44,9.15,772641,NG (Natural Gas),BUTTE 3 2,5,Closed,2.92,-0.66,1.01822,YES,YES,2.79,-1.02,4.66,Cubic,9.15,3.986,4.786753638
GENROU,27.52,7.65,6.83,701471,BIT (Bituminous Coal),GREEN RIVER 3 1,3,Closed,2.61,-0.83,1.01822,YES,YES,2.51,-0.83,3.18,Cubic,6.83,4.019,6.847474496
GENROU,24.09,8.2,7.5,701671,NG (Natural Gas),GILLETTE 6 1,6,Closed,2.46,-0.83,1.02214,YES,YES,2.35,-0.83,3.82,Cubic,7.5,5.135,4.691333982
GENROU,25.23,10.83,7.5,701671,NG (Natural Gas),GILLETTE 6 1,4,Closed,1.96,-0.83,1.02214,YES,YES,1.85,-0.83,3.82,Cubic,7.5,5.135,4.913339825
GENROU,25.66,7.63,7.5,701671,NG (Natural Gas),GILLETTE 6 1,7,Closed,1.74,-0.83,1.02214,YES,YES,1.63,-0.83,3.82,Cubic,7.5,5.135,4.99707887
GENROU,23.95,8.28,6.83,701471,BIT (Bituminous Coal),GREEN RIVER 3 1,2,Closed,1.71,-0.83,1.01822,YES,YES,1.61,-0.83,3.18,Cubic,6.83,4.019,5.959193829
GENROU,29.57,8.26,6.83,701471,BIT (Bituminous Coal),GREEN RIVER 3 1,4,Closed,1.53,-0.83,1.01822,YES,YES,1.43,-0.83,3.18,Cubic,6.83,4.019,7.35755163
GENROU,25.25,10.15,7.5,701671,NG (Natural Gas),GILLETTE 6 1,5,Closed,1.39,-0.83,1.02214,YES,YES,1.28,-0.83,3.82,Cubic,7.5,5.135,4.917234664
GENROU,28.84,6.83,6.83,701471,BIT (Bituminous Coal),GREEN RIVER 3 1,5,Closed,1.02,-0.83,1.01822,YES,YES,0.92,-0.83,3.18,Cubic,6.83,4.019,7.175914407
GENROU,26.37,7.5,7.5,701671,NG (Natural Gas),GILLETTE 6 1,8,Closed,0.94,-0.83,1.02214,YES,YES,0.83,-0.83,3.82,Cubic,7.5,5.135,5.135345667
GENROU,0.0,9.06,6.7,259331,NG (Natural Gas),NORWALK 4 4,2,Open,0.0,0.0,1.027,YES,YES,2.88,-0.74,3.41,Cubic,6.7,3.643,0.0
GENROU,0.0,16.91,15.35,259331,NG (Natural Gas),NORWALK 4 4,1,Open,0.0,0.0,1.027,YES,YES,3.95,-1.7,7.81,Cubic,15.35,3.643,0.0
GENROU,0.0,17.09,15.35,259321,NG (Natural Gas),NORWALK 4 3,2,Open,0.0,0.0,1.038,YES,YES,6.74,-1.7,7.81,Cubic,15.35,3.655,0.0
GENSAL,0.0,119.0,119.0,203951,WAT (Water),REDDING 8 9,1,Open,0.0,0.0,1.02508,NO,YES,44.8,-5.83,45.7,Cubic,119.0,0.0,
