eGRID2018 Plant file sequence number,Plant state abbreviation,Plant_name,DOE,Plant transmission or distribution system owner ID,Plant latitude,Plant longitude,Number of generators,Plant primary fuel,Plant primary coal/oil/gas/ other fossil fuel category,Plant_capacity_factor,Plant nameplate capacity (MW),Plant annual heat input from combustion (MMBtu),Plant total annual heat input (MMBtu),Plant annual net generation (MWh),CalCapFac
9542,TX,Central Utility Plant,10184,1015,30.397351,-97.842586,3,NG,GAS,0.1547,14.3,"163,856","163,856","19,377",0.118256275
9543,TX,Central Utility Plant - Texas A&M,58151,2442,30.617778,-96.343333,3,NG,GAS,0.3785,50.1,"929,082","929,082","166,097",0.178775384
9544,TX,CFB Power Plant,56708,3278,28.650278,-96.539722,2,NG,GAS,0.3291,310,"11,518,443","11,518,443","893,670",0.077586005
9545,TX,"Chamon Power, LLC",60460,8901,29.883214,-95.111345,2,NG,GAS,0.0433,121,"626,030","626,030","45,857",0.073250483
9549,TX,Channelview Cogeneration Facility,55187,8901,29.836952,-95.121744,5,NG,GAS,0.6647,918.3,"30,724,093","30,724,093","5,347,392",0.17404556
9556,TX,Coleto Creek,6178,44372,28.7128,-97.214167,1,SUB,COAL,0.7062,622.4,"41,137,930","41,137,930","3,850,242",0.093593479
9557,TX,Colorado Bend Energy Center,56350,8901,29.2878,-96.0683,6,NG,GAS,0.3462,580.1,"15,057,536","15,057,536","1,759,466",0.11684953
9558,TX,Colorado Bend II,60122,8901,29.289415,-96.065399,3,NG,GAS,0.4186,"1,230.30","31,829,080","31,829,080","4,510,963",0.14172458
9565,TX,Copper Station,9,5701,31.7569,-106.375,1,NG,GAS,0.0621,86.9,"792,909","792,909","47,287",0.059637361
9566,TX,Corpus Christi,50475,3278,27.811083,-97.595813,1,NG,GAS,0.1877,41,"514,108","514,108","67,403",0.131106721
9567,TX,Corpus Christi Energy Center,55206,3278,27.8139,-97.4283,3,NG,GAS,0.3936,593.3,"12,631,797","12,631,797","2,045,715",0.161949638
9568,TX,Corpus Refinery,50026,3278,27.8322,-97.5281,1,NG,GAS,0.7148,47,"1,521,316","1,521,316","294,282",0.19343906
9571,TX,Cottonwood Energy Project,55358,55936,30.2588,-93.7353,8,NG,GAS,0.571,"1,433.60","52,546,317","52,546,317","7,170,723",0.136464807
9576,TX,Decker Creek,3548,1015,30.3033,-97.6128,7,NG,GAS,0.1105,932.3,"10,634,792","10,634,792","902,273",0.084841622
9577,TX,Decordova,8063,44372,32.403056,-97.700556,7,NG,GAS,0.0009,"1,627.80","189,430","189,430","13,144",0.069387098
9578,TX,Deer Park Energy Center,55464,8901,29.713414,-95.134508,6,NG,GAS,0.669,"1,176.00","41,508,515","41,508,515","6,891,970",0.1660375
9581,TX,Denton Energy Center,61643,5063,33.214869,-97.209692,12,NG,GAS,0.0745,225.6,"1,233,560","1,233,560","147,299",0.119409679
9593,TX,Eastman Cogeneration Facility,55176,17698,32.4481,-94.6903,3,NG,GAS,0.5354,467.7,"12,531,549","12,531,549","2,193,722",0.17505592
9599,TX,Ector County Energy Center,58471,44372,32.069167,-102.585556,2,NG,GAS,0.1492,358.8,"5,462,612","5,462,612","469,089",0.085872656
9601,TX,EG178 Facility,56233,44372,32.747058,-100.954661,3,NG,GAS,0.5834,153.9,"6,001,009","6,001,009","786,480",0.131057969
9605,TX,Elk Station,58835,17718,33.865,-101.843333,3,NG,GAS,0.1142,606,"6,338,773","6,338,773","605,966",0.095596735
9609,TX,"Ennis Power Company, LLC",55223,44372,32.32,-96.675,2,NG,GAS,0.4482,418,"11,431,805","11,431,805","1,641,207",0.143564993
9610,TX,Enterprise Products Operating,10261,8901,29.8247,-94.9197,8,NG,GAS,0.6811,25.7,"2,333,813","2,333,813","153,326",0.065697639
9620,TX,Exelon Laporte Generating Station,55365,8901,29.7028,-95.0718,4,NG,GAS,0.0245,236,"753,438","753,438","50,643",0.067215882
9621,TX,ExxonMobil Baytown Refinery,10436,8901,29.753517,-94.997277,11,NG,GAS,0.5464,231.7,"5,920,236","5,920,236","1,109,027",0.187328186
9622,TX,ExxonMobil Baytown Turbine,10692,8901,29.759124,-95.009648,5,NG,GAS,0.7946,381.8,"14,250,029","14,250,029","2,657,670",0.186502781
9623,TX,ExxonMobil Beaumont Refinery,50625,55937,30.0636,-94.0753,12,NG,GAS,0.6889,697.8,"24,012,802","24,012,802","4,210,850",0.175358544
9633,TX,Formosa Utility Venture Ltd,10554,3278,28.6917,-96.5417,13,NG,GAS,0.4532,933.4,"19,139,995","19,139,995","3,705,926",0.193622082
9634,TX,Forney Power Plant,55480,44372,32.7563,-96.4916,8,NG,GAS,0.6281,"1,894.20","76,024,101","76,024,101","10,421,597",0.137082805
9636,TX,Freeport Energy,52120,8901,28.991289,-95.407481,16,NG,GAS,0.329,"1,378.60","23,248,933","23,248,933","3,972,999",0.1708895
9637,TX,Freeport Energy Center,56152,8901,28.988761,-95.395417,3,NG,GAS,0.3721,440,"7,591,387","7,591,387","1,434,043",0.188903971
9639,TX,Freestone Power Generation,55226,44372,31.8907,-96.1131,6,NG,GAS,0.7047,"1,036.00","46,636,150","46,636,150","6,394,911",0.137123476
9640,TX,Friendswood Energy Center,60468,8901,29.647267,-95.451516,1,NG,GAS,0.0219,121.5,"330,451","330,451","23,311",0.070542985
9645,TX,Gibbons Creek Steam Electric Station,6136,18715,30.619937,-96.081846,1,SUB,COAL,0.198,453.5,"9,527,039","9,527,039","786,451",0.082549363
9651,TX,Goodyear Beaumont Chemical Plant,54321,55937,29.9728,-94.2142,5,NG,GAS,0.7282,34.8,"1,223,021","1,223,021","221,996",0.181514485
9653,TX,Graham,3490,44372,33.1344,-98.6117,2,NG,GAS,0.0236,634.7,"1,546,512","1,546,512","131,164",0.084812792
9661,TX,Greens Bayou,3464,8901,29.822201,-95.219429,7,NG,GAS,0.0064,878.4,"753,275","753,275","48,969",0.065008131
9665,TX,Guadalupe Generating Station,55153,11269,29.6244,-98.1419,6,NG,GAS,0.5798,"1,088.20","44,495,414","44,495,414","5,527,011",0.124215296
9669,TX,H W Pirkey Power Plant,7902,17698,32.4607,-94.4852,1,LIG,COAL,0.726,721,"53,272,993","53,272,993","4,585,248",0.086070779
9671,TX,Hal C Weaver Power Plant,50118,1015,30.2867,-97.7356,10,NG,GAS,0.2252,170.5,"1,728,155","1,728,155","336,331",0.194618518
9675,TX,Handley Generating Station,3491,44372,32.7283,-97.2192,5,NG,GAS,0.0603,"1,433.30","9,226,755","9,226,755","757,356",0.082082596
9677,TX,Hardin County Peaking Facility,56604,55937,30.3038,-94.2526,2,NG,GAS,0.0303,173,"589,777","589,777","45,942",0.077897239
9678,TX,Harrington Station,6193,17718,35.29816,-101.747187,3,SUB,COAL,0.5056,"1,080.00","51,250,210","51,250,210","4,783,688",0.093339871
9679,TX,Harrison County Power Project,55664,20404,32.3958,-94.4367,3,NG,GAS,0.3149,570,"11,529,384","11,529,384","1,572,405",0.136382395
9681,TX,Hays Energy Facility,55144,11269,29.7806,-97.9894,4,NG,GAS,0.3532,989,"23,188,726","23,188,726","3,060,201",0.131969346
9693,TX,Houston Chemical Complex Battleground,50043,8901,29.7314,-95.0839,4,NG,GAS,0.5302,380.7,"10,025,118","10,025,118","1,768,002",0.176357228
9700,TX,Ingleside Cogeneration,55313,3278,27.882778,-97.242778,3,NG,GAS,0.5732,517,"14,035,820","14,035,820","2,596,042",0.184958344
9705,TX,J K Spruce,7097,16604,29.309722,-98.3203,2,SUB,COAL,0.5715,"1,444.00","76,731,281","76,731,281","7,228,933",0.09421103
9706,TX,J Robert Massengale Generating Station,3604,11292,33.6039,-101.8408,5,NG,GAS,0.1827,107,"1,527,673","1,527,673","171,241",0.112092706
9707,TX,J T Deely,6181,16604,29.308056,-98.3228,2,SUB,COAL,0.563,932,"58,059,116","58,059,116","4,596,611",0.079171219
9708,TX,Jack County Generation Facility,55230,44372,33.101,-97.9574,6,NG,GAS,0.3257,"1,280.00","26,782,953","26,782,953","3,651,675",0.136343255
9709,TX,Jameson Gas Processing Plant,55052,3278,32.05,-100.6917,5,NG,GAS,0.732,2.3,"124,182","124,182","14,749",0.118769226
9712,TX,JCO Oxides Olefins Plant,54637,55937,29.963502,-93.929737,2,NG,GAS,0.777,77.2,"2,691,284","2,691,284","525,474",0.195250321
9713,TX,Johnson County Generation Facility,54817,2172,32.3994,-97.4078,2,NG,GAS,0.181,282.6,"3,679,065","3,679,065","447,947",0.121755663
9714,TX,Jones Station,3482,17718,33.5239,-101.7392,4,NG,GAS,0.3186,860.4,"25,866,323","25,866,323","2,400,985",0.092822818
9721,TX,Knox Lee Power Plant,3476,17698,32.3766,-94.6415,4,NG,GAS,0.0326,501,"1,822,435","1,822,435","142,855",0.078386883
9724,TX,Lake Hubbard,3452,44372,32.8358,-96.5458,2,NG,GAS,0.0339,927.5,"3,314,571","3,314,571","275,420",0.08309371
9725,TX,Lamar Power Plant,55097,44372,33.6308,-95.59,6,NG,GAS,0.7475,"1,112.60","52,094,170","52,094,170","7,285,075",0.139844343
9730,TX,Laredo,3439,3278,27.5667,-99.5089,5,NG,GAS,0.0439,450.8,"1,635,719","1,635,719","173,217",0.105896551
9731,TX,Leon Creek,3609,16604,29.3525,-98.5761,6,NG,GAS,0.0549,418.3,"2,260,063","2,260,063","201,102",0.088980705
9733,TX,Lewis Creek,3457,55937,30.4356,-95.5214,2,NG,GAS,0.4199,542.8,"19,699,414","19,699,414","1,996,351",0.101340629
9735,TX,Limestone,298,8901,31.4219,-96.2525,2,SUB,COAL,0.5893,"1,849.80","101,180,247","101,180,247","9,548,363",0.094369833
9742,TX,Lone Star Power Plant,3477,17698,32.9215,-94.7226,1,NG,GAS,0.0169,40,"86,137","86,137","5,917",0.068692896
9751,TX,Lost Pines 1,55154,1015,30.1478,-97.2714,3,NG,GAS,0.4349,609,"16,883,936","16,883,936","2,320,257",0.13742394
9754,TX,Magic Valley Generating Station,55123,3278,26.3403,-98.19,3,NG,GAS,0.4663,801,"23,565,193","23,565,193","3,271,743",0.138837946
9766,TX,Martin Lake,6146,44372,32.2606,-94.5706,4,LIG,COAL,0.5044,"3,179.60","149,422,692","149,422,692","14,049,804",0.094027245
9776,TX,Midlothian Energy,55091,44372,32.4302,-97.0537,6,NG,GAS,0.3647,"1,734.00","42,566,342","42,566,342","5,539,329",0.130134015
9781,TX,Mont Belvieu Cogeneration Unit,57322,8901,29.838138,-94.900661,1,NG,GAS,0.6808,15,"486,733","486,733","89,457",0.183790861
9782,TX,Montana Power Station,58562,5701,31.823889,-106.211944,4,NG,GAS,0.2488,527.2,"10,424,203","10,424,203","1,148,971",0.110221472
9788,TX,Morgan Creek,3492,44372,32.3358,-100.9156,12,NG,GAS,0.0005,"2,163.70","146,326","146,326","9,111",0.062265079
9789,TX,Motiva Enterprises Port Arthur Refinery,50973,55937,29.888462,-93.950984,11,NG,GAS,0.6427,316.9,"13,700,431","13,700,431","1,784,185",0.130228387
9790,TX,Mountain Creek Generating Station,3453,44372,32.7231,-96.9358,5,NG,GAS,0.0487,958.3,"5,281,565","5,281,565","408,655",0.077373847
9791,TX,Mustang Station,55065,17718,32.9728,-102.7417,3,NG,GAS,0.457,521,"16,610,786","16,610,786","2,085,579",0.125555708
9792,TX,Mustang Station (56326),56326,17718,32.974554,-102.743607,3,NG,GAS,0.1906,510,"10,672,770","10,672,770","851,420",0.079774979
9794,TX,NAFTA Region Olefins Complex Cogen Fac,55122,55936,29.954321,-93.883592,2,NG,GAS,0.7134,83.2,"2,807,967","2,807,967","519,980",0.185180254
9795,TX,NASA Johnson Space Center CHP,62762,8901,29.562372,-95.089302,2,NG,GAS,0.5506,11.2,"580,552","580,552","54,021",0.093051139
9798,TX,New Gulf Power Facility,50137,8901,29.2639,-95.8997,2,NG,GAS,0.0198,114.4,"297,292","297,292","19,800",0.066601187
9799,TX,Newman,3456,5701,31.983587,-106.431777,9,NG,GAS,0.4132,882,"31,648,766","31,648,766","3,192,531",0.100873804
9801,TX,Nichols Station,3484,17718,35.283357,-101.746423,3,NG,GAS,0.2092,474.7,"10,221,875","10,221,875","869,806",0.085092608
9810,TX,Nueces Bay,3441,3278,27.819412,-97.419203,5,NG,GAS,0.2631,942.7,"16,690,175","16,690,175","2,172,539",0.130168737
9812,TX,O W Sommers,3611,16604,29.308056,-98.3242,2,NG,GAS,0.1168,892,"10,756,813","10,756,813","912,427",0.084823172
9813,TX,Oak Grove,6180,44372,31.1803,-96.4866,4,LIG,COAL,0.4105,"3,397.00","121,344,303","121,344,303","12,216,046",0.100672596
9823,TX,Odessa Ector Generating Station,55215,44372,31.8403,-102.3264,6,NG,GAS,0.7348,"1,152.80","54,708,872","54,708,872","7,420,294",0.135632371
9824,TX,Oklaunion Power Station,127,15474,34.0825,-99.1753,1,SUB,COAL,0.5264,720,"38,461,743","38,461,743","3,320,056",0.086320997
9827,TX,"Optim Energy Altura Cogen, LLC",50815,8901,29.8161,-95.10773,7,NG,GAS,0.5304,643.6,"16,610,882","16,610,882","2,990,075",0.180007002
9828,TX,Oyster Creek Unit VIII,54676,8901,28.9802,-95.342,4,NG,GAS,0.5022,497.9,"13,158,248","13,158,248","2,190,554",0.166477638
9833,TX,Panda Sherman Power Station,58005,44372,33.582573,-96.617893,3,NG,GAS,0.5182,803.2,"27,606,141","27,606,141","3,645,692",0.132060906
9834,TX,Panda Temple Power Station,58001,44372,31.055833,-97.317222,6,NG,GAS,0.3889,"1,606.40","43,226,063","43,226,063","5,472,304",0.126597326
9836,TX,Paris Energy Center,50109,44372,33.6968,-95.5577,3,NG,GAS,0.1984,265.6,"4,169,921","4,169,921","461,662",0.110712409
9839,TX,Pasadena Power Plant,55047,8901,29.72475,-95.176479,5,NG,GAS,0.5543,815,"25,449,637","25,449,637","3,957,181",0.155490663
9845,TX,Pearsall,3630,17583,28.9275,-99.0919,27,NG,GAS,0.1166,267.6,"2,559,771","2,559,771","273,303",0.106768535
9849,TX,Permian Basin,3494,44372,31.5839,-102.9633,7,NG,GAS,0.0069,"1,097.40","926,603","926,603","66,529",0.071798818
9853,TX,Phelps Dodge Refining,54628,5701,31.764458,-106.391314,5,NG,GAS,0.241,19.6,"224,050","224,050","41,385",0.184713113
9856,TX,Plant X,3485,17718,34.1661,-102.4114,4,NG,GAS,0.3209,434.4,"14,120,435","14,120,435","1,221,177",0.086482959
9860,TX,Port Arthur Texas Refinery,10568,55936,29.964938,-93.891283,1,NG,GAS,0.7878,38.4,"1,344,328","1,344,328","264,994",0.197120013
9861,TX,Port Comfort Peaking Facility,60459,3278,28.64807,-96.54621,2,NG,GAS,0.0444,121,"665,338","665,338","47,020",0.070670847
9862,TX,Port Neches Plant,54748,55937,29.97876,-93.952294,1,NG,GAS,0.5356,38,"981,122","981,122","178,291",0.181721487
9865,TX,Power Island,10154,8901,29.2293,-95.1952,3,NG,GAS,0.2049,141,"1,330,222","1,330,222","253,090",0.190261524
9866,TX,Power Lane Steam Plant,4195,7634,33.1707,-96.1264,6,NG,GAS,0.0326,112.2,"24,646","24,646","32,019",1.29915609
9868,TX,Power Station 4,52132,40051,29.378164,-94.92195,3,NG,GAS,0.4015,191.1,"3,858,384","3,858,384","672,174",0.174211262
9872,TX,PRSI FCC Generator,58069,8901,29.723333,-95.210278,1,PC,OIL,0.0226,4.7,"5,292","5,292",929,0.17558515
9875,TX,Quail Run Energy Center,56349,44372,31.8414,-102.315,6,NG,GAS,0.3136,550.4,"13,127,418","13,127,418","1,512,197",0.115193788
9876,TX,R W Miller,3628,2172,32.6581,-98.3103,5,NG,GAS,0.076,603.6,"5,193,614","5,193,614","402,062",0.077414687
9883,TX,Ray Olinger,3576,6958,33.068055,-96.452481,4,NG,GAS,0.0216,427.7,"1,035,618","1,035,618","80,947",0.078162991
9888,TX,Red Gate Power Plant,59391,3278,26.451111,-98.1775,12,NG,GAS,0.1889,224.4,"3,337,545","3,337,545","371,234",0.111229663
9891,TX,Rice University,50054,8901,29.721048,-95.39536,2,NG,GAS,0.477,6.9,"155,636","155,636","28,832",0.185252662
9894,TX,"Rio Nogales Power Project, LP",55137,11269,29.593056,-97.973215,4,NG,GAS,0.3783,940.2,"23,075,566","23,075,566","3,115,812",0.13502646
9900,TX,Robert Mueller Energy Center,56374,1015,30.304994,-97.707675,2,NG,GAS,0.5383,6.1,"286,764","286,764","28,767",0.100316084
9903,TX,Roland C. Dansby Power Plant,6243,2442,30.7217,-96.4608,3,NG,GAS,0.0785,203.2,"2,077,806","2,077,806","139,787",0.067276252
9906,TX,Sabine,3459,55937,30.0242,-93.878,5,NG,GAS,0.2333,"2,051.20","45,243,022","45,243,022","4,191,510",0.092644342
9907,TX,Sabine Cogeneration Facility,55104,55937,30.0444,-93.771389,3,NG,GAS,0.6318,106.5,"5,943,165","5,943,165","589,472",0.099184864
9912,TX,Sam Rayburn Plant,3631,17583,28.8947,-97.135,9,NG,GAS,0.1063,240.2,"2,062,196","2,062,196","223,591",0.108423739
9913,TX,Sam Seymour,6179,11269,29.9172,-96.7506,3,SUB,COAL,0.6998,"1,690.00","113,685,574","113,685,574","10,360,090",0.091129328
9914,TX,San Jacinto County Peaking Facility,56603,55937,30.4193,-95.0118,2,NG,GAS,0.1008,170,"1,862,888","1,862,888","150,105",0.080576503
9915,TX,San Jacinto Steam Electric Station,7325,8901,29.694838,-95.040622,2,NG,GAS,0.6881,176.4,"14,615,126","14,615,126","1,063,319",0.072754693
9916,TX,San Miguel,6183,17583,28.7044,-98.4775,1,LIG,COAL,0.6987,410,"34,931,394","34,931,394","2,509,410",0.071838244
9919,TX,Sand Hill Energy Center,7900,1015,30.2098,-97.6129,8,NG,GAS,0.2957,696.4,"14,875,230","14,875,230","1,803,766",0.121259705
9920,TX,Sandow,6648,44372,30.565871,-97.064032,1,LIG,COAL,0.0207,590.6,"1,300,541","1,300,541","107,106",0.082354958
9921,TX,Sandow Station,52071,44372,30.5681,-97.0614,4,LIG,COAL,0.0158,"1,024.50","1,394,382","1,394,382","141,443",0.10143777
9922,TX,Sandy Creek Energy Station,56611,44372,31.474378,-96.957149,1,SUB,COAL,0.7326,"1,008.00","64,732,980","64,732,980","6,469,237",0.099937265
9927,TX,Seadrift Coke LP,10167,3278,28.513929,-96.794154,1,PC,OIL,0.0419,7.6,"25,890","25,890","2,791",0.107788809
9937,TX,Signal Hill Generating LLC,50127,44372,33.8625,-98.5894,4,NG,GAS,0.0265,80,"246,273","246,273","18,556",0.075347265
9938,TX,Silas Ray,3559,2409,25.9131,-97.5214,12,NG,GAS,0.0274,170.4,"464,935","464,935","40,928",0.08802951
9940,TX,Sim Gideon,3601,11269,30.1456,-97.2708,3,NG,GAS,0.1008,623,"5,836,651","5,836,651","550,196",0.094265701
9942,TX,Sky Global Power One,59938,16638,29.550278,-96.537778,6,NG,GAS,0.103,51,"428,194","428,194","46,000",0.107427946
9948,TX,South Houston Green Power Site,55470,40051,29.378097,-94.932773,5,NG,GAS,0.5171,861,"20,555,803","20,555,803","3,900,260",0.189740095
9953,TX,Spencer,4266,5063,33.1975,-97.1061,5,NG,GAS,0.0062,173.7,"136,403","136,403","9,377",0.068744822
9957,TX,SRW Cogen Limited Partnership,55120,55937,30.0552,-93.7579,7,NG,GAS,0.5697,610.4,"15,582,433","15,582,433","3,046,399",0.195502138
9959,TX,State Farm Insur Support Center Central,55390,44372,32.9192,-96.9894,6,DFO,OIL,0.0011,10.8,"1,750","1,750",107,0.061141644
9964,TX,Stryker Creek,3504,44372,31.93985,-94.989834,7,NG,GAS,0.0184,713.4,"1,458,818","1,458,818","115,130",0.078920057
9970,TX,Sweeny Cogeneration Facility,55015,40051,29.0728,-95.745,4,NG,GAS,0.5665,572,"19,268,445","19,268,445","2,838,644",0.147320865
9977,TX,T C Ferguson Power Plant,4937,11269,30.558,-98.3705,4,NG,GAS,0.3452,"1,020.60","21,299,829","21,299,829","3,086,140",0.144890365
9978,TX,T H Wharton,3469,8901,29.9417,-95.5306,18,NG,GAS,0.0455,"1,437.70","5,849,942","5,849,942","572,456",0.097856696
9981,TX,TECO CHP-1,57504,8901,29.703454,-95.398317,1,NG,GAS,0.1766,48,"400,695","400,695","74,235",0.185265715
9982,TX,Tenaska Frontier Generating Station,55062,8901,30.5924,-95.9178,4,NG,GAS,0.4332,939.7,"26,278,532","26,278,532","3,566,210",0.135708113
9983,TX,Tenaska Gateway Generating Station,55132,44372,32.017826,-94.619743,4,NG,GAS,0.353,939.6,"21,578,981","21,578,981","2,905,428",0.134641576
9984,TX,Tenet Hospital,50241,5701,31.7697,-106.5014,2,DFO,OIL,0.0004,4.2,76,76,13,0.170691036
9986,TX,Texas City Cogeneration,52088,40051,29.378697,-94.943829,4,NG,GAS,0.2423,450,"5,435,332","5,435,332","955,109",0.175722289
9989,TX,Texas Petrochemicals,50229,8901,29.6981,-95.2547,4,NG,GAS,0.0446,595,"1,282,072","1,282,072","232,244",0.18114736
9991,TX,"The Methodist Hospital, Gas Turbine",59381,8901,29.709444,-95.400278,1,NG,GAS,0.6492,5,"282,519","282,519","28,434",0.100644558
9992,TX,Ticona Polymers Inc,10243,3278,27.5697,-97.8228,5,NG,GAS,0.4129,56.8,"2,099,893","2,099,893","205,450",0.097838328
9994,TX,Tolk Station,6194,17718,34.186494,-102.56999,2,SUB,COAL,0.3829,"1,135.80","38,076,417","38,076,417","3,810,060",0.100063512
10000,TX,Trinidad,3507,44372,32.124519,-96.101277,3,NG,GAS,0.0189,243.3,"624,228","624,228","40,265",0.064503675
10004,TX,Twin Oaks,7030,15473,31.091925,-96.69503,3,LIG,COAL,0.2956,949.2,"28,563,246","28,563,246","2,457,779",0.086046908
10008,TX,Ty Cooke,3602,11292,33.5211,-101.7906,5,NG,GAS,0.007,150.6,"145,186","145,186","9,170",0.06316036
10011,TX,Union Carbide Seadrift Cogen,50150,3278,28.5105,-96.7706,8,NG,GAS,0.5533,168,"5,875,533","5,875,533","814,327",0.138596222
10015,TX,V H Braunig,3612,16604,29.257046,-98.384045,10,NG,GAS,0.2524,"1,713.00","29,067,690","29,067,690","3,786,807",0.130275471
10017,TX,Valero Refinery Corpus Christi West,50121,3278,27.8175,-97.4814,4,PC,OIL,0.2413,76.7,"2,287,733","2,684,478","162,143",0.070874967
10022,TX,Victoria Power Station,3443,3278,28.7883,-97.01,4,NG,GAS,0.1646,712.9,"8,101,559","8,101,559","1,027,601",0.126839908
10023,TX,Victoria Texas Plant,10790,3278,28.675088,-96.956014,1,NG,GAS,0.6564,102.4,"3,129,547","3,129,547","588,842",0.188155655
10025,TX,W A Parish,3470,8901,29.4828,-95.6311,9,SUB,COAL,0.4514,"4,008.40","164,203,035","164,203,035","15,850,521",0.096530012
10029,TX,Wasson CO2 Removal Plant,52122,17718,33.009944,-102.756945,1,NG,GAS,0.7945,23.4,"1,313,350","1,313,350","162,862",0.124005015
10033,TX,Welsh Power Plant,6139,17698,33.05522,-94.839993,3,SUB,COAL,0.3721,"1,674.00","61,656,785","61,656,785","5,456,590",0.088499425
10039,TX,Westhollow Technology Center,54330,8901,29.726017,-95.638249,1,NG,GAS,0.3994,3.7,"119,173","119,173","12,944",0.108615006
10052,TX,Wilkes Power Plant,3478,17698,32.848163,-94.547986,3,NG,GAS,0.0747,882,"6,815,977","6,815,977","577,375",0.084709059
10055,TX,Winchester Power Park,56674,11269,30.0381,-96.9875,4,NG,GAS,0.0181,242,"355,267","355,267","38,309",0.107831575
10057,TX,"Wise County Power Company, LLC",55320,44372,33.0583,-97.9103,3,NG,GAS,0.1489,821.7,"7,947,704","7,947,704","1,071,554",0.134825639
10058,TX,Wolf Hollow Generating Station,55139,44372,32.33422,-97.731686,3,NG,GAS,0.2037,788.4,"11,245,932","11,245,932","1,407,017",0.125113419
10059,TX,Wolf Hollow II,59812,44372,32.337679,-97.734612,3,NG,GAS,0.493,"1,231.20","36,521,766","36,521,766","5,316,812",0.145579269
10061,TX,Woodall Gas Plant,57952,13757,35.690833,-100.240278,3,NG,GAS,0.9376,3,"319,272","319,272","24,641",0.07717871
10065,TX,Works 4,54364,44372,34.003489,-98.553539,4,DFO,OIL,0.0022,6,983,983,116,0.118007001
10066,TX,Yates Gas Plant,55025,20404,30.8847,-101.9208,2,NG,GAS,0.495,5.6,"130,895","130,895","24,281",0.185499227
10070,UT,Bloomington Power Plant,7767,17874,37.041997,-113.626736,7,DFO,OIL,0.0018,11.9,"2,275","2,275",188,0.082636411
10074,UT,Bonanza,7790,40230,40.0864,-109.2844,2,BIT,COAL,0.6844,609.5,"39,741,115","39,741,115","3,654,103",0.091947672
10076,UT,Bountiful City,3665,2010,40.886867,-111.885332,10,NG,GAS,0.0527,44.4,"223,519","223,519","20,513",0.091772964
10082,UT,Central Energy Plant USU,58139,11135,41.748611,-111.811667,1,NG,GAS,0.7471,5,"496,522","496,522","32,723",0.065904431
10085,UT,Currant Creek Power Project,56102,14354,39.82144,-111.89345,3,NG,GAS,0.4254,649,"18,019,971","18,019,971","2,418,275",0.134199717
10088,UT,eBay - South Jordan,59281,14354,40.560556,-112.047778,2,NG,GAS,0.8763,9.8,"562,549","562,549","75,228",0.133727018
10099,UT,Gadsby,3648,14354,40.7686,-111.9289,6,NG,GAS,0.0138,492.1,"1,020,953","1,020,953","59,310",0.058092782
10106,UT,Heber City,7111,8366,40.50368,-111.425246,15,NG,GAS,0.1135,19.6,"192,086","192,086","19,481",0.101418115
10108,UT,HTW Plant 303 COGEN,58597,14354,40.763056,-111.841667,1,NG,GAS,0.5034,7.4,"170,148","170,148","32,632",0.191785677
10109,UT,Hunter,6165,14354,39.1747,-111.0289,3,BIT,COAL,0.6003,"1,577.20","86,611,650","86,611,650","8,293,966",0.095760397
10111,UT,Huntington,8069,14354,39.3792,-111.0781,2,BIT,COAL,0.5599,"1,037.30","53,114,190","53,114,190","5,087,824",0.095790296
10112,UT,Hurricane City Power,57899,9128,37.185556,-113.2975,9,NG,GAS,0.0349,16,"55,250","55,250","4,895",0.088597264
10116,UT,Intermountain,6481,40576,39.509731,-112.58018,2,BIT,COAL,0.5916,"1,640.00","82,934,315","82,934,315","8,499,300",0.102482308
10124,UT,Lake Side Power Plant,56237,14354,40.331667,-111.754167,6,NG,GAS,0.4007,"1,385.00","35,860,774","35,860,774","4,861,169",0.135556723
10128,UT,Logan City,4251,11135,41.725833,-111.8433,9,NG,GAS,0.0076,21.5,"25,273","25,273","1,426",0.056423814
10138,UT,Millcreek Power,56253,17874,37.112092,-113.516581,2,NG,GAS,0.1591,80,"1,149,954","1,149,954","111,468",0.096932573
10140,UT,Murray Turbine,8010,13137,40.67,-111.89,3,NG,GAS,0.0251,42,"110,313","110,313","9,221",0.083589432
10141,UT,Nebo Power Station,56177,40575,40.0614,-111.7294,2,NG,GAS,0.3535,140,"3,358,078","3,358,078","433,490",0.129088723
10146,UT,Payson,7408,14600,40.06084,-111.73023,4,NG,GAS,0.0001,9.7,230,230,4,0.01739138
10149,UT,Provo Power Plant,61508,14354,40.2427,-111.66298,5,NG,GAS,0.0504,12,"68,435","68,435","5,297",0.077401914
10159,UT,Snowbird Power Plant,10215,14354,40.58337,-111.653903,3,NG,GAS,0.001,1.8,105,105,15,0.142344702
10163,UT,St George Red Rock,7080,17874,37.113736,-113.568944,2,DFO,OIL,0.0049,14,"3,837","3,837",599,0.156111545
10165,UT,Sunnyside Cogen Associates,50951,14354,39.5472,-110.3917,1,WC,COAL,0.8113,58.1,"4,989,073","4,989,073","412,891",0.082759055
10166,UT,Tesoro SLC Cogeneration Plant,56509,14354,40.7931,-111.9038,2,NG,GAS,0.6841,30.4,"2,013,634","2,013,634","182,165",0.090465796
10175,UT,US Magnesium,58191,14354,40.913333,-112.733889,4,NG,GAS,0.3179,78,"1,656,119","1,656,119","217,209",0.131155431
